ticker,PPSF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.4285999999999999
2000-01-04,5.6338
2000-01-05,1.3333
2000-01-06,0.0
2000-01-10,1.3158
2000-01-11,1.2987
2000-01-12,-1.2821
2000-01-13,-3.8961
2000-01-14,0.0
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,1.3514
2000-01-25,0.0
2000-01-26,2.6667
2000-01-27,-1.2208
2000-02-01,3.3113
2000-02-02,-1.2821
2000-02-03,0.0
2000-02-07,1.2987
2000-02-08,2.5641
2000-02-09,0.0
2000-02-10,-2.5
2000-02-14,1.2821
2000-02-15,0.0
2000-02-17,3.7975
2000-02-18,-3.6585
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,2.5316
2000-02-29,1.2346
2000-03-01,-3.6585
2000-03-02,0.0
2000-03-03,0.0
2000-03-09,3.7975
2000-03-14,-2.439
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,3.75
2000-03-22,2.4096
2000-03-23,-1.7647
2000-03-28,0.0
2000-03-30,0.5988
2000-03-31,2.3810000000000002
2000-04-03,-1.7442
2000-04-04,0.0
2000-04-07,1.7751000000000001
2000-04-11,-2.3256
2000-04-12,0.0
2000-04-13,0.0
2000-04-17,0.0
2000-04-18,0.0
2000-04-20,0.0
2000-04-24,1.1905000000000001
2000-04-25,0.5882
2000-04-27,0.655
2000-04-28,-4.0936
2000-05-01,0.0
2000-05-04,-1.2195
2000-05-08,-2.4691
2000-05-09,0.0
2000-05-11,6.962
2000-05-18,-6.5089
2000-05-19,0.0
2000-06-02,0.0
2000-06-05,-3.7975
2000-06-06,3.9474
2000-06-07,-3.7975
2000-06-20,0.0
2000-06-27,-7.8947
2000-06-28,5.7143
2000-06-29,-6.7568
2000-06-30,-1.4493
2000-07-05,0.0
2000-07-06,-2.9412000000000003
2000-07-10,0.0
2000-07-12,0.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,3.0303
2000-07-18,-2.9412000000000003
2000-07-19,-6.0606
2000-07-20,-3.2258
2000-07-21,3.3333
2000-07-25,0.0
2000-07-26,-4.8387
2000-07-27,6.0339
2000-07-28,0.0
2000-08-02,-3.2258
2000-08-07,-4.1667
2000-08-08,1.7391
2000-08-09,5.5556
2000-08-10,0.0
2000-08-11,-8.9069
2000-08-14,12.0
2000-08-15,-11.1111
2000-08-16,-1.7856999999999998
2000-08-18,0.0
2000-08-22,1.8182
2000-08-29,4.4643
