ticker,FRFR US Equity
2019-01-02,62.6016
2019-01-03,-3.3167
2019-01-04,4.7233
2019-01-07,0.4115
2019-01-08,1.6393
2019-01-09,0.0
2019-01-10,-3.2258
2019-01-11,0.0
2019-01-14,-33.3
2019-01-15,0.0
2019-01-16,-0.05
2019-01-17,4.5
2019-01-18,0.4785
2019-01-22,-2.3810000000000002
2019-01-23,24.3902
2019-01-24,17.647100000000002
2019-01-25,6.6667
2019-01-28,17.1875
2019-01-29,-22.6667
2019-01-30,13.7931
2019-01-31,-21.2121
2019-02-01,11.538499999999999
2019-02-04,-1.7241
2019-02-05,-5.2632
2019-02-06,3.7037
2019-02-07,8.9286
2019-02-08,27.7049
2019-02-11,-16.4955
2019-02-12,44.5042
2019-02-13,-11.7021
2019-02-14,-11.8072
2019-02-15,-5.7377
2019-02-19,-14.4928
2019-02-20,37.2881
2019-02-21,-25.9383
2019-02-22,-18.3197
2019-02-25,-18.3469
2019-02-26,-0.05
2019-02-27,0.6702
2019-02-28,-22.9967
2019-03-01,12.9032
2019-03-04,14.2857
2019-03-05,-5.025
2019-03-06,-26.2964
2019-03-07,21.4286
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,-2.9412000000000003
2019-03-13,-3.0303
2019-03-14,1.5625
2019-03-15,-1.5385
2019-03-18,-6.25
2019-03-19,0.0
2019-03-20,-33.3333
2019-03-21,0.0
2019-03-22,45.0
2019-03-25,-44.1379
2019-03-26,4.9383
2019-03-27,-2.9412000000000003
2019-03-28,-33.3333
2019-03-29,3.9091
2019-04-01,-12.5109
2019-04-02,29.0
2019-04-03,0.7752
2019-04-04,36.1538
2019-04-05,-26.5537
2019-04-08,13.8462
2019-04-09,-22.973
2019-04-10,65.7895
2019-04-11,-18.0423
2019-04-12,-34.7966
2019-04-15,39.2079
2019-04-16,-18.2077
2019-04-17,30.4348
2019-04-18,-7.0
2019-04-22,0.0
2019-04-24,-6.8100000000000005
2019-04-25,0.0
2019-04-26,-0.1538
2019-04-29,-7.5501000000000005
2019-04-30,-16.6667
2019-05-01,47.5
2019-05-02,-2.3729
2019-05-03,-3.125
2019-05-06,-14.982099999999999
2019-05-07,16.7791
2019-05-08,-1.5596
2019-05-09,-11.9847
2019-05-10,0.0
2019-05-13,7.5
2019-05-14,-8.1395
2019-05-15,18.1435
2019-05-17,-3.5714
2019-05-21,-25.9259
2019-05-22,-10.0
2019-05-23,-55.5556
2019-05-24,125.0
2019-05-28,-0.1111
2019-05-29,-11.0122
2019-06-03,-12.5
2019-06-05,-42.8571
2019-06-10,75.0
2019-06-11,-14.2857
2019-06-13,-3.3333
2019-06-17,3.6207000000000003
2019-06-18,-0.1664
2019-06-19,4.0
2019-06-24,-0.641
2019-06-25,11.2903
2019-06-26,-13.0435
2019-07-01,0.0
2019-07-03,0.0
2019-07-05,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,16.6667
2019-07-17,0.0
2019-07-23,0.7143
2019-07-25,8.2979
2019-07-26,17.8782
2019-07-30,-16.6667
2019-08-01,-6.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,-14.8936
2019-08-08,0.0
2019-08-12,0.1667
2019-08-13,-8.4859
2019-08-14,9.0909
2019-08-15,-11.6667
2019-08-19,13.2075
2019-08-20,-16.6667
2019-08-21,0.0
2019-08-23,0.0
2019-08-26,0.0
2019-08-29,0.0
2019-09-06,-12.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,22.2727
2019-09-17,-18.2156
2019-09-19,-9.0909
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,45.0
2019-09-26,3.4483
2019-09-30,16.6667
2019-10-02,-14.2857
2019-10-07,0.0
2019-10-10,-35.0
2019-10-15,-3.5897
2019-10-21,59.5745
2019-10-22,50.0
2019-10-23,-44.4444
2019-10-28,0.0
2019-10-29,-26.3
2019-10-30,24.8304
2019-10-31,-34.7826
2019-11-05,83.3333
2019-11-06,36.7273
2019-11-07,-46.8085
2019-11-08,0.0
2019-11-12,0.0
2019-11-14,0.0
2019-11-15,-24.75
2019-11-18,165.7807
2019-11-19,-25.0
2019-11-20,-41.6667
2019-11-25,0.0
2019-12-03,-20.0
2019-12-04,150.0
2019-12-06,-37.1429
2019-12-10,-54.5455
2019-12-11,50.0
2019-12-12,51.3333
2019-12-13,-34.5815
2019-12-16,75.0842
2019-12-17,-42.3077
2019-12-20,33.3333
2019-12-24,-45.8333
2019-12-26,26.9231
2019-12-30,0.0
2020-01-07,-24.2424
2020-01-08,-7.2
2020-01-10,0.0
2020-01-14,3.4483
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,-16.6667
2020-01-31,-10.0
2020-02-13,0.0
2020-02-27,0.0
2020-03-06,0.0
2020-03-20,-24.4389
2020-04-13,-1.4631
2020-04-16,-2.9846
2020-04-27,3.0764
2020-04-29,-0.0149
2020-06-30,49.2537
2020-07-22,-44.0
2020-07-23,0.0
2020-07-24,69.6429
2020-07-29,3.1579
2020-07-31,26.5306
