ticker,FRFR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-09,100.0
2017-12-19,-12.5
2018-02-27,-14.2857
2018-02-28,233.3333
2018-06-13,-20.0
2018-06-27,-25.0
2018-07-10,41.6667
2018-07-11,51.7647
2018-07-12,5.4264
2018-07-13,10.2941
2018-07-16,4.0
2018-07-17,10.0
2018-07-18,9.5571
2018-07-19,-20.2128
2018-07-20,-34.6667
2018-07-23,-10.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-08-01,0.0
2018-08-07,-5.6689
2018-08-08,-27.8846
2018-08-09,-15.0
2018-08-10,39.2157
2018-08-13,26.7606
2018-08-17,0.0
2018-08-21,-10.0
2018-08-22,-1.2346
2018-08-28,13.75
2018-09-05,-34.0659
2018-09-06,-10.0
2018-09-07,-7.4074
2018-09-10,0.0
2018-09-11,-17.2
2018-09-12,-13.0435
2018-09-13,-38.8889
2018-09-14,13.6364
2018-09-17,4.0
2018-09-26,-3.8462
2018-09-27,4.8
2018-09-28,6.8702
2018-10-01,-1.4285999999999999
2018-10-02,0.8696
2018-10-03,5.6034
2018-10-08,-4.7619
2018-10-11,0.7143
2018-10-12,41.844
2018-10-15,45.0
2018-10-16,17.2414
2018-10-17,11.4706
2018-10-18,10.2902
2018-10-19,2.8708
2018-10-22,-4.6512
2018-10-23,8.5366
2018-10-24,11.4607
2018-10-25,2.8226
2018-10-26,8.8235
2018-10-29,12.2523
2018-10-30,9.4703
2018-10-31,7.0381
2018-11-01,5.4795
2018-11-02,5.1948
2018-11-05,-47.5309
2018-11-06,31.5294
2018-11-07,3.5778
2018-11-08,-47.323
2018-11-09,-27.8689
2018-11-12,-41.3636
2018-11-13,-14.7287
2018-11-14,27.2727
2018-11-15,-12.857099999999999
2018-11-16,-11.4754
2018-11-19,-16.6667
2018-11-20,-14.4444
2018-11-21,12.3377
2018-11-23,-13.1676
2018-11-26,63.7598
2018-11-27,-8.9431
2018-11-28,20.5357
2018-11-29,-14.0741
2018-11-30,-5.1724
2018-12-03,-27.2727
2018-12-04,13.75
2018-12-06,-12.0769
2018-12-07,9.9863
2018-12-10,-3.4091
2018-12-11,-3.5294
2018-12-12,-2.439
2018-12-13,-12.5
2018-12-14,8.5714
2018-12-17,-6.5789
2018-12-18,2.8169
2018-12-19,1.3014000000000001
2018-12-20,-2.6369
2018-12-21,-2.7778
2018-12-24,0.0
2018-12-26,-17.1429
2018-12-27,-12.069
2018-12-28,-10.3784
2018-12-31,-19.2684
