ticker,LUMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.4855
2000-01-04,-4.0055
2000-01-05,0.7194
2000-01-06,-1.1429
2000-01-07,-0.8671
2000-01-10,2.9154999999999998
2000-01-11,-0.7082
2000-01-12,0.8559
2000-01-13,0.1414
2000-01-14,0.8475
2000-01-18,1.6806999999999999
2000-01-19,-2.6170999999999998
2000-01-20,-0.9901
2000-01-21,-0.2857
2000-01-24,-1.5758999999999999
2000-01-25,-2.4745
2000-01-26,-0.1493
2000-01-27,-4.4843
2000-01-28,-5.6338
2000-01-31,2.4876
2000-02-01,0.0
2000-02-02,2.4272
2000-02-03,0.316
2000-02-04,-1.5748
2000-02-07,-0.96
2000-02-08,0.9693
2000-02-09,-1.92
2000-02-10,-1.1419
2000-02-11,0.0
2000-02-14,0.495
2000-02-15,-2.7915
2000-02-16,-0.3378
2000-02-17,-1.5253999999999999
2000-02-18,-4.6472
2000-02-22,2.1661
2000-02-23,-1.2367
2000-02-24,-3.22
2000-02-25,-0.3697
2000-02-28,-0.7421
2000-02-29,0.5607
2000-03-01,2.4164
2000-03-02,-1.2704
2000-03-03,3.6324
2000-03-06,-3.5524
2000-03-07,-4.2357
2000-03-08,2.3077
2000-03-09,-0.7519
2000-03-10,0.947
2000-03-13,2.439
2000-03-14,1.6484
2000-03-15,-2.3423
2000-03-16,-2.583
2000-03-17,10.6061
2000-03-20,0.0
2000-03-21,2.226
2000-03-22,-3.8526
2000-03-23,0.6969
2000-03-24,0.173
2000-03-27,2.5907
2000-03-28,-1.6835
2000-03-29,2.0548
2000-03-30,-0.6711
2000-03-31,0.3378
2000-04-03,0.8418
2000-04-04,2.5042
2000-04-05,3.2573
2000-04-06,0.6309
2000-04-07,-0.4702
2000-04-10,-0.4724
2000-04-11,1.2658
2000-04-12,-2.5
2000-04-13,-2.4038
2000-04-14,-5.4187
2000-04-17,-3.9931
2000-04-18,2.7125
2000-04-19,-2.8169
2000-04-20,-2.1739
2000-04-24,-0.3704
2000-04-25,1.8587
2000-04-26,-2.0073
2000-04-27,-12.8492
2000-04-28,-16.2393
2000-05-01,7.6531
2000-05-02,-5.9242
2000-05-03,2.267
2000-05-04,0.7389
2000-05-05,0.489
2000-05-08,-0.4866
2000-05-09,0.978
2000-05-10,-0.9685
2000-05-11,3.6675
2000-05-12,2.5943
2000-05-15,3.2184
2000-05-16,0.0
2000-05-17,2.0045
2000-05-18,0.8734
2000-05-19,-3.2468
2000-05-22,-3.132
