ticker,HPMM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-26,12.9032
2017-10-27,-11.4286
2017-10-30,0.0
2017-10-31,-16.129
2017-11-09,57.6923
2017-11-10,-74.6341
2017-11-13,-3.8462
2017-11-14,1.0
2017-11-15,0.0
2017-11-16,-0.9901
2017-11-17,5.0
2017-11-20,13.3333
2017-11-21,9.2437
2017-11-22,-30.7692
2017-11-24,66.6667
2017-11-27,0.0
2017-11-28,-24.6513
2017-11-29,0.5548
2017-11-30,5.4993
2017-12-01,-12.427
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,18.6219
2017-12-08,-15.6985
2017-12-11,14.2857
2017-12-12,66.6667
2017-12-13,-0.5
2017-12-14,-5.2764
2017-12-15,6.1008
2017-12-18,-10.0
2017-12-19,0.0
2017-12-20,-13.8889
2017-12-21,9.6774
2017-12-22,-11.7647
2017-12-26,-10.7687
2017-12-27,-2.9489
2017-12-28,-7.6982
2017-12-29,-16.5972
2018-01-02,18.0
2018-01-03,135.5932
2018-01-04,-20.8633
2018-01-05,-36.3636
2018-01-08,14.2857
2018-01-09,-3.1875
2018-01-10,0.1291
2018-01-11,19.02
2018-01-12,-7.9632
2018-01-16,-10.5356
2018-01-17,9.5526
2018-01-18,1.9697
2018-01-19,-11.6608
2018-01-22,6.6667
2018-01-23,6.125
2018-01-24,-8.6572
2018-01-25,-0.0645
2018-01-26,32.9032
2018-01-29,-7.7184
2018-01-30,-0.0526
2018-01-31,-5.2632
2018-02-01,-7.4444
2018-02-02,18.7455
2018-02-05,-9.0128
2018-02-06,8.1667
2018-02-07,-14.4838
2018-02-08,16.8769
2018-02-09,-17.7801
2018-02-12,6.25
2018-02-13,1.5293999999999999
2018-02-14,-1.5064
2018-02-15,14.8471
2018-02-16,1.4136
2018-02-20,-9.0909
2018-02-21,5.5
2018-02-22,-10.4792
2018-02-23,17.352899999999998
2018-02-26,0.2506
2018-02-27,15.0
2018-02-28,-8.6957
2018-03-01,-13.8095
2018-03-02,10.4972
2018-03-05,0.0
2018-03-06,-12.475
2018-03-07,13.6247
2018-03-08,-14.4796
2018-03-09,16.99
2018-03-12,-14.0201
2018-03-13,0.8182
2018-03-14,-0.8696
2018-03-15,0.0
2018-03-16,-0.5848
2018-03-19,5.8824
2018-03-20,11.0
2018-03-21,0.0501
2018-03-22,-14.9575
2018-03-23,16.9412
2018-03-26,-19.3159
2018-03-27,14.4015
2018-03-28,24.1962
2018-03-29,0.4388
