ticker,NACB US Equity
2016-07-01,3.9474
2016-07-06,0.0
2016-07-13,10.7595
2016-07-14,-12.5714
2016-07-22,-0.6536
2016-08-08,1.9737
2016-08-09,21.8581
2016-08-18,-7.3486
2016-08-19,0.0
2016-09-08,-2.8571
2016-09-26,0.0
2016-09-27,0.0
2016-09-30,-2.9412000000000003
2016-10-03,3.0303
2016-10-17,2.9412000000000003
2016-10-24,-3.9994
2016-10-31,1.1899
2016-11-03,-1.1764999999999999
2016-11-04,0.0
2016-11-07,-1.1905000000000001
2016-11-09,2.4036
2016-11-28,0.0059
2016-12-06,0.0
2016-12-08,0.4412
2016-12-20,3.0928
2016-12-23,0.5714
2017-01-13,1.142
2017-01-18,0.2753
2017-01-24,0.1401
2017-01-25,0.0
2017-02-03,0.6993
2017-02-07,0.0
2017-02-08,0.0
2017-02-10,0.0
2017-02-27,2.2222
2017-03-03,0.5435
2017-03-06,0.0
2017-03-17,0.0
2017-03-24,0.0
2017-03-27,-1.6216
2017-04-10,0.8264
2017-04-11,-0.4098
2017-04-17,1.5089000000000001
2017-04-18,0.0
2017-04-21,-1.6216
2017-05-05,1.6484
2017-05-09,0.5405
2017-05-10,0.0
2017-05-15,-2.1505
2017-05-19,1.6484
2017-05-24,0.0
2017-05-26,-0.9459
2017-05-31,0.955
2017-06-13,0.0
2017-06-15,0.0
2017-06-19,0.0
2017-06-23,0.0
2017-06-29,0.271
2017-07-11,0.5405
2017-07-12,1.0753
2017-07-14,0.0
2017-07-17,0.0
2017-07-18,1.0638
2017-07-19,2.6105
2017-07-20,2.5850999999999997
2017-07-21,0.0
2017-07-26,1.0
2017-07-27,6.4356
2017-07-31,-6.9767
2017-08-02,-2.0
2017-08-04,-3.949
2017-08-08,0.9189
2017-08-09,-4.2055
2017-08-15,4.3956
2017-08-18,2.6316
2017-08-21,0.5128
2017-08-30,1.5306
2017-09-05,0.0
2017-09-06,0.3769
2017-09-12,-2.1277
2017-09-13,1.7903
2017-09-18,0.5025
2017-09-19,0.25
2017-09-20,0.7481
2017-09-21,0.495
2017-09-25,0.4926
2017-09-26,2.9412000000000003
2017-09-28,0.0
2017-09-29,0.9524
2017-10-03,0.2358
2017-10-04,-0.9402
2017-10-05,0.2841
2017-10-06,0.9
2017-10-09,0.4695
2017-10-10,0.0
2017-10-12,0.4673
2017-10-13,0.4651
2017-10-18,0.0
2017-10-20,0.6944
2017-10-23,0.0
2017-11-14,-0.2304
2017-11-28,0.0
2017-12-11,0.2309
2017-12-13,-0.9217
2017-12-18,2.3256
2017-12-26,0.1136
2017-12-27,0.109
2018-01-05,-0.2222
2018-01-09,0.0
2018-01-10,0.9091
2018-01-16,0.0
2018-01-17,0.4505
2018-01-18,0.6726
2018-01-23,1.3363
2018-02-06,0.4396
2018-02-21,0.4386
2018-03-08,-0.4367
2018-03-13,0.4386
2018-03-20,-0.2183
2018-03-22,0.2188
2018-04-02,0.0
2018-04-03,0.8734
2018-04-06,0.0
2018-04-09,1.2987
2018-04-17,0.0009
2018-04-23,3.6572
2018-04-30,-1.0554
2018-05-04,-0.0042
2018-05-15,-0.2046
2018-05-16,0.4184
2018-06-04,-2.5
2018-06-05,-0.2137
2018-06-06,-1.0707
2018-06-12,-0.8658
2018-06-19,-0.8734
2018-06-20,-0.8811
2018-06-21,-0.8889
2018-06-25,-1.3453
2018-07-09,-4.0909
2018-07-20,0.9479
2018-07-24,0.0
2018-08-02,0.939
2018-08-08,-1.1628
2018-08-14,0.2353
2018-08-30,-0.7059
2018-09-04,0.4739
2018-09-14,0.0
2018-10-03,1.1792
2018-10-12,-2.0979
2018-11-09,1.9048
2018-11-26,-0.9368
2018-12-06,1.6501000000000001
2018-12-27,0.0047
2019-01-07,-1.8605
2019-01-09,-1.4218
2019-01-10,-0.4808
2019-01-11,-1.9324
2019-01-14,-0.4926
2019-01-15,-0.9901
2019-01-18,0.5
2019-02-11,2.9851
2019-02-12,1.9324
2019-02-15,0.9741
2019-02-25,1.1764999999999999
2019-02-26,0.0
2019-02-27,4.186
2019-03-01,0.4464
2019-03-05,0.4444
2019-03-07,-1.3274
2019-03-08,-1.3453
2019-03-14,5.9091000000000005
2019-03-21,-6.867
2019-04-22,0.0
2019-04-23,-3.2258
2019-04-24,0.0
2019-04-25,2.8571
2019-04-29,-0.2315
2019-05-02,-1.1601
2019-05-13,0.4695
2019-05-15,-0.6793
2019-05-17,0.0
2019-05-23,-0.9434
2019-05-31,0.9524
2019-06-03,0.0
2019-06-06,0.0
2019-06-12,-0.9434
2019-07-01,0.9524
2019-07-03,0.9434
2019-07-12,1.4019
2019-07-25,1.8433000000000002
2019-07-26,-1.362
2019-08-02,0.0046
2019-08-12,0.0
2019-08-14,0.2523
2019-08-16,1.8349
2019-08-19,1.3514
2019-08-21,-0.0044
2019-09-03,0.4489
2019-10-07,-0.5752
2019-10-10,-0.7566
2019-10-11,-1.3453
2019-10-18,0.0
2019-10-22,-0.9091
2019-10-30,0.1147
2019-11-14,0.2291
2019-11-18,-0.1375
2019-11-19,0.0459
2019-11-29,0.0
2019-12-09,-0.0459
2019-12-10,0.0459
2019-12-31,0.0
2020-01-13,0.0
2020-01-16,0.0
2020-01-21,0.0
2020-02-21,0.2529
2020-02-24,-0.4587
2020-02-27,-0.4608
2020-03-10,-2.7778
2020-03-12,-0.1429
2020-03-13,-1.6214
2020-03-25,-5.5259
2020-03-27,-0.5131
2020-04-01,-2.0113
2020-04-06,-0.5789
2020-04-09,-0.1059
2020-04-14,-0.106
2020-04-16,-0.2653
2020-04-20,-6.383
2020-04-23,0.5682
2020-04-24,-0.565
2020-04-27,2.2727
2020-04-29,-2.2222
2020-05-01,-0.5682
2020-05-14,0.8857
2020-05-19,2.2727
2020-05-20,-2.2222
2020-05-27,0.0
2020-06-01,0.0
2020-06-02,-0.1705
2020-06-03,-0.1707
2020-06-04,-20.1824
2020-06-05,25.2857
2020-06-08,-0.2281
2020-06-09,0.2857
2020-06-11,-0.2849
2020-06-12,0.0
2020-06-15,-0.0286
2020-06-29,-0.543
2020-06-30,-0.1437
2020-07-14,-0.4317
2020-07-30,-1.4451
2020-07-31,-0.0587
