ticker,IONAF US Equity
2012-05-17,-1.0989
2012-05-18,1.3333
2012-05-22,-1.2061
2012-05-24,0.8879
2012-05-25,-0.22
2012-05-29,1.2128
2012-05-30,0.9804
2012-06-05,-9.3851
2012-06-06,5.4762
2012-06-12,0.5643
2012-06-13,5.3872
2012-06-14,1.3845
2012-06-15,-3.5714
2012-06-18,1.5523
2012-06-19,-5.6047
2012-06-20,-1.8182
2012-06-21,-10.4167
2012-06-22,1.292
2012-06-27,0.2232
2012-06-28,-3.3726
2012-06-29,2.733
2012-07-03,2.4359
2012-07-05,5.7885
2012-07-06,-6.5365
2012-07-09,0.0
2012-07-11,-6.3291
2012-07-12,-8.1081
2012-07-13,2.0588
2012-07-16,-2.7378
2012-07-17,3.1111
2012-07-18,-2.5862
2012-07-19,-0.295
2012-07-20,3.051
2012-07-23,-4.5397
2012-07-24,-0.1504
2012-07-25,0.9036
2012-07-26,4.3284
2012-07-27,3.2904
2012-07-31,-0.277
2012-08-01,0.0
2012-08-02,-1.1632
2012-08-03,0.4743
2012-08-07,1.8182
2012-08-08,6.5934
2012-08-09,4.6392
2012-08-10,0.1232
2012-08-13,4.551
2012-08-14,-2.0
2012-08-15,-0.6002
2012-08-16,-0.2415
2012-08-17,-3.8741
2012-08-20,0.0
2012-08-21,1.3854
2012-08-22,-4.2236
2012-08-23,0.6485
2012-08-24,0.7732
2012-08-27,-1.7903
2012-08-28,4.1667
2012-08-29,-4.375
2012-08-30,-0.2941
2012-08-31,-0.0983
2012-09-04,-1.5748
2012-09-05,5.0667
2012-09-07,11.0406
2012-09-10,1.7143000000000002
2012-09-11,4.4944
2012-09-12,0.0
2012-09-13,-2.6882
2012-09-14,4.1989
2012-09-17,-0.3181
2012-09-18,-2.4468
2012-09-19,-2.5082
2012-09-21,-0.6711
2012-09-27,4.0541
2012-09-28,-0.8658
2012-10-01,-3.2751
2012-10-02,2.9345
2012-10-03,-5.5921
2012-10-04,-0.5807
2012-10-12,-2.8037
2012-10-15,0.9615
2012-10-17,0.0
2012-10-18,0.9524
2012-10-19,-0.9434
2012-10-24,-8.006
2012-10-25,5.5969
2012-10-26,-5.0245
2012-10-31,3.2258
2012-11-01,2.125
2012-11-02,-0.0306
2012-11-05,-7.1931
2012-11-06,-4.3041
2012-11-07,5.7384
2012-11-08,9.7784
2012-11-09,-3.8005
2012-11-12,-4.4444
2012-11-13,1.0659
2012-11-14,2.6526
2012-11-15,-1.3699
2012-11-16,2.7778
2012-11-19,2.9945
2012-11-20,-1.7146
2012-11-21,1.6989999999999998
2012-11-23,3.8186
2012-11-26,-3.8218
2012-11-28,5.6468
2012-11-29,0.0
2012-11-30,4.2704
2012-12-03,5.2346
2012-12-04,-1.3402
2012-12-06,-3.5789
2012-12-07,10.5391
2012-12-10,3.7868
2012-12-11,1.9955
2012-12-12,-3.5888
2012-12-13,-13.5447
2012-12-14,1.9583
2012-12-17,-3.0786
2012-12-18,-0.1827
2012-12-20,4.2664
2012-12-27,-0.5267
2012-12-28,12.9514
2012-12-31,7.5
2013-01-02,-1.1628
2013-01-03,1.6855
2013-01-04,-0.3226
2013-01-07,-2.6786
2013-01-08,10.6651
2013-01-09,-4.1969
2013-01-10,11.801
2013-01-11,-0.5224
2013-01-14,-6.4968
2013-01-15,7.7803
2013-01-16,-4.4682
2013-01-17,-1.0809
2013-01-18,-5.2798
2013-01-22,-0.0539
2013-01-23,0.6257
2013-01-24,0.0643
2013-01-25,-2.6355
2013-01-28,-1.4085
2013-01-29,0.7143
2013-01-30,1.6844000000000001
2013-01-31,-2.354
2013-02-01,2.5223
2013-02-04,-4.8988
2013-02-05,4.0636
2013-02-06,-0.121
2013-02-07,1.0573
2013-02-08,-1.7109999999999999
2013-02-11,-0.6542
2013-02-12,-1.7856999999999998
2013-02-13,6.0
2013-02-14,2.8302
2013-02-15,-1.4386999999999999
2013-02-19,5.7965
2013-02-20,-6.4187
2013-02-21,2.7885
2013-02-22,8.3775
2013-02-25,-1.9948000000000001
2013-02-26,-1.9571
2013-02-27,-1.9463
2013-02-28,4.6722
2013-03-01,0.8266
2013-03-04,-4.8418
2013-03-05,-1.0744
2013-03-06,6.8852
2013-03-07,7.6879
2013-03-08,-1.3886
2013-03-11,-1.7873
2013-03-12,0.6893
2013-03-13,-0.6846
2013-03-14,1.4522
2013-03-15,-2.5639
2013-03-18,-1.8131
2013-03-19,-3.7879
2013-03-20,3.75
2013-03-21,-0.3036
2013-03-22,3.1211
2013-03-25,-1.2826
2013-03-26,1.9069
2013-03-27,0.3119
2013-03-28,-1.7099
2013-04-01,-1.5164
2013-04-02,3.1551
2013-04-03,-5.467
2013-04-04,1.424
2013-04-05,2.6361
2013-04-08,-0.0744
2013-04-09,0.4749
2013-04-10,-1.3625
2013-04-11,-0.7705
2013-04-12,-3.1061
2013-04-15,-4.955
2013-04-16,2.437
2013-04-17,-5.2399000000000004
2013-04-18,4.5127
2013-04-19,1.5406
2013-04-22,-0.0399
2013-04-23,1.6177000000000001
2013-04-24,0.1572
2013-04-25,0.471
2013-04-26,-2.4512
2013-04-29,5.7163
2013-04-30,-1.8371
2013-05-01,-0.0772
2013-05-02,-2.6646
2013-05-03,-1.9837
2013-05-06,-1.4977
2013-05-07,0.8732
2013-05-08,-0.1324
2013-05-09,-0.8158
2013-05-10,2.8789
2013-05-13,-1.0993
2013-05-14,-4.2036999999999995
2013-05-15,-1.6878
2013-05-16,0.0
2013-05-17,2.1996
2013-05-20,0.6194
2013-05-21,-0.3339
2013-05-22,-2.6487
2013-05-23,2.3981
2013-05-24,-0.252
2013-05-28,-4.8221
2013-05-29,-0.0664
2013-05-30,1.8375
2013-05-31,-0.5761
2013-06-03,-0.328
2013-06-04,-4.5081
2013-06-05,-1.8034
2013-06-06,4.4567
2013-06-07,3.561
2013-06-10,0.346
2013-06-11,-3.9871
2013-06-12,1.156
2013-06-13,1.7419
2013-06-14,-0.0763
2013-06-17,0.4038
2013-06-18,-5.0761
2013-06-19,4.0307
2013-06-20,-4.0506
2013-06-21,-0.7342
2013-06-24,-0.2196
2013-06-25,0.0695
2013-06-26,-0.4282
2013-06-27,-6.428
2013-06-28,-1.1925
2013-07-01,7.6188
2013-07-02,-3.5514
2013-07-03,-1.5504
2013-07-05,2.9528
2013-07-08,-0.0359
2013-07-09,2.7137000000000002
2013-07-10,-2.0484
2013-07-11,5.3232
2013-07-12,1.2071
2013-07-15,0.1115
2013-07-16,0.0557
2013-07-17,6.499
2013-07-18,-1.3584
2013-07-19,-0.6462
2013-07-22,-3.1347
2013-07-23,1.9152
2013-07-24,-2.9161
2013-07-25,2.6143
2013-07-26,-0.2602
2013-07-29,-1.4239
2013-07-30,-3.6167
2013-07-31,-11.223
2013-08-01,4.768
2013-08-02,-0.984
2013-08-05,1.3665
2013-08-06,0.0
2013-08-07,0.723
2013-08-08,-1.0342
2013-08-09,3.762
2013-08-12,0.2844
2013-08-13,-3.9461
2013-08-14,0.0738
2013-08-15,-2.2247
2013-08-16,1.7096
2013-08-19,-4.9190000000000005
2013-08-20,4.6536
2013-08-21,-0.0621
2013-08-22,1.5909
2013-08-23,8.8329
2013-08-26,-1.911
2013-08-27,-1.4668999999999999
2013-08-28,1.7213
2013-08-29,3.453
2013-08-30,-0.1216
2013-09-03,1.3389
2013-09-04,-1.2885
2013-09-05,-0.177
2013-09-06,0.9752
2013-09-09,0.7353
2013-09-10,1.9719
2013-09-11,-1.7734999999999999
2013-09-12,-2.8714
2013-09-13,0.3359
2013-09-16,4.1964
2013-09-17,3.1384
2013-09-18,4.4968
2013-09-19,0.0199
2013-09-20,-2.037
2013-09-23,1.8967
2013-09-24,-2.8468999999999998
2013-09-25,-0.4918
2013-09-26,-0.5148
2013-09-27,-1.5213999999999999
2013-09-30,0.021
2013-10-01,3.2782999999999998
2013-10-02,-0.3154
2013-10-03,-1.4799
2013-10-04,0.259
2013-10-07,2.5004999999999997
2013-10-08,0.0
2013-10-09,-3.2762000000000002
2013-10-10,5.1902
2013-10-11,-1.6051
2013-10-14,2.1448
2013-10-15,-0.3943
2013-10-16,-3.8797
2013-10-17,0.3913
2013-10-18,3.8769
2013-10-21,-3.6334999999999997
2013-10-22,-0.0615
2013-10-23,-4.8595
2013-10-24,2.9957000000000003
2013-10-25,1.6112
2013-10-28,-0.1956
2013-10-29,0.2167
2013-10-30,-4.9825
2013-10-31,3.5211
2013-11-01,-0.8896
2013-11-04,-0.3168
2013-11-05,-2.3093
2013-11-06,5.8339
2013-11-07,-3.9139
2013-11-08,1.4075
2013-11-11,-1.1251
2013-11-12,-3.8605
2013-11-13,3.6836
2013-11-14,-0.6508
2013-11-15,-0.8376
2013-11-18,-4.5917
2013-11-19,4.5516
2013-11-20,3.5827
2013-11-21,-0.7232
2013-11-22,1.9637
2013-11-25,-2.1951
2013-11-26,0.0423
2013-11-27,1.1323
2013-11-29,1.287
2013-12-02,1.3223
2013-12-03,2.6101
2013-12-04,0.9241
2013-12-05,-1.526
2013-12-06,-0.4699
2013-12-09,-1.4264000000000001
2013-12-10,0.6624
2013-12-11,-1.7006999999999999
2013-12-12,-1.1329
2013-12-13,0.4688
2013-12-16,3.8466
2013-12-17,-1.4077
2013-12-18,1.9443000000000001
2013-12-19,-0.6059
2013-12-20,2.5484999999999998
2013-12-23,-3.3428
2013-12-24,-0.4638
2013-12-26,-1.1345
2013-12-27,1.6393
2013-12-30,-1.6129
2013-12-31,0.0
2014-01-02,0.3279
2014-01-03,-1.9607999999999999
2014-01-06,-0.3333
2014-01-07,1.8186
2014-01-08,-2.2788
2014-01-09,-3.3613
2014-01-10,-0.5761
2014-01-13,-0.9949
2014-01-14,-5.9187
2014-01-15,5.8568
2014-01-16,0.1996
2014-01-17,-2.6226000000000003
2014-01-21,3.2159
2014-01-22,-1.8826
2014-01-23,-0.8079
2014-01-24,-2.2624
2014-01-27,-0.3704
2014-01-28,2.6022
2014-01-29,-3.442
2014-01-30,-0.0938
2014-01-31,-0.8451
2014-02-03,-0.947
2014-02-04,1.1831
2014-02-05,0.0236
2014-02-06,-3.6486
2014-02-07,2.4877000000000002
2014-02-10,-4.0775
2014-02-11,-0.2742
2014-02-12,-2.0
2014-02-13,3.4949
2014-02-14,-2.5141999999999998
2014-02-18,3.9444
2014-02-19,1.1919
2014-02-20,-1.9231
2014-02-21,1.6299000000000001
2014-02-24,-1.3505
2014-02-25,-2.2124
2014-02-26,-0.6
2014-02-27,0.6036
2014-02-28,-1.425
2014-03-03,1.4456
2014-03-04,-2.7625
2014-03-05,2.6353
2014-03-06,0.2004
2014-03-07,1.975
2014-03-10,-3.8245
2014-03-11,1.5549
2014-03-12,-0.6777
2014-03-13,0.556
2014-03-14,-0.9173
2014-03-17,-0.5707
2014-03-18,-1.875
2014-03-19,2.9897
2014-03-20,-6.2981
2014-03-21,2.438
2014-03-24,0.7101
2014-03-25,-1.397
2014-03-26,-3.178
2014-03-27,-1.942
2014-03-28,3.7657
2014-03-31,-1.8683
2014-04-01,4.6843
2014-04-02,3.5981
2014-04-03,-0.6188
2014-04-04,0.4448
2014-04-07,2.5557
2014-04-08,-3.738
2014-04-09,2.5247
2014-04-10,-1.8
2014-04-11,-1.9729999999999999
2014-04-14,-2.0127
2014-04-15,-2.1203
2014-04-16,-1.1102
2014-04-17,0.0411
2014-04-21,-0.0684
2014-04-22,4.4371
2014-04-23,-2.6488
2014-04-24,-0.8621
2014-04-25,3.5598
2014-04-28,1.9417
2014-04-29,1.9949
2014-04-30,-3.0915
2014-05-01,3.6849
2014-05-02,0.4646
2014-05-05,-1.3625
2014-05-06,-1.1532
2014-05-07,-3.4615
2014-05-08,-2.2576
2014-05-09,2.8261
2014-05-12,0.4228
2014-05-13,-2.1316
2014-05-14,2.2452
2014-05-15,0.0131
2014-05-16,0.0657
2014-05-19,-0.1445
2014-05-20,-2.1053
2014-05-22,2.0833
2014-05-23,1.1192
2014-05-27,-1.6276000000000002
2014-05-28,0.0662
2014-05-29,-1.7593
2014-05-30,-1.1579
2014-06-02,0.5858
2014-06-03,1.8418
2014-06-04,-2.1941
2014-06-05,-1.8899
2014-06-06,-0.2217
2014-06-09,2.9722
2014-06-10,-2.4548
2014-06-11,-1.3966
2014-06-12,2.4541
2014-06-13,-0.1369
2014-06-16,0.8498
2014-06-17,-1.3455
2014-06-18,1.0194
2014-06-19,-0.1091
2014-06-20,9.6519
2014-06-23,-2.49
2014-06-24,-4.3922
2014-06-25,-1.7094
2014-06-26,0.7337
2014-06-27,-0.7553
2014-06-30,0.3941
2014-07-01,-0.3655
2014-07-02,1.019
2014-07-03,-0.8608
2014-07-07,-3.0118
2014-07-08,-0.4057
2014-07-09,-2.0225
2014-07-10,0.0
2014-07-11,0.9461
2014-07-14,-0.9372
2014-07-15,1.8779
2014-07-16,-3.6724
2014-07-17,0.5405
2014-07-18,-0.5085
2014-07-21,3.3002000000000002
2014-07-22,-0.8623
2014-07-23,-2.7805999999999997
2014-07-24,-2.3027
2014-07-25,0.8858
2014-07-28,1.4732
2014-07-29,1.8331
2014-07-30,-0.6192
2014-07-31,-2.7822
2014-08-01,-0.7006
2014-08-04,0.1201
2014-08-05,2.3838
2014-08-06,2.0354
2014-08-07,1.0333
2014-08-08,0.0
2014-08-12,2.0881
2014-08-13,-0.9322
2014-08-14,0.0702
2014-08-15,-4.3368
2014-08-18,3.2864
2014-08-19,0.2983
2014-08-20,-0.2974
2014-08-21,-0.1989
2014-08-22,0.0
2014-08-25,-0.9109
2014-08-26,-5.0129
2014-08-27,1.8902
2014-08-29,-13.8023
2014-09-02,1.9284
2014-09-03,6.8919
2014-09-04,-4.0139
2014-09-05,-0.6092
2014-09-08,-7.5037
2014-09-09,-3.5279
2014-09-10,0.9839
2014-09-11,-0.7904
2014-09-12,-0.5744
2014-09-15,0.6336
2014-09-16,2.7778
2014-09-17,-4.7207
2014-09-18,4.3873
2014-09-19,4.5833
2014-09-22,-11.9002
2014-09-23,0.6685
2014-09-24,5.3711
2014-09-25,-6.3207
2014-09-26,-3.977
2014-09-29,-4.389
2014-09-30,-6.7888
2014-10-01,-50.104
2014-10-02,22.4745
2014-10-03,29.4362
2014-10-06,-8.3309
2014-10-07,-1.5944
2014-10-08,-6.6753
2014-10-09,-5.5556
2014-10-10,5.9926
2014-10-13,-8.4287
2014-10-14,0.0
2014-10-15,-8.9773
2014-10-16,6.5335
2014-10-17,-1.7969
2014-10-20,2.7843999999999998
2014-10-21,-0.9288
2014-10-22,-15.625
2014-10-23,3.7037
2014-10-24,-2.7679
2014-10-27,-0.0918
2014-10-28,2.9412000000000003
2014-10-29,-0.7143
2014-10-30,-5.3058
2014-10-31,-2.754
2014-11-03,0.2441
2014-11-04,-5.699
2014-11-05,-1.5495999999999999
2014-11-06,-2.3609999999999998
2014-11-07,3.0091
2014-11-10,-4.0167
2014-11-11,2.6087
2014-11-12,0.5826
2014-11-13,0.158
2014-11-14,-5.0999
2014-11-17,-2.4931
2014-11-18,13.1818
2014-11-19,-20.0803
2014-11-20,7.0352
2014-11-21,21.7723
2014-11-24,-0.6265
2014-11-25,-6.8865
2014-11-26,0.0
2014-11-28,-8.3333
2014-12-01,-13.6364
2014-12-02,2.1053
2014-12-03,3.0928
2014-12-04,-4.0
2014-12-05,-2.0833
2014-12-08,-12.5665
2014-12-09,0.2281
2014-12-10,-12.2155
2014-12-11,-3.1979
2014-12-12,-7.1429
2014-12-15,-10.7692
2014-12-16,-10.5603
2014-12-17,25.3012
2014-12-18,-21.5385
2014-12-19,13.7255
2014-12-22,-3.4483
2014-12-23,-10.7143
2014-12-24,7.25
2014-12-26,-6.5268
2014-12-29,-0.2494
2014-12-30,-10.0
2014-12-31,19.7222
2015-01-05,-7.1926
2015-01-06,-20.0
2015-01-07,15.9375
2015-01-08,-0.8086
2015-01-12,8.6957
2015-01-13,30.0
2015-01-15,-6.1538
2015-01-16,-2.7664
2015-01-20,-30.2424
2015-01-21,20.3927
2015-01-23,-1.0038
2015-01-26,6.2104
2015-01-27,-4.5346
2015-01-28,-14.0
2015-01-30,0.0
2015-02-02,4.9419
2015-02-03,26.3158
2015-02-04,-12.2807
2015-02-05,0.0
2015-02-06,8.0
2015-02-10,-7.4074
2015-02-12,-7.75
2015-02-13,8.1301
2015-02-17,0.2506
2015-02-24,-10.0
2015-02-25,-2.2222
2015-02-27,9.0909
2015-03-02,-4.4271
2015-03-03,-12.8065
2015-03-04,18.75
2015-03-05,-83.1579
2015-03-06,-1.5625
2015-03-09,-32.5397
2015-03-10,12.9412
2015-03-11,50.0
2015-03-12,190.9722
2015-03-13,-0.716
2015-03-16,11.538499999999999
2015-03-17,-10.7759
2015-03-18,-1.9324
2015-03-19,52.9557
2015-03-20,-4.6699
2015-03-23,21.6216
2015-03-24,33.3333
2015-03-25,-26.6667
2015-03-26,-3.4091
2015-03-27,23.8235
2015-03-30,-4.9881
2015-03-31,-20.0
2015-04-01,0.0
2015-04-02,10.0
2015-04-06,0.0
2015-04-07,6.8182
2015-04-08,-4.2553
2015-04-09,15.5556
2015-04-10,0.0
2015-04-13,-15.3846
2015-04-14,0.0
2015-04-15,59.0909
2015-04-16,-14.2857
2015-04-17,-8.3333
2015-04-20,9.0909
2015-04-21,-11.25
2015-04-22,-6.1033
2015-04-23,16.0
2015-04-24,-1.7241
2015-04-27,-8.7719
2015-04-28,-11.899000000000001
2015-04-29,10.2319
2015-04-30,-2.9703
2015-05-04,-8.1633
2015-05-05,8.8889
2015-05-06,-16.0714
2015-05-07,5.0152
2015-05-08,-6.5123
2015-05-11,23.839
2015-05-14,-20.0
2015-05-15,-5.0
2015-05-18,31.5789
2015-05-19,-30.0
2015-05-20,-5.3571
2015-05-21,-1.8868
2015-05-22,15.3846
2015-05-27,6.6667
2015-05-29,-0.3125
2015-06-01,0.3135
2015-06-02,0.0
2015-06-03,-3.75
2015-06-04,3.4091
2015-06-05,-4.5526
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,-2.3026
2015-06-15,-5.7239
2015-06-16,0.0
2015-06-17,3.9286
2015-06-18,-2.4055
2015-06-22,23.0634
2015-06-23,-27.1817
2015-06-24,6.8762
2015-06-26,0.0
2015-06-30,-11.7647
2015-07-01,0.0
2015-07-06,0.0
2015-07-07,-25.4167
2015-07-10,34.0782
2015-07-15,0.0
2015-07-17,-32.9167
2015-07-20,49.0683
2015-07-22,-33.3333
2015-07-23,5.625
2015-07-24,-0.5917
2015-07-27,-4.7619
2015-07-28,50.0
2015-07-31,-33.3333
2015-08-03,15.0
2015-08-05,0.0
2015-08-11,0.0
2015-08-13,0.0
2015-08-14,17.3913
2015-08-17,-25.9259
2015-08-18,9.0625
2015-08-19,-8.3095
2015-08-25,-19.375
2015-08-27,-18.6047
2015-09-01,0.0
2015-09-09,6.6667
2015-09-15,-22.7679
2015-09-17,-7.5145
2015-09-21,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-05,10.0
2015-10-06,0.0
2015-10-07,-10.7955
2015-10-08,1.9108
2015-10-13,30.0
2015-10-15,7.6923
2015-10-16,0.0
2015-10-20,21.4286
2015-10-23,-11.7647
2015-11-03,-6.6667
2015-11-04,-28.5714
2015-11-05,1.25
2015-11-06,0.0
2015-11-09,-1.2346
2015-11-10,25.0
2015-11-12,-20.0
2015-11-13,-30.0
2015-11-16,46.4286
2015-11-18,-85.3659
2015-11-19,-12.5
2015-11-20,0.0
2015-11-23,0.0
2015-12-07,-90.4762
2015-12-22,0.0
2015-12-31,0.0
2016-01-14,0.0
2016-02-08,700.0
2016-02-09,0.0
2016-04-04,-87.5
2016-05-05,0.0
2016-05-24,0.0
2016-10-25,0.0
2016-11-29,-20.0
2016-12-01,25.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-20,0.0
2017-02-13,700.0
2017-02-15,-87.5
2017-02-16,0.0
2017-02-22,-99.2
2017-03-01,12400.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-14,3900.0
2017-03-15,-97.5
2017-03-17,700.0
2017-03-23,0.0
2017-03-28,-81.25
2017-04-03,-46.6667
2017-04-04,87.5
2017-04-13,433.3333
2017-04-21,-87.5
2017-04-26,0.0
2017-05-04,0.0
2017-05-15,0.0
2017-05-17,0.0
2017-06-06,-20.0
2017-06-07,0.0
2017-06-28,-99.0
2017-08-18,9900.0
2017-10-03,0.0
2017-10-11,0.0
2017-10-24,0.0
2017-11-09,0.0
2017-12-05,-99.0
2017-12-19,0.0
2017-12-27,0.0
2018-01-26,9900.0
2018-01-29,0.0
2018-02-21,0.0
2018-03-13,-99.0
2018-04-03,0.0
2018-05-09,9900.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-07-10,0.0
2018-07-23,-99.0
2018-08-03,900.0
2018-08-24,900.0
2018-08-30,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-13,0.0
2018-09-28,0.0
2018-10-09,0.0
2018-11-07,0.0
2018-11-26,0.0
2018-12-19,0.0
2018-12-28,0.0
2019-01-15,0.0
2019-03-05,-99.0
2019-04-15,0.0
2019-04-17,9900.0
2019-04-18,-99.0
2019-05-14,0.0
2019-06-19,0.0
2019-07-09,0.0
2019-09-04,0.0
2019-09-05,0.0
2019-09-17,0.0
2019-11-11,9900.0
2019-11-15,0.0
2019-11-25,0.0
2019-11-27,-99.0
2019-12-02,0.0
2019-12-09,0.0
2019-12-17,9900.0
2019-12-19,-99.0
2020-01-14,0.0
2020-03-30,9900.0
2020-04-24,0.0
2020-04-27,0.0
2020-06-05,0.0
2020-07-22,0.0
2020-07-29,0.0
