ticker,WBWB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-31,0.0
2011-09-01,0.0
2011-09-19,0.0
2012-01-06,20.0
2012-02-08,-22.9167
2012-02-10,8.1081
2012-02-13,35.0
2012-02-14,0.0
2012-02-17,-26.2963
2012-02-21,0.5025
2012-02-22,-0.5
2012-02-23,-17.0854
2012-02-24,-3.0303
2012-02-28,25.0
2012-03-05,-5.0
2012-03-06,-5.2632
2012-03-07,-5.5556
2012-03-08,-5.8824
2012-03-09,-18.75
2012-03-12,0.0
2012-03-13,30.7692
2012-03-14,32.3529
2012-03-15,-24.4444
2012-03-19,0.0
2012-03-21,17.647100000000002
2012-03-23,0.0
2012-03-26,-10.0
2012-03-27,2.7778
2012-03-28,0.0
2012-03-30,0.0
2012-04-03,8.1081
2012-04-04,0.0
2012-04-09,0.0
2012-04-10,10.0
2012-04-17,-4.5455
2012-04-18,-4.7619
2012-04-25,20.0
2012-05-02,-4.1667
2012-05-03,21.7391
2012-05-04,0.0
2012-05-07,-7.1429
2012-05-08,9.6154
2012-05-09,99.9561
2012-05-10,-37.5082
2012-05-11,-55.6336
2012-05-14,-38.6076
2012-05-15,-7.2165
2012-05-16,-14.4444
2012-05-17,30.763
2012-05-18,-9.6214
2012-05-21,-21.978
2012-05-22,7.0423
2012-05-23,-5.2632
2012-05-24,-8.3333
2012-05-25,0.0
2012-05-29,-0.7576
2012-05-30,-0.7634
2012-05-31,3.0769
2012-06-01,0.0
2012-06-04,34.3284
2012-06-05,-2.7778
2012-06-06,31.6429
2012-06-07,-7.108
2012-06-08,-9.3458
2012-06-11,-6.1856
2012-06-12,-26.3736
2012-06-13,7.4627
2012-06-14,-5.5556
2012-06-15,-11.7647
2012-06-18,-7.5
2012-06-19,-24.3243
2012-06-20,4.7619
2012-06-21,36.3636
2012-06-22,-16.6667
2012-06-25,-15.75
2012-06-26,6.8248999999999995
2012-06-27,0.0
2012-06-28,-10.0
2012-06-29,-1.2346
2012-07-02,-16.25
2012-07-03,-4.4776
2012-07-05,0.0
2012-07-06,-3.125
2012-07-09,-3.2258
2012-07-10,-5.0
2012-07-11,15.7895
2012-07-12,-3.0303
2012-07-13,-9.375
2012-07-16,6.8966
2012-07-17,0.0
2012-07-18,32.2581
2012-07-19,7.3171
2012-07-20,-2.2727
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,-2.3256
2012-07-26,-4.7619
2012-07-27,-0.3125
2012-07-30,-2.1944
2012-07-31,-15.3846
2012-08-01,6.0606
