ticker,TORM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,6.6667
2000-01-06,0.0
2000-01-07,12.5
2000-01-10,30.5556
2000-01-11,-19.1489
2000-01-12,5.2632
2000-01-13,7.5
2000-01-14,-6.9767
2000-01-18,7.5
2000-01-19,-9.3023
2000-01-20,0.0
2000-01-21,2.5641
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,-10.0
2000-01-27,11.1111
2000-01-28,0.0
2000-02-01,-5.0
2000-02-02,5.2632
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,0.0
2000-02-10,-5.0
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,-5.2632
2000-02-16,-5.5556
2000-02-17,-2.9412000000000003
2000-02-18,-3.0303
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,3.125
2000-02-25,9.0909
2000-02-28,-6.9444
2000-02-29,-16.4179
2000-03-01,14.2857
2000-03-02,0.0
2000-03-06,12.5
2000-03-07,-5.5556
2000-03-08,0.0
2000-03-10,11.7647
2000-03-13,-13.1579
2000-03-14,-3.0303
2000-03-15,4.6875
2000-03-16,1.4925
2000-03-17,-11.7647
2000-03-20,13.3333
2000-03-21,-17.647100000000002
2000-03-22,-3.5714
2000-03-23,14.8148
2000-03-24,3.2258
2000-03-27,-9.375
2000-03-28,0.0
2000-03-30,0.0
2000-04-03,22.4138
2000-04-04,-1.4085
2000-04-05,-11.4286
2000-04-07,9.6774
2000-04-10,-8.8235
2000-04-11,3.2258
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,3.125
2000-04-17,3.0303
2000-04-18,0.0
2000-04-19,-11.7647
2000-04-27,20.0
2000-04-28,2.7778
2000-05-01,-10.8108
2000-05-02,6.0606
2000-05-04,0.0
2000-05-05,2.8571
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,-8.3333
2000-05-11,10.6061
2000-05-12,-6.8493
2000-05-15,-8.8235
2000-05-16,25.8065
2000-05-17,17.9487
2000-05-18,-13.0435
2000-05-19,7.5
2000-05-23,-2.3256
2000-06-01,-4.7619
2000-06-02,0.0
2000-06-07,0.0
2000-06-12,0.0
2000-06-13,-10.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-19,0.0
2000-06-20,19.4444
2000-06-21,-18.6047
2000-06-22,-8.5714
2000-07-03,4.6875
2000-07-06,-4.4776
2000-07-10,3.125
2000-07-11,3.0303
2000-07-12,0.0
2000-07-13,6.6176
2000-07-14,-4.8276
2000-07-19,-1.4493
2000-07-25,5.8824
