ticker,SQCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.0833
2000-01-04,2.0408
2000-01-10,2.0
2000-01-20,-2.9412000000000003
2000-03-02,0.0
2000-03-07,-9.0909
2000-03-27,0.0
2000-05-02,-2.2222
2000-05-03,5.1136
2000-05-04,-2.7027
2000-05-05,1.1111
2000-05-11,0.0
2000-05-22,-34.0659
2000-05-30,33.3333
2000-06-01,10.0
2000-06-15,-9.0909
2000-06-16,1.5625
2000-06-20,0.0
2000-06-26,0.9231
2000-07-21,5.9113
2000-07-26,2.6163
2000-09-06,-2.5496
2000-09-14,2.3256
2000-09-18,-2.2727
2000-09-27,0.0
2000-10-02,4.6512
2000-10-17,-4.4444
2000-10-23,0.2907
2000-10-26,2.029
2000-10-30,-0.2841
2000-11-02,0.2849
2000-11-28,-2.2727
2000-11-29,4.6512
2000-12-04,-4.1667
2000-12-26,0.9417
2000-12-27,0.2915
2001-01-08,-4.6512
2001-01-09,0.0
2001-01-23,3.6585
2001-02-13,-3.5294
2001-02-16,3.6585
2001-03-05,-3.5294
2001-03-21,0.0
2001-03-29,0.0
2001-04-03,0.0
2001-04-05,2.439
2001-04-06,-2.3810000000000002
2001-05-03,-4.878
2001-06-07,1.9231
2001-06-15,0.3145
2001-06-19,-2.1944
2001-07-16,1.8157999999999999
2001-07-27,0.8917
2001-08-03,-0.5808
2001-08-09,0.5842
2001-08-28,3.5354
2001-08-29,1.2195
2001-08-30,0.0
2001-09-07,-1.2048
2001-09-10,-0.6098
2001-09-17,-0.6135
2001-09-28,0.0
2001-11-06,3.7037
2001-11-21,-3.0952
2001-11-23,0.7371
2001-12-11,0.0
2002-01-03,2.4845
2002-01-17,0.6061
2002-01-23,1.2048
2002-02-04,-1.7856999999999998
2002-02-05,0.0
2002-02-08,0.0
2002-02-21,0.9091
2002-02-25,-0.9009
2002-02-28,0.2424
2002-03-04,-2.0556
2002-03-18,1.1111
2002-04-01,0.1967
2002-05-17,-3.0675
2002-05-22,0.5063
2002-06-18,2.0151
2002-07-11,-1.7902
2002-07-15,3.1646
2002-07-19,-3.5583
2002-07-23,0.0
2002-08-14,4.3257
2002-08-21,-4.7561
2002-08-22,-0.7682
2002-08-26,-4.5161
2002-09-20,4.7297
2002-10-01,0.078
2002-10-16,3.8961
2002-10-18,2.5
2002-11-05,-4.878
2002-11-19,0.641
2002-11-25,-0.1274
2002-12-04,0.0
2002-12-13,0.1276
2002-12-16,-0.6369
2002-12-17,0.0
2003-01-15,4.4369
