ticker,ACCD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-02,35.0
2020-07-06,1.0101
2020-07-07,0.5
2020-07-08,13.7977
2020-07-09,-0.9035
2020-07-10,2.6471
2020-07-13,-5.4728
2020-07-14,-4.3953
2020-07-15,2.7584
2020-07-16,-0.6171
2020-07-17,4.3775
2020-07-20,-2.677
2020-07-21,-1.3447
2020-07-22,-0.2169
2020-07-23,1.0245
2020-07-24,1.2293
2020-07-27,6.8306000000000004
2020-07-28,-4.3194
2020-07-29,5.4351
2020-07-30,-5.0986
2020-07-31,-3.7103
