ticker,ELAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-20,50.0
2018-09-21,-5.2778
2018-09-24,2.346
2018-09-25,-0.9169
2018-09-26,2.6605
2018-09-27,1.9437
2018-09-28,-3.5922
2018-10-01,-3.3247
2018-10-02,-0.9191
2018-10-03,2.4835
2018-10-04,-0.6715
2018-10-05,0.9406
2018-10-08,-0.961
2018-10-09,0.9115
2018-10-10,-2.3019
2018-10-11,-3.3999
2018-10-12,0.5866
2018-10-15,-0.3683
2018-10-16,0.4621
2018-10-17,0.9813
2018-10-18,-3.4314999999999998
2018-10-19,-0.5975
2018-10-22,0.8542
2018-10-23,1.7566000000000002
2018-10-24,-2.1578
2018-10-25,0.6931
2018-10-26,1.4706000000000001
2018-10-29,-4.687
2018-10-30,-0.1941
2018-10-31,-1.1994
2018-11-01,4.5931999999999995
2018-11-02,3.8269
2018-11-05,0.423
2018-11-06,1.7147999999999999
2018-11-07,1.9224999999999999
2018-11-08,-1.8572
2018-11-09,1.8923999999999999
2018-11-12,-0.8706
2018-11-13,0.9953
2018-11-14,-1.4203000000000001
2018-11-15,-2.7051
2018-11-16,2.7500999999999998
2018-11-19,-0.5882
2018-11-20,-1.9822
2018-11-21,0.0906
2018-11-23,1.3571
2018-11-26,-1.8149
2018-11-27,-0.1515
2018-11-28,1.6085
2018-11-29,0.0
2018-11-30,-0.2091
2018-12-03,1.0177
2018-12-04,-2.0148
2018-12-06,-1.4212
2018-12-07,2.9755000000000003
2018-12-10,-0.566
2018-12-11,-1.2582
2018-12-12,-0.2731
2018-12-13,-1.004
2018-12-14,-0.5224
2018-12-17,-1.8845
2018-12-18,-2.0781
2018-12-19,1.7363
2018-12-20,-0.9798
2018-12-21,-4.2451
2018-12-24,-1.2333
2018-12-26,3.7125
2018-12-27,1.4969000000000001
2018-12-28,0.4168
2018-12-31,0.6705
2019-01-02,0.8563
2019-01-03,-2.2327
2019-01-04,2.3802
2019-01-07,2.5762
2019-01-08,-0.4288
2019-01-09,0.123
2019-01-10,-2.9493
2019-01-11,1.1713
2019-01-14,-1.2516
2019-01-15,0.4753
2019-01-16,-0.473
2019-01-17,0.602
2019-01-18,-0.7244
2019-01-22,-1.7132
2019-01-23,-1.9367
2019-01-24,-0.4937
2019-01-25,1.2239
2019-01-28,-0.3268
2019-01-29,0.0
2019-01-30,-1.1148
2019-01-31,-3.2493
2019-02-01,0.9253
2019-02-04,0.6791
2019-02-05,1.9224
2019-02-06,-4.004
2019-02-07,1.6891
