ticker,LVRLF US Equity
2006-11-22,-31.8182
2006-11-28,0.0
2006-12-05,26.6667
2006-12-19,5.2632
2006-12-22,-40.0
2007-01-03,0.0
2007-01-25,25.0
2007-02-12,-20.0
2007-02-27,-16.6667
2007-03-20,0.0
2007-04-16,0.0
2007-05-22,10.0
2007-06-19,-27.2727
2007-06-21,-12.5
2007-06-27,-21.4286
2007-09-24,0.0
2007-09-26,0.0
2007-10-10,0.0
2007-11-29,-27.2727
2007-12-13,0.0
2007-12-24,0.0
2008-01-04,0.0
2008-01-08,-25.0
2008-01-30,0.0
2008-02-04,0.0
2008-02-26,0.0
2008-04-22,0.0
2008-04-25,-10.0
2008-04-30,-25.9259
2008-05-01,0.0
2008-05-02,0.0
2008-07-21,-25.0
2008-07-22,-33.3333
2008-10-06,200.0
2008-10-31,-60.0
2008-11-07,16.6667
2008-12-18,7.1429
2008-12-19,233.3333
2008-12-22,60.0
2009-06-02,-81.25
2009-12-09,-33.3333
2009-12-11,-40.0
2009-12-28,0.0
2010-06-30,66.6667
2010-08-04,100.0
2010-08-05,0.0
2010-10-04,0.0
2011-08-23,800.0
2011-08-24,-33.3333
2011-08-30,-8.3333
2011-09-08,-27.2727
2011-09-29,0.0
2011-10-06,-75.0
2011-10-19,75.0
2011-10-20,57.1429
2011-10-24,9.0909
2011-12-09,0.0
2012-03-13,0.0
2012-04-17,3.3333
2012-04-19,29.0323
2012-08-02,-6.25
2012-09-19,-20.0
2012-10-05,5.0
2012-11-09,-15.873
2012-11-20,0.0
2013-01-15,-1.8868
2013-01-29,-9.6154
2013-03-21,-8.5106
2013-04-03,4.6512
2013-04-04,233.3333
2013-05-01,13.3333
2013-05-03,-5.8824
2013-05-06,0.0
2013-05-07,-25.0
2013-05-22,20.4167
2013-06-20,28.0277
2013-06-28,-2.7027
2013-07-11,-2.7778
2013-07-17,0.0
2013-07-19,-11.4286
2013-07-25,1.2903
2013-07-26,-1.9108
2013-08-05,-5.8442
2013-08-08,-1.3793
2013-08-09,-2.0979
2013-08-12,7.1429
2013-09-03,0.0
2013-09-09,-3.3333
2013-10-08,-4.8276
2013-11-25,-2.1739
2013-12-04,0.0
2013-12-16,-7.4074
2013-12-17,-12.0
2013-12-20,-9.0909
2013-12-27,-40.0
2013-12-30,-33.3333
2014-01-03,37.5
2014-06-10,27.2727
2014-10-27,-28.5714
2014-10-30,20.0
2014-11-14,-16.6667
2014-12-03,0.0
2015-01-27,-60.0
2015-01-28,150.0
2015-01-30,-60.0
2015-02-03,-37.5
2015-02-04,-36.0
2015-02-10,-35.9375
2015-02-13,-21.9512
2015-03-11,81.25
2015-04-16,-50.0
2015-04-17,106.8966
2015-04-29,0.0
2015-05-01,0.0
2015-05-15,-6.6667
2015-06-10,-48.2143
2015-07-02,1.7241
2015-07-17,-13.5593
2015-07-21,-21.5686
2015-09-10,300.0
2015-10-12,0.0
2016-01-05,0.0
2016-03-28,40.0
2016-05-03,-64.2857
2016-05-20,100.0
2016-05-27,300.0
2016-12-13,-75.0
2016-12-20,-78.75
2016-12-23,1076.4706
2016-12-29,40.0
2017-01-10,-74.2857
2017-01-18,-11.1111
2017-02-17,25.0
2017-03-06,0.0
2017-06-21,20.0
2017-08-09,2.5
2017-08-23,-18.6992
2017-09-25,900.0
2017-09-28,-20.0
2017-10-03,37.5
2017-10-09,27.2727
2017-10-12,185.7143
2017-10-18,-80.0
2017-10-20,87.5
2017-11-01,-46.6667
2017-11-06,25.0
2017-11-07,0.0
2017-11-10,0.0
2017-11-22,140.0
2017-12-04,-33.3333
2017-12-15,62.5
2017-12-18,-3.8462
2017-12-22,0.0
2017-12-27,19.0
2017-12-28,0.8403
2017-12-29,-13.3333
2018-01-09,15.3846
2018-01-11,13.3333
2018-01-12,-5.8824
2018-01-22,18.75
2018-01-23,6.5789
2018-01-24,4.9383
2018-01-25,27.0588
2018-01-26,11.1111
2018-01-29,16.6667
2018-01-30,0.0
2018-01-31,-2.8571
2018-02-01,-5.8824
2018-02-02,-7.7969
2018-02-06,1.6777
2018-02-07,0.0
2018-02-09,-5.0
2018-02-14,5.2632
2018-02-15,-5.0
2018-02-16,1.7544
2018-02-20,13.7931
2018-02-21,50.0
2018-02-22,-29.2929
2018-02-23,24.2857
2018-02-26,-2.8736
2018-02-27,-0.8876
2018-02-28,18.209
2018-03-02,-1.0101
2018-03-05,1.0204
2018-03-06,0.0
2018-03-07,-6.0606
2018-03-08,-4.3011
2018-03-12,11.236
2018-03-13,9.0909
2018-03-14,0.9259
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.9174
2018-03-20,-9.0909
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,10.0
2018-03-27,9.0909
2018-03-28,-20.4167
2018-03-29,0.5236
2018-04-02,14.5833
2018-04-03,15.4545
2018-04-04,-3.1496
2018-04-05,-4.878
2018-04-06,0.0
2018-04-10,-18.8034
2018-04-11,25.2632
2018-04-12,-0.8403
2018-04-13,0.0
2018-04-16,-6.7797
2018-04-18,22.7273
2018-04-19,18.5185
2018-04-20,12.5
2018-04-23,-30.5556
2018-04-24,0.8
2018-04-26,57.9365
2018-04-27,-23.6181
2018-04-30,11.8421
2018-05-01,0.0
2018-05-02,1.1764999999999999
2018-05-10,0.5814
2018-05-14,6.9364
2018-05-15,-5.4054
2018-05-16,11.4286
2018-05-17,0.0
2018-05-18,7.6923
2018-05-21,0.0
2018-05-22,14.2857
2018-05-23,-8.75
2018-05-24,0.4566
2018-05-25,0.0
2018-05-29,0.0
2018-05-31,0.0
2018-06-01,-4.0909
2018-06-04,10.9005
2018-06-05,-5.9829
2018-06-07,0.0
2018-06-11,9.0909
2018-06-12,-8.3333
2018-06-13,0.0
2018-06-14,-9.0909
2018-06-18,20.0
2018-06-19,2.0833
2018-06-20,2.0408
2018-06-21,2.0
2018-06-22,0.0
2018-06-25,0.0
2018-06-27,-5.8824
2018-06-29,-10.4167
2018-07-03,19.5349
2018-07-05,-2.7237
2018-07-06,-8.0
2018-07-09,2.6087
2018-07-10,1.6949
2018-07-11,-4.1667
2018-07-12,-4.3478
2018-07-16,-6.8182
2018-07-17,-7.3171
2018-07-19,-15.7895
2018-07-20,3.125
2018-07-23,-3.0303
2018-07-25,0.0
2018-07-27,-3.125
2018-07-30,-3.2258
2018-07-31,0.0
2018-08-02,22.0
2018-08-06,-9.8361
2018-08-07,-12.1212
2018-08-08,-13.7931
2018-08-09,0.0
2018-08-15,60.0
2018-08-16,-35.0
2018-08-17,-0.7692
2018-08-20,0.7752
2018-08-21,0.0
2018-08-22,-11.538499999999999
2018-08-23,-8.6957
2018-08-24,11.4286
2018-08-27,-7.6923
2018-08-28,1.8519
2018-08-29,22.7273
2018-08-30,-22.2222
2018-08-31,9.5238
2018-09-04,-13.0435
2018-09-05,10.0
2018-09-06,0.0
2018-09-07,0.2309
2018-09-10,0.858
2018-09-11,-6.4748
2018-09-12,14.4231
2018-09-13,-16.1345
2018-09-17,20.2405
2018-09-18,0.0
2018-09-19,-11.6667
2018-09-20,13.2075
2018-09-21,-1.6667
2018-09-24,-7.6271
2018-09-25,-2.5688
2018-09-26,17.7024
2018-09-27,-4.0
2018-09-28,-4.1667
2018-10-01,-4.3478
2018-10-03,18.1818
2018-10-05,-18.4615
2018-10-09,-8.1981
2018-10-10,13.0408
2018-10-11,-9.2727
2018-10-12,8.2164
2018-10-15,0.0
2018-10-16,-2.7778
2018-10-17,14.2857
2018-10-18,-12.5
2018-10-19,9.5238
2018-10-22,-17.3913
2018-10-23,5.2632
2018-10-24,10.0
2018-10-25,14.1818
2018-10-26,-16.4013
2018-10-29,-2.8571
2018-10-31,17.647100000000002
2018-11-02,-16.6667
2018-11-05,0.0
2018-11-06,5.6
2018-11-07,-5.303
2018-11-08,10.0
2018-11-09,-9.0909
2018-11-12,2.0
2018-11-13,-1.9607999999999999
2018-11-14,-0.95
2018-11-15,-9.1368
2018-11-16,10.2778
2018-11-21,0.7557
2018-11-26,-15.0
2018-11-27,10.5882
2018-11-28,-8.5106
2018-11-29,4.6512
2018-11-30,0.0
2018-12-03,-11.1111
2018-12-04,-5.5
2018-12-06,5.8201
2018-12-07,-6.25
2018-12-10,-6.6667
2018-12-11,0.0
2018-12-14,7.1429
2018-12-18,-9.3333
2018-12-19,10.2941
2018-12-24,-17.7333
2018-12-26,10.2107
2018-12-31,9.3382
2019-01-03,0.8742
2019-01-04,0.0
2019-01-07,-6.6667
2019-01-08,10.0
2019-01-09,-9.0909
2019-01-10,7.1429
2019-01-11,-5.5067
2019-01-14,1.5945
2019-01-15,-6.4861
2019-01-16,6.3865
2019-01-17,-2.2756
2019-01-18,5.0307
2019-01-22,0.6508
2019-01-24,0.0
2019-01-25,9.4595
2019-01-28,-13.5802
2019-01-29,0.0
2019-01-30,2.8429
2019-01-31,-0.1389
2019-02-01,1.544
2019-02-04,0.0
2019-02-05,2.3562
2019-02-06,-2.2082
2019-02-07,-4.0646
2019-02-11,-12.9815
2019-02-12,10.7705
2019-02-13,0.6364
2019-02-14,0.0
2019-02-15,1.4706000000000001
2019-02-19,8.6957
2019-02-20,-0.2667
2019-02-21,-5.0802
2019-02-22,4.4507
2019-02-25,-0.2157
2019-02-26,-2.7027
2019-02-27,-5.5556
2019-03-01,5.0169
2019-03-04,-10.3786
2019-03-05,9.3594
2019-03-06,0.8573
2019-03-07,-0.8358
2019-03-08,-5.7143
2019-03-11,-1.5152
2019-03-13,7.0308
2019-03-14,-6.5689
2019-03-15,4.2923
2019-03-18,4.7352
2019-03-19,-4.2211
2019-03-20,-0.9235
2019-03-21,2.4119
2019-03-22,-8.6957
2019-03-26,-4.9063
2019-03-27,0.1686
2019-03-28,-1.6831
2019-03-29,10.0847
2019-04-01,-10.7005
2019-04-02,3.4483
2019-04-03,-1.9317
2019-04-04,-2.1906
2019-04-05,0.5873
2019-04-08,-1.5373999999999999
2019-04-09,-9.9649
2019-04-11,7.7747
2019-04-12,0.3254
2019-04-16,0.9191
2019-04-17,-10.7143
2019-04-18,16.02
2019-04-22,14.5492
2019-04-23,5.3424
2019-04-25,-7.1429
2019-04-29,-6.1538
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,9.8361
2019-05-03,4.7015
2019-05-06,-10.1924
2019-05-07,-3.1746
2019-05-08,6.5574
2019-05-09,0.0
2019-05-13,2.4
2019-05-14,-4.5448
2019-05-15,-5.5639
2019-05-16,13.9
2019-05-17,-0.9365
2019-05-20,1.1817
2019-05-21,2.1898
2019-05-22,-2.8571
2019-05-23,-4.4118
2019-05-24,6.0
2019-05-28,-5.6604
2019-05-29,-8.0
2019-05-30,-4.1806
2019-05-31,-10.9948
2019-06-03,9.0588
2019-06-04,-22.8155
2019-06-05,-7.454
2019-06-06,13.2645
2019-06-07,-6.6667
2019-06-10,11.9286
2019-06-11,4.8692
2019-06-12,-6.6918
2019-06-13,0.0
2019-06-14,-3.9348
2019-06-17,-10.6585
2019-06-18,4.6099
2019-06-19,-10.4116
2019-06-20,0.0
2019-06-21,24.3243
2019-06-24,-5.2391
2019-06-25,-1.3535
2019-06-26,4.6512
2019-06-28,8.7778
2019-07-02,-8.0695
2019-07-05,7.6222
2019-07-09,-13.7518
2019-07-10,-9.0496
2019-07-11,28.3232
2019-07-12,-16.9231
2019-07-16,-19.7531
2019-07-18,-1.5385
2019-07-19,26.5625
2019-07-22,-6.3629999999999995
2019-07-24,-18.2554
2019-07-25,5.121
2019-07-26,-13.463799999999999
2019-07-29,-0.7092
2019-07-30,3.5714
2019-07-31,3.4483
2019-08-01,5.7727
2019-08-02,-14.9119
2019-08-05,48.1481
2019-08-06,-30.0
2019-08-07,-7.1429
2019-08-08,-13.461500000000001
2019-08-09,34.4889
2019-08-13,5.7501999999999995
2019-08-14,2.9375
2019-08-15,-3.4608
2019-08-16,-5.6604
2019-08-19,6.0333
2019-08-20,0.3395
2019-08-21,-15.4082
2019-08-26,-14.8148
2019-08-27,-1.8565
2019-08-28,-6.9685
2019-08-29,0.0
2019-09-03,8.9429
2019-09-04,-4.8431
2019-09-05,7.763
2019-09-06,-10.4859
2019-09-09,11.2857
2019-09-11,-8.9003
2019-09-12,0.9864
2019-09-13,-10.6977
2019-09-16,-8.8542
2019-09-18,-2.8571
2019-09-19,3.5294
2019-09-20,-3.7386
2019-09-23,-16.1846
2019-09-24,12.6761
2019-09-25,-4.5125
2019-09-26,1.4531
2019-09-27,3.2258
2019-09-30,0.0
2019-10-01,-12.4375
2019-10-02,-0.0714
2019-10-03,5.8643
2019-10-04,32.5821
2019-10-07,-30.2799
2019-10-08,2.9196999999999997
2019-10-09,-4.9645
2019-10-10,10.2985
2019-10-11,-11.705
2019-10-15,12.567
2019-10-16,3.8121
2019-10-17,0.5246
2019-10-18,0.0652
2019-10-21,50.1956
2019-10-22,0.9158
2019-10-23,-1.0795
2019-10-24,73.913
2019-10-25,45.725
2019-10-28,-58.8266
2019-10-29,-41.6667
2019-10-30,-5.0
2019-10-31,26.8421
2019-11-01,-22.9401
2019-11-04,157.6923
2019-11-06,-33.0896
2019-11-07,-10.774000000000001
2019-11-11,-20.0
2019-11-12,37.5
2019-11-15,-13.6364
2019-11-19,10.526299999999999
2019-11-22,9.5238
2019-11-25,-13.0435
2019-11-26,9.5
2019-11-27,5.0228
2019-12-02,-13.0435
2019-12-04,-15.0
2019-12-05,8.2353
2019-12-06,8.3696
2019-12-09,-9.7292
2019-12-11,22.2222
2019-12-12,0.0
2019-12-13,-4.5455
2019-12-17,4.7619
2019-12-18,-4.5455
2019-12-19,4.7619
2019-12-20,-9.0909
2019-12-23,0.0
2019-12-24,-31.25
2019-12-26,16.3636
2019-12-27,0.0
2019-12-30,-18.75
2019-12-31,17.1077
2020-01-03,18.2344
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,-16.6667
2020-01-10,16.4667
2020-01-13,-4.2358
2020-01-14,0.7173
2020-01-15,-16.9139
2020-01-16,14.2857
2020-01-17,0.0
2020-01-21,0.0
2020-01-23,1.25
2020-01-27,-2.5926
2020-01-29,-30.2915
2020-01-30,-9.0909
2020-01-31,11.425
2020-02-03,29.6836
2020-02-04,-16.8858
2020-02-05,-7.1607
2020-02-06,3.9462
2020-02-10,-5.0906
2020-02-11,33.6364
2020-02-12,15.102
2020-02-13,-7.6832
2020-02-18,-4.5647
2020-02-19,18.3337
2020-02-20,2.0408
2020-02-21,5.5556
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,3.5789
2020-02-27,-4.7256
2020-02-28,-17.3867
2020-03-02,-9.6191
2020-03-03,0.0
2020-03-04,21.4286
2020-03-05,-5.4706
2020-03-06,-3.715
2020-03-09,-9.5198
2020-03-10,32.5714
2020-03-11,-19.181
2020-03-12,-10.8
2020-03-13,16.8161
2020-03-16,-17.6264
2020-03-17,12.6214
2020-03-18,3.3793
2020-03-20,-19.9466
2020-03-24,0.0
2020-03-25,-5.8333
2020-03-26,50.4425
2020-03-30,-11.7647
2020-03-31,0.0
2020-04-01,10.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,-9.0909
2020-04-08,3.4
2020-04-09,28.9491
2020-04-13,20.0
2020-04-14,1.4583
2020-04-15,2.6694
2020-04-16,14.792
2020-04-17,-19.855
2020-04-20,26.087
2020-04-21,-3.4483
2020-04-22,21.4286
2020-04-23,-0.0294
2020-04-24,-15.4163
2020-04-27,18.2609
2020-04-28,-8.7647
2020-04-29,8.0593
2020-04-30,-10.5012
2020-05-01,13.3333
2020-05-04,-11.7647
2020-05-06,3.3333
2020-05-08,-1.6129
2020-05-11,8.1967
2020-05-13,-4.5455
2020-05-14,-1.5873
2020-05-15,-3.2258
2020-05-18,13.3333
2020-05-19,-17.647100000000002
2020-05-20,7.1429
2020-05-21,0.0
2020-05-27,-4.9667
2020-05-29,-5.9628
2020-06-01,-6.7512
2020-06-02,8.0
2020-06-03,13.407399999999999
2020-06-04,-18.354
2020-06-05,12.0
2020-06-08,-7.0
2020-06-09,-15.5146
2020-06-10,5.6364
2020-06-11,7.4871
2020-06-12,-15.9608
2020-06-15,13.1329
2020-06-16,-6.0211
2020-06-17,6.586
2020-06-18,-1.9756
2020-06-19,2.2727
2020-06-22,-2.0126
2020-06-23,2.8241
2020-06-24,3.3708
2020-06-25,-1.7713
2020-06-26,-0.3689
2020-06-29,1.6042999999999998
2020-06-30,-3.3077
2020-07-01,25.6124
2020-07-02,-17.1333
2020-07-06,-3.6605
2020-07-07,16.9102
2020-07-08,5.1429
2020-07-09,-0.6114
2020-07-10,1.2303
2020-07-13,-2.0932
2020-07-14,3.1034
2020-07-15,4.5485
2020-07-16,-8.8292
2020-07-17,5.2632
2020-07-20,-4.2
2020-07-21,9.2554
2020-07-22,-3.8853999999999997
2020-07-23,7.1405
2020-07-24,2.0566
2020-07-27,-7.7424
2020-07-28,-5.6167
2020-07-29,9.7616
2020-07-31,-4.5973
