ticker,OPTN US Equity
2018-03-07,1.6787999999999998
2018-03-08,-4.1827
2018-03-09,1.6082999999999998
2018-03-12,-1.8655
2018-03-13,-1.4401
2018-03-14,7.0719
2018-03-15,-1.2555
2018-03-16,10.2266
2018-03-19,0.1003
2018-03-20,-7.2645
2018-03-21,6.7531
2018-03-22,-1.3158
2018-03-23,2.5641
2018-03-26,3.75
2018-03-27,-1.7349
2018-03-28,-0.8337
2018-03-29,-0.9891
2018-04-02,-3.6963
2018-04-03,1.3485
2018-04-04,-2.7636
2018-04-05,-1.3158
2018-04-06,2.9333
2018-04-09,-0.9845
2018-04-10,3.82
2018-04-11,-0.504
2018-04-12,-0.5066
2018-04-13,-0.3564
2018-04-16,0.7665
2018-04-17,3.4483
2018-04-18,-4.0196
2018-04-19,2.7579000000000002
2018-04-20,0.0994
2018-04-23,0.0993
2018-04-24,0.4464
2018-04-25,1.1358
2018-04-26,3.125
2018-04-27,-0.5682
2018-04-30,1.9048
2018-05-01,-1.1682
2018-05-02,0.5201
2018-05-03,-1.0348
2018-05-04,2.3764
2018-05-07,-0.6035
2018-05-08,3.2228
2018-05-09,-0.4072
2018-05-10,0.8632
2018-05-11,2.2072
2018-05-14,10.1807
2018-05-15,2.96
2018-05-16,-4.5066
2018-05-17,-2.2782999999999998
2018-05-18,0.1665
2018-05-21,0.5819
2018-05-22,0.0
2018-05-23,-0.8678
2018-05-24,0.2501
2018-05-25,-1.0395
2018-05-29,-1.7647
2018-05-30,1.2404
2018-05-31,-2.5349
2018-06-01,-2.9042
2018-06-04,1.4732
2018-06-05,0.132
2018-06-06,1.6257000000000001
2018-06-07,-2.7237
2018-06-08,0.8889
2018-06-11,-0.6608
2018-06-12,-0.4435
2018-06-13,0.0445
2018-06-14,0.6233
2018-06-15,5.4867
2018-06-18,-0.2097
2018-06-19,2.8583
2018-06-20,3.5554
2018-06-21,-1.3023
2018-06-22,6.6373
2018-06-25,-2.8871
2018-06-26,3.2819
2018-06-27,-0.486
2018-06-28,6.9121
2018-06-29,-1.6865999999999999
2018-07-02,0.7148
2018-07-03,-0.1065
2018-07-05,0.9236
2018-07-06,-0.4576
2018-07-09,5.2334
2018-07-10,-2.2849
2018-07-11,0.8941
2018-07-12,-5.0784
2018-07-13,-1.4722
2018-07-16,-1.9679
2018-07-17,-1.0409
2018-07-18,1.2397
2018-07-19,-1.9295
2018-07-20,-8.8536
2018-07-23,-0.4981
2018-07-24,-7.1339
2018-07-25,-1.8418999999999999
2018-07-26,2.3799
2018-07-27,-4.2915
2018-07-30,-4.2504
2018-07-31,-0.7317
2018-08-01,2.5061
2018-08-02,1.9175
2018-08-03,0.5644
2018-08-06,1.3564
2018-08-07,1.1537
2018-08-08,-3.8777
2018-08-09,-0.2848
2018-08-10,-0.1428
2018-08-13,-7.0543
2018-08-14,-28.9744
2018-08-15,-2.8159
2018-08-16,5.3492
2018-08-17,-2.6798
2018-08-20,6.3043
2018-08-21,2.863
2018-08-22,1.1266
2018-08-23,0.6553
2018-08-24,-1.0417
2018-08-27,1.4474
2018-08-28,-0.7782
2018-08-29,-3.7255000000000003
2018-08-30,2.1724
2018-08-31,-1.196
2018-09-04,-0.2017
2018-09-05,-0.3369
2018-09-06,-3.6511
2018-09-07,2.5263
2018-09-10,-0.4107
2018-09-11,-1.512
2018-09-12,-3.4892
2018-09-13,-1.88
2018-09-14,-0.5895
2018-09-17,0.2965
2018-09-18,0.8869
2018-09-19,0.0733
2018-09-20,0.2196
2018-09-21,-0.8766
2018-09-24,1.7686
2018-09-25,-6.2998
2018-09-26,0.9274
2018-09-27,-2.9862
2018-09-28,-1.8942
2018-10-01,-6.1142
2018-10-02,-4.6272
2018-10-03,3.6837
2018-10-04,-5.4159
2018-10-05,0.7787
2018-10-08,-3.1818
2018-10-09,0.8451
2018-10-10,-2.8864
2018-10-11,-4.1227
2018-10-12,9.9
2018-10-15,-0.091
2018-10-16,0.6375
2018-10-17,6.6968
2018-10-18,-3.1383
2018-10-19,-0.2627
2018-10-22,-4.8288
2018-10-23,1.6604999999999999
2018-10-24,2.1779
2018-10-25,1.0657
2018-10-26,-1.6696
2018-10-29,-1.5192
2018-10-30,-4.7187
2018-10-31,0.7619
2018-11-01,3.0246
2018-11-02,1.5596
2018-11-05,1.8067
2018-11-06,5.7675
2018-11-07,-7.2148
2018-11-08,0.0904
2018-11-09,-1.8067
2018-11-12,-4.6918
2018-11-13,8.8803
2018-11-14,-8.7766
2018-11-15,0.1944
2018-11-16,0.097
2018-11-19,-3.9729
2018-11-20,-5.5499
2018-11-21,0.5342
2018-11-23,-3.2944
2018-11-26,-5.4945
2018-11-27,-0.4651
2018-11-28,1.0514000000000001
2018-11-29,0.3468
2018-11-30,-9.3318
2018-12-03,-3.4307
2018-12-04,-2.1053
2018-12-06,6.0484
2018-12-07,2.4081
2018-12-10,-0.8663
2018-12-11,-2.8714
2018-12-12,-8.4833
2018-12-13,8.9888
2018-12-14,6.3144
2018-12-17,-8.6061
2018-12-18,-10.4775
2018-12-19,-8.7407
2018-12-20,-5.1948
2018-12-21,2.911
2018-12-24,9.817
2018-12-26,-0.4545
2018-12-27,5.4795
2018-12-28,-0.1443
2018-12-31,-10.4046
2019-01-02,10.1613
2019-01-03,-1.3176999999999999
2019-01-04,4.5994
2019-01-07,6.383
2019-01-08,-4.2667
2019-01-09,5.4318
2019-01-10,-6.2087
2019-01-11,2.2535
2019-01-14,-3.168
2019-01-15,0.1422
2019-01-16,5.1136
2019-01-17,-1.6216
2019-01-18,-1.5110000000000001
2019-01-22,-8.3682
2019-01-23,-1.9787
2019-01-24,-2.3292
2019-01-25,-2.0668
2019-01-28,0.6494
2019-01-29,0.0
2019-01-30,-1.6129
2019-01-31,5.5738
2019-02-01,2.4845
2019-02-04,6.3636
2019-02-05,3.5613
2019-02-06,-3.3012
2019-02-07,4.4097
2019-02-08,-2.5886
2019-02-11,2.0979
2019-02-12,-2.4657999999999998
2019-02-13,0.4213
2019-02-14,0.0
2019-02-15,3.4965
2019-02-19,-1.3514
2019-02-20,-1.3699
2019-02-21,0.9722
2019-02-22,0.5502
2019-02-25,2.5991999999999997
2019-02-26,2.9333
2019-02-27,2.4611
2019-02-28,-6.1947
2019-03-01,7.1429
2019-03-04,0.6289
2019-03-05,7.4375
2019-03-06,-5.7592
2019-03-07,4.9383
2019-03-08,0.9412
2019-03-11,1.8648
2019-03-12,-1.373
2019-03-13,1.3921000000000001
2019-03-14,0.4577
2019-03-15,3.6446
2019-03-18,0.2198
2019-03-19,3.0702
2019-03-20,0.1064
2019-03-21,0.6376
2019-03-22,-2.9567
2019-03-25,3.8085
2019-03-26,3.4591
2019-03-27,1.6211
2019-03-28,-2.0937
2019-03-29,4.888
2019-04-01,3.8834999999999997
2019-04-02,2.0561
2019-04-03,-5.4029
2019-04-04,-3.7754
2019-04-05,2.4145
2019-04-08,-2.2593
2019-04-09,-6.9347
2019-04-10,5.2916
2019-04-11,0.1026
2019-04-12,3.791
2019-04-15,0.0987
2019-04-16,-0.1972
2019-04-17,0.7905
2019-04-18,-3.0392
2019-04-22,0.7078
2019-04-23,1.7067999999999999
2019-04-24,-1.8756
2019-04-25,-4.829
2019-04-26,3.9112
2019-04-29,1.8311
2019-04-30,-0.4995
2019-05-01,-0.8032
2019-05-02,1.1134
2019-05-03,4.5045
2019-05-06,4.7893
2019-05-07,-5.7587
2019-05-08,4.6556999999999995
2019-05-09,-14.2725
2019-05-10,3.5676
2019-05-13,0.1044
2019-05-14,-1.2513
2019-05-15,1.4784
2019-05-16,-0.5203
2019-05-17,-4.0795
2019-05-20,-3.7077
2019-05-21,-1.4723
2019-05-22,-0.2299
2019-05-23,-5.8756
2019-05-24,-2.0808
2019-05-28,0.875
2019-05-29,0.7435
2019-05-30,-1.353
2019-05-31,-5.3616
2019-06-03,1.581
2019-06-04,-4.2802
2019-06-05,-3.1165
2019-06-06,-7.6923
2019-06-07,-3.0303
2019-06-10,2.9687
2019-06-11,-1.3657
2019-06-12,2.4615
2019-06-13,4.5045
2019-06-14,-0.8621
2019-06-17,-4.3478
2019-06-18,4.5455
2019-06-19,5.2174
2019-06-20,8.5399
2019-06-21,-0.5076
2019-06-24,-7.9082
2019-06-25,-1.2465
2019-06-26,-4.4881
2019-06-27,-6.0206
2019-06-28,10.625
2019-07-01,0.4237
2019-07-02,-4.782
2019-07-03,-0.4431
2019-07-05,0.8902
2019-07-08,-0.7353
2019-07-09,10.2222
2019-07-10,-0.5376
2019-07-11,0.6757
2019-07-12,7.3826
2019-07-15,-8.0
2019-07-16,-4.3478
2019-07-17,0.7102
2019-07-18,-10.0141
2019-07-19,-5.0157
2019-07-22,-3.7954
2019-07-23,0.3431
2019-07-24,7.6923
2019-07-25,-6.8254
2019-07-26,2.0443
2019-07-29,-5.0083
2019-07-30,5.7996
2019-07-31,-10.7973
2019-08-01,1.8622
2019-08-02,-8.4095
2019-08-05,-5.1896
2019-08-06,4.4211
2019-08-07,1.4113
2019-08-08,6.3618
2019-08-09,-3.1776
2019-08-12,8.3012
2019-08-13,11.586500000000001
2019-08-14,-5.7508
2019-08-15,2.0339
2019-08-16,5.4817
2019-08-19,2.2047
2019-08-20,-2.3112
2019-08-21,2.3659
2019-08-22,-2.6193999999999997
2019-08-23,-3.9557
2019-08-26,7.4135
2019-08-27,-3.5276
2019-08-28,0.0
2019-08-29,8.903
2019-08-30,11.8248
2019-09-03,-0.2611
2019-09-04,-2.2251
2019-09-05,-2.4096
2019-09-06,-4.1152
2019-09-09,-2.289
2019-09-10,3.0747
2019-09-11,-4.5455
2019-09-12,0.0
2019-09-13,6.8452
2019-09-16,8.6351
2019-09-17,7.4359
2019-09-18,-3.4606
2019-09-19,-3.9555
2019-09-20,1.8018
2019-09-23,0.7585
2019-09-24,-1.5056
2019-09-25,-0.6369
2019-09-26,-2.6282
2019-09-27,-4.0158
2019-09-30,-3.9781
2019-10-01,-3.5714
2019-10-02,-4.0
2019-10-03,0.463
2019-10-04,-2.4577999999999998
2019-10-07,-1.2598
2019-10-08,1.9139
2019-10-09,1.0955
2019-10-10,-0.774
2019-10-11,6.5523
2019-10-14,-0.2928
2019-10-15,3.8179
2019-10-16,3.1117
2019-10-17,0.0
2019-10-18,2.332
2019-10-21,3.8874
2019-10-22,1.9355
2019-10-23,-1.1392
2019-10-24,-2.6889
2019-10-25,1.4474
2019-10-28,-3.5019
2019-10-29,-0.1344
2019-10-30,5.3836
2019-10-31,-0.1277
2019-11-01,8.9514
2019-11-04,12.2066
2019-11-05,1.8828
2019-11-06,-1.7454
2019-11-07,5.8516
2019-11-08,-1.3820000000000001
2019-11-11,-1.4014
2019-11-12,-6.0914
2019-11-13,4.4324
2019-11-14,2.795
2019-11-15,4.8338
2019-11-18,-2.5937
2019-11-19,4.4379
2019-11-20,7.7432
2019-11-21,-17.6161
2019-11-22,0.266
2019-11-25,3.2361
2019-11-26,-2.9805
2019-11-27,0.0
2019-11-29,-1.0593
2019-12-02,0.4283
2019-12-03,-4.1578
2019-12-04,-0.8899
2019-12-05,-7.6319
2019-12-06,2.9162
2019-12-09,2.0071
2019-12-10,8.2755
2019-12-11,1.2293
2019-12-12,-0.2112
2019-12-13,-1.164
2019-12-16,0.3212
2019-12-17,-5.016
2019-12-18,-1.0112
2019-12-19,0.1135
2019-12-20,9.8639
2019-12-23,1.548
2019-12-24,-0.2033
2019-12-26,1.222
2019-12-27,-0.503
2019-12-30,-2.6795
2019-12-31,-4.2078
2020-01-02,-8.1345
2020-01-03,-3.66
2020-01-06,-1.7770000000000001
2020-01-07,-2.4329
2020-01-08,3.7084
2020-01-09,-0.1233
2020-01-10,0.1235
2020-01-13,-0.2466
2020-01-14,6.0569
2020-01-15,7.2261
2020-01-16,-4.1304
2020-01-17,-2.8345000000000002
2020-01-21,7.1179
2020-01-22,-1.8519
2020-01-23,-0.8879
2020-01-24,-0.112
2020-01-27,-3.6996
2020-01-28,2.2119
2020-01-29,-3.6446
2020-01-30,-2.7187
2020-01-31,-4.8603
2020-02-03,4.2146
2020-02-04,-5.3922
2020-02-05,-5.5699
2020-02-06,-0.4115
2020-02-07,-3.5813
2020-02-10,0.7143
2020-02-11,4.9645
2020-02-12,-0.4054
2020-02-13,-4.6133
2020-02-14,-2.4182
2020-02-18,8.0175
2020-02-19,2.4291
2020-02-20,3.9526
2020-02-21,-5.4499
2020-02-24,-7.1046
2020-02-25,-2.886
2020-02-26,-4.4577
2020-02-27,0.311
2020-02-28,-6.2016
2020-03-02,2.4793
2020-03-03,-2.5806
2020-03-04,2.1523
2020-03-05,-8.1037
2020-03-06,-4.5855
2020-03-09,-5.7301
2020-03-10,4.3137
2020-03-11,-4.8872
2020-03-12,-8.1028
2020-03-13,5.1613
2020-03-16,-20.2454
2020-03-17,8.461500000000001
2020-03-18,-15.3664
2020-03-19,15.6425
2020-03-20,-11.3527
2020-03-23,-4.9046
2020-03-24,10.6017
2020-03-25,1.5544
2020-03-26,6.1224
2020-03-27,-3.8462
2020-03-30,7.25
2020-03-31,4.662
2020-04-01,-2.4499
2020-04-02,-4.3379
2020-04-03,-14.5585
2020-04-06,8.6592
2020-04-07,2.0566
2020-04-08,-5.5416
2020-04-09,7.7333
2020-04-13,-3.7129
2020-04-14,3.3419
2020-04-15,-4.4776
2020-04-16,-1.5625
2020-04-17,3.9683
2020-04-20,1.7812000000000001
2020-04-21,-7.25
2020-04-22,3.7736
2020-04-23,3.8961
2020-04-24,0.0
2020-04-27,6.25
2020-04-28,-5.8824
2020-04-29,4.5
2020-04-30,-3.3493
2020-05-01,3.4653
2020-05-04,-3.3493
2020-05-05,2.599
2020-05-06,4.4632
2020-05-07,1.6166
2020-05-08,-4.0909
2020-05-11,0.7109
2020-05-12,-0.4706
2020-05-13,-2.8369
2020-05-14,-5.1095
2020-05-15,0.1282
2020-05-18,7.5544
2020-05-19,1.1905000000000001
2020-05-20,2.5882
2020-05-21,-0.2294
2020-05-22,5.5172
2020-05-26,4.793
2020-05-27,-5.8212
2020-05-28,2.649
2020-05-29,-7.0968
2020-06-01,7.6389
2020-06-02,6.4516
2020-06-03,2.2222
2020-06-04,4.5455
2020-06-05,1.3233
2020-06-08,2.0522
2020-06-09,7.6782
2020-06-10,-4.0747
2020-06-11,-4.7788
2020-06-12,1.487
2020-06-15,6.4103
2020-06-16,1.2048
2020-06-17,-0.5102
2020-06-18,1.7094
2020-06-19,5.3782
2020-06-22,3.6683
2020-06-23,3.3846
2020-06-24,-2.3810000000000002
2020-06-25,5.6402
2020-06-26,-8.0808
2020-06-29,0.7849
2020-06-30,15.8879
2020-07-01,-4.6371
2020-07-02,-9.0909
2020-07-06,-14.2636
2020-07-07,-17.9024
2020-07-08,-6.3877
2020-07-09,-0.2353
2020-07-10,-2.8302
2020-07-13,2.6699
2020-07-14,12.0567
2020-07-15,-2.9536
2020-07-16,5.0
2020-07-17,12.0083
2020-07-20,-0.5545
2020-07-21,3.9032999999999998
2020-07-22,-6.4401
2020-07-23,0.3824
2020-07-24,-6.4762
2020-07-27,3.2587
2020-07-28,-2.7613
2020-07-29,6.0852
2020-07-30,-2.2945
2020-07-31,-0.2935
