ticker,CVEO US Equity
2014-10-09,-3.9185
2014-10-10,1.6313
2014-10-13,0.0
2014-10-14,-2.3274
2014-10-15,4.4371
2014-10-16,-2.439
2014-10-17,-2.0968
2014-10-20,-0.659
2014-10-21,2.4046
2014-10-22,1.2146
2014-10-23,2.08
2014-10-24,-3.2132
2014-10-27,-1.5385
2014-10-28,2.7138
2014-10-29,-3.4428
2014-10-30,1.1609
2014-10-31,-0.082
2014-11-03,-4.0197
2014-11-04,-5.7265
2014-11-05,5.1677
2014-11-06,-5.3448
2014-11-07,0.0911
2014-11-10,-1.6379000000000001
2014-11-11,1.3876
2014-11-12,0.9124
2014-11-13,-3.8879
2014-11-14,1.3333
2014-11-17,-1.5977000000000001
2014-11-18,-2.1968
2014-11-19,-2.3438
2014-11-20,3.9
2014-11-21,0.0962
2014-11-24,3.3654
2014-11-25,-0.2791
2014-11-26,-0.4664
2014-11-28,-11.7151
2014-12-01,-5.6263
2014-12-02,2.3622
2014-12-03,-1.2088
2014-12-04,0.0
2014-12-05,-0.4449
2014-12-08,-4.9162
2014-12-09,5.6404
2014-12-10,-13.1257
2014-12-11,1.9205999999999999
2014-12-12,-1.8843999999999999
2014-12-15,-5.7618
2014-12-16,-5.163
2014-12-17,11.1748
2014-12-18,1.8041
2014-12-19,8.3544
2014-12-22,-3.3879
2014-12-23,3.6276
2014-12-24,-6.5344
2014-12-26,0.6242
2014-12-29,2.6055
2014-12-30,-52.5998
2014-12-31,4.8469
2015-01-02,-5.8394
2015-01-05,-11.3695
2015-01-06,-9.3294
2015-01-07,-0.3215
2015-01-08,1.6129
2015-01-09,3.4920999999999998
2015-01-12,0.6135
2015-01-13,1.5244
2015-01-14,4.2042
2015-01-15,-3.17
2015-01-16,-2.3810000000000002
2015-01-20,0.9146
2015-01-21,-5.136
2015-01-22,0.9554
2015-01-23,-0.6309
2015-01-26,-0.6349
2015-01-27,0.0
2015-01-28,-3.1949
2015-01-29,-9.2409
2015-01-30,6.5455
2015-02-02,-2.7304
2015-02-03,14.7368
2015-02-04,-7.9511
2015-02-05,5.3156
2015-02-06,4.7318999999999996
2015-02-09,11.747
2015-02-10,-3.7736
2015-02-11,1.1204
2015-02-12,3.0471
2015-02-13,4.0323
2015-02-17,2.3256
2015-02-18,2.2727
2015-02-19,-4.9383
2015-02-20,-3.8961
2015-02-23,-0.2703
2015-02-24,2.439
2015-02-25,0.0
2015-02-26,-0.5291
2015-02-27,4.7872
2015-03-02,-3.2995
2015-03-03,-1.0499
2015-03-04,-1.8568
2015-03-05,-0.5405
2015-03-06,-1.087
2015-03-09,-5.7692
2015-03-10,-1.7492999999999999
2015-03-11,1.7804
2015-03-12,2.6239
2015-03-13,-17.0455
2015-03-16,-6.5068
2015-03-17,-7.326
2015-03-18,-1.1858
2015-03-19,-3.6
2015-03-20,0.0
2015-03-23,7.4689
2015-03-24,1.5444
2015-03-25,0.0
2015-03-26,-1.5209000000000001
2015-03-27,-1.1583
2015-03-30,-1.1719
2015-03-31,0.3953
2015-04-01,8.6614
2015-04-02,5.7971
2015-04-06,6.8493
2015-04-07,3.2051
2015-04-08,2.1739
2015-04-09,2.4316
2015-04-10,3.2641
2015-04-13,0.8621
2015-04-14,3.1339
2015-04-15,10.4972
2015-04-16,-3.5
2015-04-17,-6.7358
2015-04-20,-1.1111
2015-04-21,-4.7753
2015-04-22,-2.6549
2015-04-23,5.7576
2015-04-24,-1.7191999999999998
2015-04-27,1.1662
2015-04-28,10.0865
2015-04-29,2.8796
2015-04-30,18.8295
2015-05-01,-3.6403
2015-05-04,3.1111
2015-05-05,3.4483
2015-05-06,-2.5
2015-05-07,-5.3419
2015-05-08,2.7088
2015-05-11,1.3187
2015-05-12,-1.9523000000000001
2015-05-13,0.0
2015-05-14,-1.3274
2015-05-15,-2.4664
2015-05-18,0.4598
2015-05-19,-9.1533
2015-05-20,0.0
2015-05-21,1.7631999999999999
2015-05-22,-0.2475
2015-05-26,-0.9926
2015-05-27,-1.0025
2015-05-28,-2.7848
2015-05-29,4.1667
2015-06-01,-6.0
2015-06-02,2.6596
2015-06-03,-2.3316
2015-06-04,-1.3263
2015-06-05,1.3441
2015-06-08,-5.5703
2015-06-09,-3.3708
2015-06-10,4.9419
2015-06-11,-3.6010999999999997
2015-06-12,-2.0115
2015-06-15,2.9326
2015-06-16,-3.1339
2015-06-17,0.0
2015-06-18,1.4706000000000001
2015-06-19,1.7391
2015-06-22,-0.8547
2015-06-23,-0.5747
2015-06-24,-2.3121
2015-06-25,-6.8047
2015-06-26,2.8571
2015-06-29,-6.1728
2015-06-30,0.9868
2015-07-01,-6.8404
2015-07-02,2.7972
2015-07-06,-4.7619
2015-07-07,3.5714
2015-07-08,3.4483
2015-07-09,0.6667
2015-07-10,-4.9669
2015-07-13,0.0
2015-07-14,0.6969
2015-07-15,-5.1903
2015-07-16,1.0949
2015-07-17,-3.9711
2015-07-20,-9.7744
2015-07-21,-0.4167
2015-07-22,-9.205
2015-07-23,3.6866
2015-07-24,-10.2222
2015-07-27,-7.4257
2015-07-28,-11.2299
2015-07-29,12.0482
2015-07-30,-1.6129
2015-07-31,16.9399
2015-08-03,-13.5514
2015-08-04,3.7838000000000003
2015-08-05,1.0417
2015-08-06,3.0928
2015-08-07,-5.0
2015-08-10,1.5789
2015-08-11,-6.2176
2015-08-12,-4.9724
2015-08-13,-4.0698
2015-08-14,-4.2424
2015-08-17,-8.2278
2015-08-18,-0.6897
2015-08-19,-10.4167
2015-08-20,-1.5504
2015-08-21,0.7874
2015-08-24,-4.6875
2015-08-25,2.459
2015-08-26,17.6
2015-08-27,5.4422
2015-08-28,15.4839
2015-08-31,8.9385
2015-09-01,-4.6154
2015-09-02,7.5269
2015-09-03,5.0
2015-09-04,-2.8571
2015-09-08,-8.8235
2015-09-09,-7.5269
2015-09-10,9.8837
2015-09-11,-7.9365
2015-09-14,2.2989
2015-09-15,1.1236
2015-09-16,7.7778
2015-09-17,-4.6392
2015-09-18,-2.1622
2015-09-21,-1.105
2015-09-22,-0.5587
2015-09-23,-6.1798
2015-09-24,1.7964
2015-09-25,4.1176
2015-09-28,-9.6045
2015-09-29,-5.0
2015-09-30,-2.6316
2015-10-01,-4.7297
2015-10-02,19.8582
2015-10-05,8.284
2015-10-06,6.5574
2015-10-07,1.0256
2015-10-08,2.0305
2015-10-09,7.4627
2015-10-12,-7.8704
2015-10-13,5.0251
2015-10-14,-7.177
2015-10-15,6.701
2015-10-16,-1.9324
2015-10-19,-3.9409
2015-10-20,5.641
2015-10-21,-3.8834999999999997
2015-10-22,2.0202
2015-10-23,1.9802
2015-10-26,-5.3398
2015-10-27,-7.6923
2015-10-28,6.6667
2015-10-29,-5.2083
2015-10-30,2.1978
2015-11-02,5.3763
2015-11-03,10.7143
2015-11-04,1.3825
2015-11-05,-3.1818
2015-11-06,0.939
2015-11-09,-2.7907
2015-11-10,-1.4354
2015-11-11,-3.8834999999999997
2015-11-12,-1.5152
2015-11-13,-0.5128
2015-11-16,5.1546
2015-11-17,-2.9412000000000003
2015-11-18,3.5354
2015-11-19,-3.4146
2015-11-20,-1.5152
2015-11-23,1.0256
2015-11-24,0.5076
2015-11-25,0.0
2015-11-27,1.0101
2015-11-30,-3.0
2015-12-01,1.0309
2015-12-02,-2.551
2015-12-03,-2.0942
2015-12-04,-9.0909
2015-12-07,-15.8824
2015-12-08,4.8951
2015-12-09,-5.3333
2015-12-10,8.4507
2015-12-11,-3.8961
2015-12-14,-11.4865
2015-12-15,6.8702
2015-12-16,-3.5714
2015-12-17,2.963
2015-12-18,5.036
2015-12-21,-2.7397
2015-12-22,4.9296
2015-12-23,6.0403
2015-12-24,5.6962
2015-12-28,-4.1916
2015-12-29,1.25
2015-12-30,-4.9383
2015-12-31,-7.7922
2016-01-04,3.5211
2016-01-05,-0.6803
2016-01-06,-7.5342
2016-01-07,-6.6667
2016-01-08,-2.3810000000000002
2016-01-11,-7.3171
2016-01-12,-5.2632
2016-01-13,-7.4074
2016-01-14,8.0
2016-01-15,-4.6296
2016-01-19,-8.6286
2016-01-20,-8.6399
2016-01-21,8.8973
2016-01-22,1.6621000000000001
2016-01-25,-8.9035
2016-01-26,4.3679
2016-01-27,-1.1464
2016-01-28,19.6032
2016-01-29,0.9346
2016-02-01,3.7037
2016-02-02,-1.7856999999999998
2016-02-03,5.4545
2016-02-04,2.5862
2016-02-05,-7.563
2016-02-08,-9.983
2016-02-09,-10.8123
2016-02-10,-9.4126
2016-02-11,2.3359
2016-02-12,5.3974
2016-02-16,2.7016999999999998
2016-02-17,5.6915
2016-02-18,-6.0056
2016-02-19,-2.3144
2016-02-22,3.452
2016-02-23,1.5525
2016-02-24,-0.3874
2016-02-25,7.7778
2016-02-26,-2.7126
2016-02-29,-5.6759
2016-03-01,1.1094
2016-03-02,3.4861
2016-03-03,8.4418
2016-03-04,22.7723
2016-03-07,14.5161
2016-03-08,-14.7887
2016-03-09,10.7438
2016-03-10,-6.7164
2016-03-11,1.6
2016-03-14,-2.3622
2016-03-15,-3.2258
2016-03-16,4.1667
2016-03-17,8.8
2016-03-18,14.7059
2016-03-21,-1.2821
2016-03-22,-5.8442
2016-03-23,-9.6552
2016-03-24,-1.5267
2016-03-28,-2.3256
2016-03-29,3.1746
2016-03-30,2.3077
2016-03-31,-7.5188
2016-04-01,0.0
2016-04-04,-5.6911000000000005
2016-04-05,-7.7586
2016-04-06,5.6075
2016-04-07,-7.0796
2016-04-08,6.6667
2016-04-11,2.6786
2016-04-12,10.4348
2016-04-13,-5.5118
2016-04-14,0.8333
2016-04-15,-2.4793
2016-04-18,3.3898
2016-04-19,6.5574
2016-04-20,0.7692
2016-04-21,-0.7634
2016-04-22,3.8462
2016-04-25,-5.9259
2016-04-26,7.0866
2016-04-27,5.8824
2016-04-28,4.8611
2016-04-29,0.6623
2016-05-02,-4.6053
2016-05-03,-2.069
2016-05-04,2.8169
2016-05-05,24.6575
2016-05-06,2.7473
2016-05-09,-1.0695000000000001
2016-05-10,3.2432
2016-05-11,-0.5236
2016-05-12,-1.5789
2016-05-13,0.5348
2016-05-16,2.6596
2016-05-17,7.772
2016-05-18,-6.25
2016-05-19,-3.5897
2016-05-20,2.1277
2016-05-23,-1.5625
2016-05-24,4.2328
2016-05-25,4.0609
2016-05-26,-1.9512
2016-05-27,-0.4975
2016-05-31,0.5
2016-06-01,0.0
2016-06-02,-0.995
2016-06-03,0.0
2016-06-06,6.5327
2016-06-07,5.6604
2016-06-08,4.4643
2016-06-09,-3.4188
2016-06-10,-7.0796
2016-06-13,2.3810000000000002
2016-06-14,-3.2558
2016-06-15,-1.9231
2016-06-16,-7.3529
2016-06-17,2.1164
2016-06-20,-0.5181
2016-06-21,-0.5208
2016-06-22,-1.5707
2016-06-23,2.6596
2016-06-24,-6.7358
2016-06-27,-5.0
2016-06-28,3.5088
2016-06-29,1.1299
2016-06-30,0.5587
2016-07-01,6.1111
2016-07-05,-4.712
2016-07-06,0.5495
2016-07-07,-2.1858
2016-07-08,5.0279
2016-07-11,-3.7234
2016-07-12,3.8674
2016-07-13,-5.8511
2016-07-14,2.8249
2016-07-15,-6.044
2016-07-18,-0.5848
2016-07-19,-5.2941
2016-07-20,0.0
2016-07-21,-3.7267
2016-07-22,-4.5161
2016-07-25,-6.0811
2016-07-26,-1.4388
2016-07-27,-0.7299
2016-07-28,0.7353
2016-07-29,0.0
2016-08-01,-5.8394
2016-08-02,6.2016
2016-08-03,0.7299
2016-08-04,-1.4493
2016-08-05,0.0
2016-08-08,7.3529
2016-08-09,-2.0548
2016-08-10,-8.3916
2016-08-11,4.5802
2016-08-12,-2.9196999999999997
2016-08-15,0.7519
2016-08-16,-0.7463
2016-08-17,2.2556
2016-08-18,7.3529
2016-08-19,-4.7945
2016-08-22,-2.1583
2016-08-23,0.7353
2016-08-24,-2.9196999999999997
2016-08-25,-1.5038
2016-08-26,-0.7634
2016-08-29,-3.0769
2016-08-30,-3.9683
2016-08-31,-4.9587
2016-09-01,-0.8696
2016-09-02,0.0
2016-09-06,0.8772
2016-09-07,-0.8696
2016-09-08,7.0175
2016-09-09,-6.5574
2016-09-12,-0.8772
2016-09-13,-7.0796
2016-09-14,-1.9048
2016-09-15,3.8834999999999997
2016-09-16,11.215
2016-09-19,-5.042
2016-09-20,-6.1947
2016-09-21,1.8868
2016-09-22,-3.7037
2016-09-23,0.0
2016-09-26,-0.9615
2016-09-27,-1.9417
2016-09-28,11.8812
2016-09-29,-1.7699
2016-09-30,2.7027
2016-10-03,3.5088
2016-10-04,-5.9322
2016-10-05,6.3063
2016-10-06,-0.8475
2016-10-07,-3.4188
2016-10-10,4.4248
2016-10-11,-4.2373
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,-1.7699
2016-10-17,1.8018
2016-10-18,2.6549
2016-10-19,7.7586
2016-10-20,-0.8
2016-10-21,-1.6129
2016-10-24,-3.2787
2016-10-25,-1.6949
2016-10-26,-0.8621
2016-10-27,0.0
2016-10-28,-2.6087
2016-10-31,0.8929
2016-11-01,6.1947
2016-11-02,11.6667
2016-11-03,5.9701
2016-11-04,-1.4085
2016-11-07,-0.7143
2016-11-08,4.3165
2016-11-09,9.6552
2016-11-10,3.1447
2016-11-11,-3.0488
2016-11-14,8.1761
2016-11-15,2.3256
2016-11-16,2.2727
2016-11-17,-0.5556
2016-11-18,2.7933
2016-11-21,-4.8913
2016-11-22,1.7143000000000002
2016-11-23,3.9326
2016-11-25,-2.1622
2016-11-28,-1.105
2016-11-29,-0.5587
2016-11-30,6.7416
2016-12-01,3.6842
2016-12-02,-7.1066
2016-12-05,10.3825
2016-12-06,7.4257
2016-12-07,10.1382
2016-12-08,-4.1841
2016-12-09,12.6638
2016-12-12,0.3876
2016-12-13,-5.4054
2016-12-14,-6.5306
2016-12-15,1.31
2016-12-16,6.0345
2016-12-19,-5.2846
2016-12-20,0.0
2016-12-21,1.2876
2016-12-22,-5.5085
2016-12-23,2.6906
2016-12-27,0.4367
2016-12-28,-1.7391
2016-12-29,-1.3274
2016-12-30,-1.3453
2017-01-03,5.0
2017-01-04,3.4632
2017-01-05,1.6736
2017-01-06,-2.4691
2017-01-09,-3.7975
2017-01-10,-0.4386
2017-01-11,6.1674
2017-01-12,-0.8299
2017-01-13,0.8368
2017-01-17,7.0539
2017-01-18,-2.7132
2017-01-19,0.7968
2017-01-20,5.1383
2017-01-23,-3.0075
2017-01-24,7.3643
2017-01-25,21.2996
2017-01-26,-2.0833
2017-01-27,0.304
2017-01-30,6.9697
2017-01-31,0.2833
2017-02-01,1.6949
2017-02-02,-9.7222
2017-02-03,0.9231
2017-02-06,-0.3049
2017-02-07,-5.1988
2017-02-08,-2.2580999999999998
2017-02-09,3.6304
2017-02-10,1.5924
2017-02-13,0.627
2017-02-14,-0.3115
2017-02-15,1.875
2017-02-16,-0.6135
2017-02-17,-1.5432000000000001
2017-02-21,2.5078
2017-02-22,-0.3058
2017-02-23,-1.227
2017-02-24,4.0373
2017-02-27,4.4776
2017-02-28,0.2857
2017-03-01,3.9886
2017-03-02,-5.7534
2017-03-03,0.8721
2017-03-06,-2.3055
2017-03-07,0.0
2017-03-08,-1.4748999999999999
2017-03-09,-10.7784
2017-03-10,-5.7047
2017-03-13,-0.7117
2017-03-14,-4.6594999999999995
2017-03-15,3.0075
2017-03-16,0.365
2017-03-17,-0.7273
2017-03-20,1.0989
2017-03-21,-4.7101
2017-03-22,2.6616
2017-03-23,-0.3704
2017-03-24,-0.3717
2017-03-27,1.8657
2017-03-28,2.1978
2017-03-29,5.0179
2017-03-30,-0.3413
2017-03-31,2.3973
2017-04-03,-2.6756
2017-04-04,0.0
2017-04-05,-0.6873
2017-04-06,5.5363
2017-04-07,1.9672
2017-04-10,0.0
2017-04-11,0.3215
2017-04-12,1.2821
2017-04-13,0.6329
2017-04-17,0.6289
2017-04-18,1.875
2017-04-19,-0.6135
2017-04-20,0.0
2017-04-21,-2.1605
2017-04-24,0.6309
2017-04-25,0.3135
2017-04-26,1.25
2017-04-27,-5.2469
2017-04-28,-2.6059
2017-05-01,-1.6722000000000001
2017-05-02,-3.4013999999999998
2017-05-03,0.3521
2017-05-04,-2.1053
2017-05-05,0.3584
2017-05-08,-2.1429
2017-05-09,-8.0292
2017-05-10,3.9683
2017-05-11,-1.9083999999999999
2017-05-12,-4.6693
2017-05-15,1.2245
2017-05-16,-4.0323
2017-05-17,-2.521
2017-05-18,-3.0172
2017-05-19,3.1111
2017-05-22,-2.1552
2017-05-23,0.0
2017-05-24,-3.9648
2017-05-25,-3.6696999999999997
2017-05-26,2.3810000000000002
2017-05-30,-7.4419
2017-05-31,-6.5327
2017-06-01,4.8387
2017-06-02,-1.0256
2017-06-05,1.0363
2017-06-06,2.0513
2017-06-07,-4.0201
2017-06-08,1.5707
2017-06-09,2.5773
2017-06-12,9.5477
2017-06-13,-2.2936
2017-06-14,-2.8169
2017-06-15,-6.2802
2017-06-16,3.0928
2017-06-19,-6.0
2017-06-20,-2.6596
2017-06-21,-2.1858
2017-06-22,2.7933
2017-06-23,4.3478
2017-06-26,3.125
2017-06-27,2.5253
2017-06-28,0.9852
2017-06-29,2.9268
2017-06-30,-0.4739
2017-07-03,6.6667
2017-07-05,-3.5714
2017-07-06,-1.8519
2017-07-07,0.4717
2017-07-10,1.4085
2017-07-11,-2.7778
2017-07-12,1.4285999999999999
2017-07-13,5.1643
2017-07-14,0.0
2017-07-17,-3.125
2017-07-18,-2.3041
2017-07-19,5.1887
2017-07-20,-2.2422
2017-07-21,-4.1284
2017-07-24,-0.4785
2017-07-25,1.9231
2017-07-26,2.8302
2017-07-27,0.9174
2017-07-28,-7.2727
2017-07-31,-5.3922
2017-08-01,-2.0725
2017-08-02,-2.6455
2017-08-03,-1.087
2017-08-04,6.044
2017-08-07,-4.1451
2017-08-08,-2.1622
2017-08-09,-2.7624
2017-08-10,-1.7045
2017-08-11,0.0
2017-08-14,1.7341
2017-08-15,1.7045
2017-08-16,-6.1453
2017-08-17,-5.3571
2017-08-18,2.5157
2017-08-21,2.454
2017-08-22,2.9939999999999998
2017-08-23,-2.3256
2017-08-24,7.1429
2017-08-25,0.5556
2017-08-28,2.7624
2017-08-29,5.914
2017-08-30,0.5076
2017-08-31,7.5758
2017-09-01,2.8169
2017-09-05,-2.2831
2017-09-06,4.2056000000000004
2017-09-07,1.7936999999999999
2017-09-08,-2.2026
2017-09-11,2.7027
2017-09-12,3.9474
2017-09-13,2.9536
2017-09-14,3.6885
2017-09-15,2.3715
2017-09-18,-1.1583
2017-09-19,-1.5625
2017-09-20,0.7937
2017-09-21,0.7874
2017-09-22,2.7344
2017-09-25,6.0837
2017-09-26,2.8674
2017-09-27,1.0453
2017-09-28,-0.6897
2017-09-29,-1.0417
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,-6.3158
2017-10-05,0.7491
2017-10-06,-6.3197
2017-10-09,3.1746
2017-10-10,0.0
2017-10-11,-4.2308
2017-10-12,-0.4016
2017-10-13,-0.8065
2017-10-16,2.0325
2017-10-17,-0.3984
2017-10-18,1.6
2017-10-19,-3.1496
2017-10-20,1.2195
2017-10-23,0.0
2017-10-24,-0.4016
2017-10-25,-8.4677
2017-10-26,-11.8943
2017-10-27,-2.0
2017-10-30,7.6531
2017-10-31,-0.9479
2017-11-01,2.8708
2017-11-02,5.5814
2017-11-03,1.7621
2017-11-06,0.8658
2017-11-07,-0.8584
2017-11-08,-0.8658
2017-11-09,-2.1834
2017-11-10,4.4643
2017-11-13,-2.1368
2017-11-14,-7.8603
2017-11-15,-0.9479
2017-11-16,-1.4354
2017-11-17,-5.3398
2017-11-20,2.0513
2017-11-21,-4.0201
2017-11-22,4.1885
2017-11-24,1.005
2017-11-27,-1.4925
2017-11-28,2.0202
2017-11-29,-0.495
2017-11-30,3.9801
2017-12-01,-1.9139
2017-12-04,3.4146
2017-12-05,2.8302
2017-12-06,-3.211
2017-12-07,3.7915
2017-12-08,0.0
2017-12-11,1.8265
2017-12-12,-1.3453
2017-12-13,-0.9091
2017-12-14,0.0
2017-12-15,1.3761
2017-12-18,1.81
2017-12-19,-0.8889
2017-12-20,2.6906
2017-12-21,4.3668
2017-12-22,-2.5105
2017-12-26,4.2918
2017-12-27,-0.823
2017-12-28,9.5436
2017-12-29,3.4091
2018-01-02,5.8608
2018-01-03,1.0381
2018-01-04,-1.0274
2018-01-05,1.7301
2018-01-08,4.0816
2018-01-09,-0.9804
2018-01-10,0.33
2018-01-11,2.9605
2018-01-12,2.2364
2018-01-16,0.625
2018-01-17,-0.3106
2018-01-18,1.2461
2018-01-19,8.6154
2018-01-22,-1.1331
2018-01-23,6.5903
2018-01-24,-2.957
2018-01-25,1.108
2018-01-26,-1.9178
2018-01-29,0.0
2018-01-30,-4.4693
2018-01-31,2.3392
2018-02-01,-1.4285999999999999
2018-02-02,-3.7681
2018-02-05,-4.5181000000000004
2018-02-06,5.9937000000000005
2018-02-07,-1.1905000000000001
2018-02-08,-3.9157
2018-02-09,-0.627
2018-02-12,2.8391
2018-02-13,7.9755
2018-02-14,-2.8409
2018-02-15,-4.6784
2018-02-16,3.3742
2018-02-20,-0.8902
2018-02-21,-1.4969999999999999
2018-02-22,8.2067
2018-02-23,5.0562
2018-02-26,-1.3369
2018-02-27,-1.355
2018-02-28,-2.4725
2018-03-01,3.0986
2018-03-02,2.459
2018-03-05,0.5333
2018-03-06,-3.7135
2018-03-07,6.0606
2018-03-08,-0.7792
2018-03-09,-0.2618
2018-03-12,0.7874
2018-03-13,0.0
2018-03-14,-0.7812
2018-03-15,7.0866
2018-03-16,-4.6569
2018-03-19,-0.2571
2018-03-20,3.0928
2018-03-21,0.75
2018-03-22,-2.4814
2018-03-23,1.5267
2018-03-26,0.2506
2018-03-27,-8.25
2018-03-28,-1.6349
2018-03-29,4.4321
2018-04-02,-2.9177999999999997
2018-04-03,4.0984
2018-04-04,0.7874
2018-04-05,1.5625
2018-04-06,-2.5641
2018-04-09,-0.2632
2018-04-10,3.4301
2018-04-11,0.7653
2018-04-12,0.0
2018-04-13,-1.7722
2018-04-16,1.0309
2018-04-17,3.5714
2018-04-18,-0.2463
2018-04-19,0.7407
2018-04-20,-3.9215999999999998
2018-04-23,2.0408
2018-04-24,-1.25
2018-04-25,-1.2658
2018-04-26,-1.2821
2018-04-27,-8.5714
2018-04-30,-4.8295
2018-05-01,-9.8507
2018-05-02,4.9669
2018-05-03,-1.5773000000000001
2018-05-04,3.8462
2018-05-07,2.7778
2018-05-08,-1.8018
2018-05-09,2.1407
2018-05-10,-1.1976
2018-05-11,2.4242
2018-05-14,-0.2959
2018-05-15,4.1543
2018-05-16,1.1396
2018-05-17,3.3803
2018-05-18,0.8174
2018-05-21,2.1622
2018-05-22,-1.8519
2018-05-23,1.6173
2018-05-24,-3.183
2018-05-25,-3.0137
2018-05-29,0.8475
2018-05-30,5.042
2018-05-31,-1.3333
2018-06-01,5.9459
2018-06-04,0.5102
2018-06-05,0.0
2018-06-06,1.7766
2018-06-07,1.7456
2018-06-08,-0.9804
2018-06-11,-1.9802
2018-06-12,-3.2828
2018-06-13,-2.0888
2018-06-14,-2.1333
2018-06-15,0.0
2018-06-18,4.6322
2018-06-19,0.2604
2018-06-20,3.1169000000000002
2018-06-21,-1.5112999999999999
2018-06-22,11.7647
2018-06-25,-3.6612999999999998
2018-06-26,0.7126
2018-06-27,2.8302
2018-06-28,-1.1468
2018-06-29,1.1601
2018-07-02,-10.0917
2018-07-03,2.2959
2018-07-05,0.7481
2018-07-06,6.4356
2018-07-09,-0.2326
2018-07-10,4.662
2018-07-11,-1.5590000000000002
2018-07-12,-0.905
2018-07-13,4.1096
2018-07-16,-2.193
2018-07-17,-2.0179
2018-07-18,-1.6018
2018-07-19,-0.2326
2018-07-20,-1.8648
2018-07-23,-0.4751
2018-07-24,-0.2387
2018-07-25,0.0
2018-07-26,-0.7177
2018-07-27,-2.6506
2018-07-30,-1.7327
2018-07-31,-4.0302
2018-08-01,-1.5748
2018-08-02,-0.8
2018-08-03,1.3441
2018-08-06,0.7958
2018-08-07,-1.8420999999999998
2018-08-08,0.2681
2018-08-09,0.5348
2018-08-10,1.0638
2018-08-13,-1.3158
2018-08-14,2.6667
2018-08-15,-4.4156
2018-08-16,2.9891
2018-08-17,-0.5277
2018-08-20,2.6525
2018-08-21,1.292
2018-08-22,1.5306
2018-08-23,-2.7638
2018-08-24,1.8088
2018-08-27,1.5228000000000002
2018-08-28,-1.25
2018-08-29,-1.2658
2018-08-30,1.2821
2018-08-31,-0.2532
2018-09-04,-1.2690000000000001
2018-09-05,-6.6838
2018-09-06,-3.0303
2018-09-07,-1.4205
2018-09-10,-5.1873
2018-09-11,5.7751
2018-09-12,-3.4483
2018-09-13,0.5952
2018-09-14,1.7751000000000001
2018-09-17,3.1977
2018-09-18,3.662
2018-09-19,-1.3587
2018-09-20,0.0
2018-09-21,0.551
2018-09-24,1.9178
2018-09-25,4.3011
2018-09-26,1.2887
2018-09-27,1.7812000000000001
2018-09-28,3.75
2018-10-01,2.6506
2018-10-02,-5.1643
2018-10-03,4.703
2018-10-04,-0.2364
2018-10-05,1.8957000000000002
2018-10-08,-3.4884
2018-10-09,-3.8554
