ticker,CRWG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-08,-7.5
2008-05-09,-9.9099
2008-05-28,25.0
2008-05-30,0.0
2008-06-03,0.0
2008-06-05,0.0
2008-06-06,0.0
2008-06-17,8.0
2008-06-18,0.0
2008-06-19,0.0
2008-06-23,6.6667
2008-06-25,-6.25
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,0.0
2008-07-01,11.1111
2008-07-02,16.6667
2008-07-03,-22.8571
2008-07-07,11.1111
2008-07-08,0.0
2008-07-09,6.6667
2008-07-10,6.25
2008-07-11,0.0
2008-07-14,8.8235
2008-07-15,5.4054
2008-07-16,5.1282
2008-07-17,-12.1951
2008-07-18,-5.5556
2008-07-21,5.8824
2008-07-22,-5.5556
2008-07-23,2.9412000000000003
2008-07-24,5.7143
2008-07-25,0.0
2008-07-28,-0.5405
2008-07-29,-1.087
2008-07-30,1.6484
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,-2.7027
2008-08-05,-4.4444
2008-08-06,-9.8837
2008-08-07,3.2258
2008-08-08,-6.25
2008-08-11,13.3333
2008-08-12,-2.3529
2008-08-13,-3.012
2008-08-14,-0.6211
2008-08-15,0.0
2008-08-18,9.375
2008-08-19,-6.5714
2008-08-20,6.422
2008-08-21,-5.1724
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,9.0909
2008-08-27,6.1111
2008-08-28,-0.5236
2008-08-29,0.0
2008-09-02,6.8421
2008-09-03,13.3005
2008-09-04,-13.913
2008-09-05,-6.5657
2008-09-08,-21.0811
2008-09-09,5.0
2008-09-10,-0.5219
2008-09-11,-0.3279
2008-09-12,-0.4605
2008-09-15,0.4627
2008-09-16,1.3158
2008-09-17,0.0
2008-09-18,1.9481000000000002
2008-09-19,-4.4586
2008-09-22,1.3333
2008-09-23,1.9737
2008-09-24,-2.2580999999999998
2008-09-25,4.2904
2008-09-26,1.2658
2008-09-29,-3.125
2008-09-30,0.0
2008-10-01,0.0
2008-10-02,-3.2258
2008-10-03,0.6667
2008-10-06,-0.6623
2008-10-07,0.0
2008-10-08,3.3333
2008-10-09,0.0
2008-10-10,-3.2258
2008-10-13,0.0
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,0.0
2008-10-17,-3.3333
2008-10-20,3.4483
2008-10-21,-4.6667
2008-10-22,0.0
2008-10-23,0.0
2008-10-24,-2.0979
2008-10-27,3.5714
2008-10-28,3.4483
2008-10-29,3.3333
2008-10-31,-6.4516
2008-11-03,0.0
