ticker,ZMDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-03,0.0
2007-04-04,-40.0
2007-04-11,240.0
2007-04-12,-80.3922
2007-04-13,410.0
2007-04-16,-31.3725
2007-04-17,45.7143
2007-04-18,0.0
2007-04-19,-41.1765
2007-04-23,0.0
2007-04-24,-43.3333
2007-04-25,47.0588
2007-04-26,20.0
2007-04-27,0.0
2007-05-01,0.0
2007-05-02,0.0
2007-05-04,0.0
2007-05-07,70.0
2007-05-08,-1.9607999999999999
2007-05-09,0.0
2007-05-10,0.0
2007-05-11,40.0
2007-05-14,150.0
2007-05-15,-34.2857
2007-05-16,0.0
2007-05-17,4.3478
2007-05-24,-95.6597
2007-06-06,0.0
2007-06-07,-46.0
2007-06-08,66.6667
2007-06-11,-44.4444
2007-06-12,9.6
2007-06-13,-16.0584
2007-06-14,-1.7391
2007-06-15,-10.6195
2007-06-19,-25.7426
2007-06-20,100.0
2007-06-21,-2.0
2007-06-22,-8.1633
2007-06-25,-3.7037
2007-06-26,-1.5385
2007-06-27,13.2813
2007-06-28,-6.8966
2007-06-29,11.1111
2007-07-02,6.6667
2007-07-03,0.0
2007-07-05,0.0
2007-07-06,-3.125
2007-07-09,-6.4516
2007-07-10,6.8966
2007-07-11,-3.2258
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,0.0
2007-07-19,0.0
2007-07-20,0.0
2007-07-24,0.0
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-30,0.0
2007-07-31,0.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-03,0.0
2007-08-07,0.0
2007-08-08,0.0
2007-08-09,0.0
2007-08-10,0.0
2007-08-13,0.0
2007-08-16,0.0
2007-08-17,0.0
2007-08-21,0.0
2007-08-22,0.0
2007-08-24,-23.3333
2007-08-27,30.4348
2007-08-28,26.6667
2007-09-04,-34.2105
2007-09-06,0.0
2007-09-11,0.8
2007-09-12,0.7937
2007-09-13,-1.5748
2007-09-21,0.0
2007-09-24,0.0
2007-09-25,-16.0
2007-09-26,0.0
2007-09-27,23.8095
2007-10-01,-3.0769
2007-10-02,-0.7937
2007-10-03,0.0
2007-10-08,4.0
2007-10-12,-3.8462
2007-10-16,0.0
2007-10-17,0.0
2007-10-18,2.4
2007-10-22,-2.3438
2007-10-30,0.0
2007-11-06,0.0
2007-11-21,-59.2
2007-11-29,111.7647
2007-11-30,-1.8519
2007-12-05,0.0
2007-12-06,-0.9434
