ticker,NYMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-24,-0.6667
2004-06-25,0.4474
2004-06-28,0.1114
2004-06-29,-2.0022
2004-06-30,0.5675
2004-07-01,-0.7901
2004-07-02,0.1138
2004-07-06,-0.5682
2004-07-07,0.5714
2004-07-08,-0.1136
2004-07-09,0.1138
2004-07-12,0.0
2004-07-13,-1.1364
2004-07-14,3.4483
2004-07-15,0.5556
2004-07-16,1.6575
2004-07-19,1.7391
2004-07-20,-0.641
2004-07-21,-1.6129
2004-07-22,-1.7486000000000002
2004-07-23,0.0
2004-07-26,-0.3337
2004-07-27,-1.0045
2004-07-28,-0.1127
2004-07-29,-0.1129
2004-07-30,-1.2429000000000001
2004-08-02,0.1144
2004-08-03,0.3429
2004-08-04,1.7084000000000001
2004-08-05,-0.5599
2004-08-06,0.0
2004-08-09,-1.1261
2004-08-10,-0.1139
2004-08-11,-0.7982
2004-08-12,-0.5747
2004-08-13,0.0
2004-08-16,0.3468
2004-08-17,-0.9217
2004-08-18,-0.5814
2004-08-19,1.0526
2004-08-20,0.6944
2004-08-23,1.1494
2004-08-24,1.1364
2004-08-25,0.2247
2004-08-26,-0.2242
2004-08-27,0.3371
2004-08-30,0.112
2004-08-31,1.5659999999999998
2004-09-01,1.4317
2004-09-02,-0.6515
2004-09-03,2.1858
2004-09-07,2.6738
2004-09-08,0.4167
2004-09-09,-1.4523
2004-09-10,0.5263
2004-09-13,0.0
2004-09-14,0.5236
2004-09-15,-0.2083
2004-09-16,1.7745
2004-09-17,0.0
2004-09-20,-1.0256
2004-09-21,-1.0363
2004-09-22,-1.0471
2004-09-23,-0.5291
2004-09-24,0.0
2004-09-27,0.4255
2004-09-28,0.0
2004-09-29,-1.4830999999999999
2004-09-30,0.5376
2004-10-01,3.3155
2004-10-04,0.5176
2004-10-05,-0.6283
2004-10-06,0.0
2004-10-07,-0.1054
2004-10-08,-0.3165
2004-10-11,0.1058
2004-10-12,-0.1057
2004-10-13,0.0
2004-10-14,-1.0582
2004-10-15,-0.107
2004-10-18,0.2141
2004-10-19,-0.641
2004-10-20,-1.1828
2004-10-21,-0.6529
2004-10-22,-0.2191
2004-10-25,-0.5488
2004-10-26,-0.6623
2004-10-27,0.0
2004-10-28,-0.1111
2004-10-29,-0.8899
2004-11-01,1.0101
2004-11-02,-0.2222
2004-11-03,0.1114
2004-11-04,0.1112
2004-11-05,3.3333
2004-11-08,-1.7204000000000002
2004-11-09,1.4223
2004-11-10,-0.2157
