ticker,MENI US Equity
2006-03-16,7.8431
2006-03-17,-10.0
2006-03-20,2.0202
2006-03-21,-1.9802
2006-03-22,-2.5253
2006-03-23,-1.5544
2006-03-27,-5.2632
2006-03-29,0.0
2006-03-30,5.0
2006-03-31,0.0
2006-04-03,4.7619
2006-04-05,-29.2929
2006-04-06,0.0
2006-04-07,28.5714
2006-04-11,-22.2222
2006-04-12,0.0
2006-04-13,0.0
2006-04-17,7.1429
2006-04-18,6.6667
2006-04-19,16.25
2006-04-20,-1.0753
2006-04-21,3.2609
2006-04-24,-11.5789
2006-04-25,-40.4762
2006-04-26,26.0
2006-04-27,1.5873
2006-04-28,-3.125
2006-05-01,-51.6129
2006-05-02,53.3333
2006-05-03,13.0435
2006-05-04,17.3077
2006-05-05,-8.1967
2006-05-08,-19.6429
2006-05-09,4.4444
2006-05-10,-38.2979
2006-05-11,3.4483
2006-05-12,33.3333
2006-05-15,-12.5
2006-05-18,0.0
2006-05-19,-8.5714
2006-05-22,28.125
2006-05-23,-9.7561
2006-05-24,-51.3514
2006-05-25,-2.7778
2006-05-26,14.2857
2006-05-30,-37.5
2006-05-31,-4.0
2006-06-01,-16.6667
2006-06-02,50.0
2006-06-05,13.3333
2006-06-06,-29.4118
2006-06-07,25.0
2006-06-08,40.0
2006-06-09,4.7619
2006-06-12,9.0909
2006-06-13,0.0
2006-06-14,0.0
2006-06-15,4.1667
2006-06-16,8.0
2006-06-19,11.1111
2006-06-20,-8.3333
2006-06-21,12.7273
2006-06-22,12.9032
2006-06-23,-9.2857
2006-06-26,-11.811
2006-06-28,5.3571
2006-06-29,-1.6949
2006-06-30,0.0
2006-07-03,34.4828
2006-07-05,2.5641
2006-07-06,-1.25
2006-07-07,-2.5316
2006-07-10,-6.4935
2006-07-11,-16.6667
2006-07-12,-3.3333
2006-07-13,0.0
2006-07-14,-31.0345
2006-07-17,-25.0
2006-07-18,33.3333
2006-07-19,0.0
2006-07-20,0.0
2006-07-21,-2.5
2006-07-24,12.8205
2006-07-25,-22.7273
2006-07-26,-37.6471
2006-07-27,31.1321
2006-07-28,22.3022
2006-07-31,-5.8824
2006-08-01,6.25
2006-08-02,0.0
2006-08-03,-5.8824
2006-08-04,0.0
2006-08-07,25.0
2006-08-08,-15.0
2006-08-09,-5.8824
2006-08-10,6.25
2006-08-11,-11.7647
2006-08-14,6.6667
2006-08-15,0.0
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,25.0
2006-08-21,-15.0
2006-08-22,-17.647100000000002
2006-08-23,0.0
2006-08-24,-7.1429
2006-08-25,7.6923
2006-08-28,14.2857
2006-08-29,0.0
2006-08-30,-3.125
2006-08-31,-35.4839
2006-09-01,55.0
2006-09-05,-3.2258
2006-09-06,-13.3333
2006-09-07,-19.2308
2006-09-08,-4.7619
2006-09-11,5.0
2006-09-12,0.0
2006-09-14,-4.7619
2006-09-19,-12.0
2006-09-20,13.6364
2006-09-22,-25.0
2006-09-25,0.0
2006-09-26,-33.3333
2006-09-27,20.0
2006-09-28,75.0
2006-09-29,-42.8571
2006-10-02,0.0
2006-10-03,0.0
2006-10-04,0.0
2006-10-05,-6.6667
2006-10-06,5.3571
2006-10-09,69.4915
2006-10-10,-35.0
2006-10-11,15.3846
2006-10-16,-13.3333
2006-10-17,0.0
2006-10-18,0.0
2006-10-25,0.0
2006-10-27,0.0
2006-11-01,0.0
2006-11-06,0.0
2006-11-08,0.0
2006-11-09,0.0
2006-11-10,-66.1538
2006-11-13,36.3636
2006-11-14,66.6667
2006-11-15,0.0
2006-11-16,0.0
2006-11-21,-20.0
2006-11-22,0.0
2006-11-24,-12.5
2006-11-27,85.7143
2006-11-28,0.0
2006-11-29,0.0
2006-11-30,0.0
2006-12-04,0.0
2006-12-08,0.0
2006-12-11,69.2308
2006-12-12,-40.9091
2006-12-13,0.0
2006-12-14,0.0
2006-12-20,0.0
2006-12-21,-69.2308
2006-12-22,122.5
2006-12-26,46.0674
2006-12-27,-32.5
2006-12-28,48.1481
2006-12-29,0.0
2007-01-03,0.0
2007-01-10,-7.6923
2007-01-12,0.0
2007-01-16,0.0
2007-01-17,-50.0
2007-01-18,33.3333
2007-01-19,50.0
2007-01-22,0.0
2007-01-29,0.0
2007-02-06,-1.6667
2007-02-07,0.0
2007-02-12,0.0
2007-02-23,-15.2542
2007-02-26,0.0
2007-02-28,-22.0
2007-03-01,28.2051
2007-03-07,8.0
2007-04-24,-99.7685
2007-05-31,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-09-25,0.0
2007-10-01,0.0
2007-11-16,7900.0
2007-11-19,-98.75
2007-12-05,0.0
2007-12-06,0.0
2007-12-28,0.0
2008-01-18,0.0
2008-04-29,0.0
2008-06-02,0.0
2008-07-08,0.0
2009-04-22,0.0
2009-05-13,0.0
2009-09-15,0.0
2009-09-29,0.0
2009-11-23,0.0
2009-12-02,23900.0
2009-12-04,-83.3333
2009-12-10,0.0
2009-12-22,-66.25
2009-12-23,18.5185
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,-43.75
2010-02-03,22.2222
2010-09-16,9.0909
2010-09-21,33.3333
2010-09-27,-50.0
2010-10-07,-87.5
2010-10-21,700.0
2010-12-22,-87.5
2011-01-04,3900.0
2011-03-14,80.0
2011-04-18,-22.2222
2011-04-26,-83.9286
2011-05-02,33.3333
2011-05-04,100.0
2011-05-06,129.1667
2011-05-11,-5.4545
2011-05-12,-7.6923
2011-05-20,0.0
2011-06-07,14.5833
2011-06-10,-12.7273
2011-06-14,14.5833
2011-06-20,-24.5455
2011-06-22,0.0
2011-06-27,15.6627
2011-06-29,0.0
2011-06-30,16.6667
2011-07-07,42.8571
2011-07-12,25.0
2011-07-13,0.0
2011-07-20,20.0
2011-07-26,26.6667
2011-08-02,-7.8947
2011-08-04,-20.0
2011-08-05,0.0
2011-08-23,-10.7143
2011-09-06,-52.0
2011-10-12,16.6667
2011-10-24,-71.4286
2011-10-27,50.0
2011-11-21,100.0
2011-12-05,-16.6667
2011-12-08,-60.0
2011-12-23,50.0
2011-12-28,0.0
2011-12-30,0.0
2012-01-10,0.0
2012-01-27,0.0
2012-02-16,-33.3333
2012-02-24,0.0
2012-02-28,0.0
2012-02-29,0.0
2012-03-06,0.0
2012-04-11,150.0
2012-04-12,0.0
2012-04-23,20.0
2012-04-27,66.6667
2012-04-30,-50.0
2012-05-02,0.0
2012-05-24,0.0
2012-05-30,0.0
2012-06-25,0.0
2012-06-29,93.75
2012-07-13,-19.3548
2012-07-17,-87.2
2012-07-18,800.0
2012-08-08,11.1111
2012-09-10,-76.25
2012-10-31,10.526299999999999
2012-12-18,7.1429
2012-12-20,0.0
2012-12-27,6.6667
2013-01-03,-60.4167
2013-02-15,68.4211
2013-02-26,0.0
2013-03-19,6.25
2013-03-20,23.5294
2013-03-25,90.4762
2013-05-13,-36.25
2013-06-04,-5.8824
2013-06-10,0.0
2013-08-16,0.0
2013-10-10,0.0
2013-10-17,0.0
2013-12-13,122.9167
2013-12-20,-47.6636
2013-12-23,91.0714
2013-12-30,-53.271
2013-12-31,0.0
2014-03-12,0.0
2014-04-11,0.0
2014-05-08,220.0
2014-05-15,-68.75
2014-05-23,0.0
2014-06-19,32.0
2014-06-27,0.0
2014-07-11,21.2121
2014-07-15,-10.0
2014-08-22,0.0
2014-08-26,0.0
2014-08-28,0.0
2014-10-21,0.0
2014-10-27,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-12-04,0.0
2015-01-09,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-02-09,0.0
2015-02-20,0.0
2015-03-06,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-05-11,0.0
2015-05-12,55.5556
2015-05-27,-14.2857
2015-06-23,0.0
2015-08-12,0.0
2015-09-01,0.0
2015-09-09,0.0
2015-09-23,0.0
2015-10-20,-58.3333
2015-11-04,5.0
2015-11-10,0.0
2016-01-14,0.0
2016-02-17,0.0
2016-03-28,0.0
2016-05-04,0.0
2016-05-16,-23.8095
2016-05-17,0.0
2016-06-02,0.0
2016-07-19,0.0
2016-08-02,0.0
2016-08-18,0.0
2016-09-26,0.0
2016-09-28,0.0
2016-10-10,0.0
2016-10-12,0.0
2016-10-26,0.0
2016-11-01,643.75
2016-11-21,-86.5546
2016-12-09,-25.0
2016-12-21,0.0
2017-01-12,0.0
2017-01-24,0.0
2017-02-23,0.0
2017-03-10,0.0
2017-03-21,0.0
2017-03-30,0.0
2017-04-05,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-07-19,0.0
2017-08-14,0.0
2017-08-15,-26.6667
2017-09-22,9.0909
2017-10-03,0.0
2017-10-17,150.0
2017-11-15,-60.0
2017-12-13,0.0
2017-12-14,66.6667
2017-12-15,0.0
2017-12-18,0.0
2017-12-20,0.0
2018-01-16,0.0
2018-02-01,0.0
2018-03-13,-35.0
2018-04-10,600.0
2018-05-14,-82.967
2018-09-21,-3.2258
2018-10-02,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,566.6667
2018-10-12,0.0
2018-11-13,-84.0
2018-12-07,6.25
2018-12-18,0.0
2018-12-21,17.647100000000002
2019-01-07,-15.0
2019-01-15,-5.8824
2019-01-17,-75.0
2019-01-22,150.0
2019-02-04,0.0
2019-04-11,300.0
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,-25.0
2019-04-22,40.0
2019-04-25,0.0
2019-04-26,16.6667
2019-05-03,40.8163
2019-05-08,8.6957
2019-05-10,1233.3333
2019-12-19,-99.999
2020-02-21,9900.0
2020-06-02,0.0
2020-06-17,100.0
