ticker,TACO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-09,11.3575
2014-01-10,-8.4832
2014-01-13,1.0417
2014-01-14,0.0
2014-01-16,-1.0309
2014-01-17,-2.0833
2014-01-21,3.7234
2014-01-22,-1.0256
2014-01-24,-0.7254
2014-01-27,0.2088
2014-01-28,0.7292
2014-01-29,-0.7239
2014-01-31,0.1042
2014-02-03,0.4162
2014-02-04,0.2591
2014-02-05,-0.2584
2014-02-06,0.0
2014-02-07,-0.5181
2014-02-10,0.5208
2014-02-12,0.4145
2014-02-13,0.1032
2014-02-14,1.0309
2014-02-18,-0.7143
2014-02-19,-0.3083
2014-02-20,-0.7216
2014-02-21,0.4154
2014-02-24,0.0
2014-02-25,0.3102
2014-02-26,-0.7216
2014-02-27,0.2077
2014-03-04,0.0
2014-03-07,-0.1036
2014-03-10,0.3112
2014-03-11,0.2068
2014-03-13,-0.2064
2014-03-14,-0.3102
2014-03-18,0.4149
2014-03-19,-0.4132
2014-03-20,0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,0.0
2014-03-31,0.5187
2014-04-01,0.0
2014-04-04,-0.3612
2014-04-07,0.3625
2014-04-09,-0.7224
2014-04-10,0.2079
2014-04-11,0.1037
2014-04-14,-0.1036
2014-04-15,0.0
2014-04-17,1.0373
2014-04-22,-1.0267
2014-04-25,0.8299
2014-04-29,-0.4115
2014-04-30,-0.0103
2014-05-02,-0.2996
2014-05-06,0.3109
2014-05-08,0.3842
2014-05-12,-0.7943
2014-05-16,0.1037
2014-05-20,0.4145
2014-05-23,0.1032
2014-05-27,0.0
2014-05-28,-0.1031
2014-05-30,0.1032
2014-06-03,0.3093
2014-06-09,-0.2055
2014-06-10,-0.309
2014-06-11,0.2066
2014-06-12,-0.2062
2014-06-13,0.2066
2014-06-18,-0.2062
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.5165
2014-06-30,0.1028
2014-07-02,-0.4107
2014-07-11,0.0
2014-07-14,0.6186
2014-07-15,-0.2049
2014-07-17,-0.1027
2014-07-18,-0.1028
2014-07-24,0.1029
2014-07-25,0.1028
2014-07-28,0.0
2014-07-29,-0.2053
2014-07-30,-0.4128
2014-07-31,-0.2053
2014-08-01,0.3106
2014-08-06,0.6192
2014-08-07,0.3077
2014-08-08,0.1022
2014-08-12,-0.9142
2014-08-14,-0.2113
2014-08-18,-0.3099
2014-08-20,0.1036
2014-08-22,-0.207
2014-08-25,0.5187
2014-08-28,0.2703
