ticker,LTUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-04,900.0
2006-10-31,-50.0
2006-11-17,25.0
2007-02-02,20.0
2007-02-06,-33.3333
2007-02-15,0.0
2007-02-20,0.0
2007-02-21,-22.5
2007-02-22,12.9032
2007-03-01,14.2857
2007-03-06,-12.5
2007-03-13,-11.4286
2007-04-05,6.4516
2007-04-12,100.0
2007-04-13,0.0
2007-04-16,-9.0909
2007-04-17,-16.6667
2007-04-18,20.0
2007-04-20,-41.6667
2007-04-24,14.2857
2007-04-25,0.0
2007-05-01,0.0
2007-05-09,0.0
2007-05-11,5.0
2007-05-21,-4.7619
2007-05-23,-19.5
2007-05-24,8.6957
2007-05-29,0.0
2007-05-30,0.0
2007-05-31,-8.0
2007-06-07,1.2422
2007-06-11,-1.1656
2007-06-12,-0.6828
2007-06-14,0.0
2007-06-15,0.0
2007-06-21,-6.25
2007-07-05,3.3333
2007-07-10,-16.129
2007-07-13,53.0769
2007-07-16,12.5628
2007-07-17,-10.7143
2007-07-20,-5.0
2007-07-24,-7.8947
2007-07-25,-11.4286
2007-07-26,-6.4516
2007-07-27,-6.8966
2007-07-30,0.0
2007-07-31,3.7037
2007-08-01,0.0
2007-08-02,3.5714
2007-08-03,23.4483
2007-08-06,-5.0279
2007-08-10,-20.5882
2007-08-13,0.0
2007-08-14,11.1111
2007-08-16,-13.3333
2007-08-17,7.6923
2007-08-21,0.7143
2007-08-22,-4.2553
2007-08-23,22.2222
2007-08-24,0.0
2007-08-27,0.0
2007-08-28,-15.1515
2007-08-29,0.0
2007-08-30,3.5714
2007-08-31,0.0
2007-09-04,3.4483
2007-09-05,-3.3333
2007-09-06,-3.4483
2007-09-10,0.0
2007-09-12,-3.5714
2007-09-13,-11.1111
2007-09-14,16.6667
2007-09-17,7.1429
2007-09-18,0.0
2007-09-25,0.0
2007-09-28,0.0
2007-10-01,-13.3333
2007-10-03,0.0
2007-10-04,-3.8462
2007-10-05,11.2
2007-10-08,0.7194
2007-10-09,-10.0
2007-10-10,3.9683
2007-10-11,-3.0534
2007-10-12,2.3622
2007-10-15,7.6923
2007-10-16,10.7143
2007-10-17,-2.5806
2007-10-18,-4.6358
2007-10-19,-5.5556
2007-10-22,0.0
2007-10-23,2.2059
2007-10-24,-0.7194
2007-10-25,-1.4493
2007-10-26,2.9412000000000003
2007-10-29,-5.7143
2007-10-30,1.5152
2007-10-31,4.4776
2007-11-01,-10.0
2007-11-02,-12.6984
2007-11-05,3.6364
