ticker,IRCC US Equity
2010-09-10,0.0
2010-09-13,-12.1429
2010-09-14,8.4011
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,-6.25
2010-09-20,1.3333
2010-09-21,5.2632
2010-09-22,0.0
2010-09-23,2.5
2010-09-24,2.439
2010-09-28,-1.1905000000000001
2010-09-29,-9.6386
2010-09-30,0.0
2010-10-01,-1.3333
2010-10-04,1.3514
2010-10-07,0.0
2010-10-08,-20.0
2010-10-11,-16.6667
2010-10-12,2.0
2010-10-13,3.9215999999999998
2010-10-14,13.2075
2010-10-15,15.8333
2010-10-18,-12.2302
2010-10-19,-8.1967
2010-10-20,0.0
2010-10-21,16.0714
2010-10-22,-15.3846
2010-10-25,0.0
2010-10-26,-18.1818
2010-10-27,-8.8889
2010-10-28,48.0488
2010-10-29,5.6013
2010-11-01,-3.2761
2010-11-02,12.9032
2010-11-03,5.7143
2010-11-04,-10.8108
2010-11-05,9.0909
2010-11-08,-2.7778
2010-11-09,0.0
2010-11-10,-3.5714
2010-11-11,-0.7407
2010-11-12,-8.9552
2010-11-15,-8.1967
2010-11-16,-1.7856999999999998
2010-11-17,7.2727
2010-11-18,15.2542
2010-11-19,1.4706000000000001
2010-11-22,0.0
2010-11-23,-5.7971
2010-11-24,0.0
2010-11-26,3.0769
2010-11-29,-1.4925
2010-11-30,-7.5758
2010-12-01,1.6393
2010-12-02,-3.2258
2010-12-03,3.3333
2010-12-06,-3.2258
2010-12-07,-16.6667
2010-12-08,4.0
2010-12-09,5.7692
2010-12-10,9.0909
2010-12-13,-8.3333
2010-12-14,-3.6364
2010-12-15,-3.7736
2010-12-16,1.9607999999999999
2010-12-17,-15.3846
2010-12-20,-20.4545
2010-12-21,-20.0
2010-12-22,-10.7143
2010-12-23,8.0
2010-12-27,11.1111
2010-12-28,0.0
2010-12-29,-10.0
2010-12-30,-7.4074
2010-12-31,20.0
2011-01-03,6.6667
2011-01-04,-12.5
2011-01-05,0.0
2011-01-06,14.2857
2011-01-07,-15.625
2011-01-10,59.2593
2011-01-11,-4.6512
2011-01-12,-12.1951
2011-01-13,-5.5556
2011-01-14,-11.7647
2011-01-18,-6.6667
2011-01-19,0.0
2011-01-20,-3.5714
2011-01-21,0.0
2011-01-24,-3.7037
2011-01-25,-15.3846
2011-01-26,13.6364
2011-01-27,12.0
2011-01-28,-7.1429
2011-01-31,-7.6923
2011-02-01,-4.1667
2011-02-02,4.3478
2011-02-03,4.1667
2011-02-04,-8.0
2011-02-07,-4.3478
2011-02-08,-9.0909
2011-02-09,-5.0
2011-02-10,0.0
2011-02-11,-5.2632
2011-02-14,-5.5556
2011-02-15,-11.7647
2011-02-16,-16.5833
2011-02-17,3.8961
2011-02-18,-11.538499999999999
2011-02-22,6.9565
2011-02-23,0.0
2011-02-24,-2.439
2011-02-25,4.1667
2011-02-28,4.0
2011-03-01,-7.6923
2011-03-02,6.6667
2011-03-03,-6.25
2011-03-04,4.1667
2011-03-07,0.0
2011-03-08,28.0
2011-03-09,-21.875
2011-03-10,32.0
2011-03-11,-3.0303
2011-03-14,-15.625
2011-03-15,-2.963
2011-03-16,35.1145
2011-03-17,1.1299
2011-03-18,-16.2011
2011-03-21,0.0
2011-03-22,6.6667
2011-03-23,0.0
2011-03-24,-12.5
2011-03-25,4.2857
2011-03-28,2.7397
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,-10.0
2011-04-11,-3.7037
2011-04-12,0.0
2011-04-13,0.0
2011-04-14,15.3846
2011-04-15,-20.0
2011-04-18,0.0
2011-04-19,-7.5
2011-04-20,-0.9009
2011-04-21,-9.0909
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,10.0
2011-05-02,0.0
2011-05-04,-18.1818
2011-05-05,0.0
2011-05-06,11.1111
2011-05-09,-10.0
2011-05-10,0.0
2011-05-11,44.4444
2011-05-12,-46.1538
2011-05-13,14.2857
2011-05-16,0.0
2011-05-17,-7.5
2011-05-18,2.7027
2011-05-19,0.0
2011-05-20,0.0
2011-05-23,-2.6316
2011-05-24,21.6216
2011-05-25,0.0
2011-05-26,-18.8889
2011-05-27,2.7397
2011-05-31,-20.0
2011-06-01,16.6667
2011-06-02,-7.1429
2011-06-03,23.0769
2011-06-06,-18.75
2011-06-07,-7.6923
2011-06-08,0.2083
2011-06-09,-3.5343
2011-06-10,0.0
2011-06-13,1.7241
2011-06-14,0.0
2011-06-15,1.6949
2011-06-16,33.3333
2011-06-17,0.0
2011-06-20,-12.5
2011-06-21,28.5714
2011-06-22,-11.1111
2011-06-24,-25.0
2011-06-27,16.6667
2011-06-28,0.0
2011-06-29,14.2857
2011-06-30,-25.0
2011-07-01,0.0
2011-07-05,17.5
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,0.0
2011-07-11,20.5674
2011-07-12,-17.0588
2011-07-13,-3.5461
2011-07-14,0.0
2011-07-15,0.0
2011-07-18,5.8824
2011-07-19,0.0
2011-07-20,4.1667
2011-07-21,6.6667
2011-07-22,-11.25
2011-07-25,0.0
2011-07-27,0.0
2011-07-28,0.0
2011-07-29,-8.4507
2011-08-01,23.0769
2011-08-03,-12.5
2011-08-04,0.0
2011-08-08,21.4286
2011-08-09,-44.7059
2011-08-10,6.383
2011-08-11,-30.0
2011-08-12,28.5714
2011-08-16,-21.9444
2011-08-17,0.0
2011-08-18,28.1139
2011-08-22,0.0
2011-08-23,-11.1111
2011-08-25,0.0
2011-08-26,0.0
2011-08-30,12.5
2011-09-02,-8.8889
2011-09-06,0.0
2011-09-09,0.0
2011-09-12,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,-2.439
2011-09-23,-12.5
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,-14.2857
2011-09-29,36.6667
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-12,-14.6341
2011-10-14,-14.2857
2011-10-17,0.0
2011-10-18,16.6667
2011-10-19,-14.2857
2011-10-24,-6.6667
2011-10-25,0.0
2011-10-26,0.0
2011-10-28,7.1429
2011-10-31,-3.3333
2011-11-01,-20.6897
2011-11-02,8.6957
2011-11-03,0.0
2011-11-07,20.0
2011-11-08,-13.3333
2011-11-09,3.8462
2011-11-10,11.1111
2011-11-14,-3.3333
2011-11-15,0.0
2011-11-16,0.0
2011-11-21,3.4483
2011-11-25,-6.6667
2011-11-28,-28.5714
2011-11-29,5.0
2011-11-30,-4.7619
2011-12-01,-5.0
2011-12-02,0.0
2011-12-05,0.0
2011-12-07,0.0
2011-12-08,0.6579
2011-12-09,0.3268
2011-12-12,-11.4007
2011-12-14,0.0
2011-12-15,-14.7059
2011-12-16,3.4483
2011-12-19,10.0
2011-12-20,21.2121
2011-12-23,20.0
2011-12-27,0.0
2011-12-28,-43.75
2011-12-29,11.1111
2011-12-30,0.0
2012-01-03,33.3333
2012-01-04,27.5
2012-01-05,-21.5686
2012-01-06,40.0
2012-01-09,42.8571
2012-01-10,-17.5
2012-01-11,-36.3636
2012-01-13,28.5714
2012-01-17,7.4074
2012-01-18,3.4483
2012-01-19,0.0
2012-01-23,-16.6667
2012-01-25,0.0
2012-01-31,-88.0
2012-02-02,25.0
2012-02-13,0.0
2012-02-21,66.6667
2012-02-28,-40.0
2012-02-29,6.6667
2012-03-08,0.0
2012-03-09,0.0
2012-03-14,0.0
2012-03-20,-56.25
2012-03-22,0.0
2012-04-19,-71.4286
2012-04-20,0.0
2012-04-23,0.0
2012-05-07,600.0
2012-05-08,14.2857
2012-05-09,0.0
2012-05-10,0.0
2012-05-17,-56.25
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-13,0.0
2012-06-19,0.0
2012-06-22,0.0
2012-07-18,0.0
2012-08-01,0.0
2012-08-03,-14.2857
2012-08-06,-16.6667
2012-08-08,20.0
2012-08-16,-16.6667
2012-08-17,0.0
2012-08-20,-52.0
2012-08-31,25.0
2012-09-04,-33.3333
2012-09-07,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-17,0.0
2012-09-21,0.0
2012-09-26,0.0
2012-09-28,0.0
2012-10-12,0.0
2012-10-19,0.0
2012-10-22,150.0
2012-11-05,0.0
2012-11-06,0.0
2012-11-26,-78.0
2012-11-27,0.0
2012-12-03,0.0
2012-12-04,-89.2045
2012-12-10,842.1053
2012-12-14,78.7709
2012-12-24,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-02-14,-25.0
2013-02-25,0.0
2013-02-26,0.0
2013-03-04,0.0
2013-03-08,0.0
2013-03-21,0.0
2013-03-22,0.0
2013-03-26,200.0
2013-04-12,0.0
2013-04-25,-55.5556
2013-05-17,50.0
2013-06-12,0.0
2013-06-19,2.2917
2013-06-21,0.0
2013-07-08,0.0
2013-07-22,0.0
2013-07-25,0.0
2013-08-07,0.0
2013-08-20,0.0
2013-09-05,0.0
2013-11-13,0.0
2013-11-21,0.0
2013-11-27,0.0
2013-11-29,0.0
2013-12-04,0.0
2013-12-05,0.0
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-16,0.0
2013-12-23,0.0
2013-12-27,0.0
2013-12-31,-18.5336
2014-01-15,0.0
2014-01-23,0.0
2014-03-10,0.0
2014-03-17,220.0
2014-03-18,25.0
2014-04-01,0.0
2014-04-04,0.0
2014-04-07,0.0
2014-04-21,0.0
2014-04-23,0.0
2014-04-24,-10.0
2014-05-08,-22.2222
2014-05-28,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-16,0.0
2014-07-03,0.0
2014-09-05,0.0
2014-09-10,0.0
2014-09-12,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-10-07,0.0
2014-11-05,0.0
2014-11-21,0.0
2014-12-04,-14.2857
2014-12-08,0.0
2014-12-11,16.6667
2014-12-12,28.5714
2014-12-19,-11.1111
2015-01-20,0.0
2015-02-03,-25.0
2015-02-19,-16.6667
2015-03-03,-10.0
2015-04-06,0.0
2015-05-11,0.0
2015-06-05,33.3333
2015-06-09,-16.6667
2015-06-23,-16.0
2015-07-02,0.0
2015-07-10,42.5595
2015-08-03,-29.8539
2015-09-10,0.0
2015-10-26,0.0
2015-11-25,257.1429
2015-11-27,-68.6667
2015-12-07,0.0
2015-12-17,0.0
2015-12-29,0.0
2016-01-22,0.0
2016-02-01,0.0
2016-02-03,-3.4574
2016-02-17,-9.6419
2016-02-18,0.3049
2016-03-17,-2.7356
2016-04-26,-17.5
2016-05-04,0.0
2016-05-12,0.0
2016-06-06,0.0
2016-08-02,51.5152
2016-08-09,-8.0
2016-09-08,8.6957
2016-09-22,0.0
2016-10-17,-30.0
2016-10-24,0.0
2016-10-27,57.1429
2016-11-11,81.8182
2016-11-15,0.0
2016-12-05,-65.0
2017-01-17,185.7143
2017-01-25,-60.0
2017-02-10,150.0
2017-02-17,-60.0
2017-02-28,0.0
2017-03-01,-25.0
2017-03-13,66.6667
2017-03-17,-59.625
2017-03-29,119.195
2017-04-06,80.791
2017-04-10,0.0
2017-04-11,-12.5
2017-04-17,-7.1429
2017-04-21,0.0
2017-04-25,53.8462
2017-05-22,-0.125
2017-06-02,-34.9186
2017-06-06,0.0
2017-06-15,0.0
2017-06-16,29.0
2017-06-23,-16.5176
2017-06-27,-14.2857
2017-07-21,0.0
2017-07-26,66.6667
2017-08-09,-39.0
2017-10-02,17.4525
2017-10-03,39.5751
2017-10-04,20.0
2017-10-06,16.6667
2017-10-09,7.1429
2017-10-16,-26.6667
2017-11-02,-9.0909
2017-11-07,100.0
2017-11-08,0.0
2017-11-14,-25.0
2017-11-15,6.6667
2017-11-17,-6.25
2017-11-20,0.0
2017-11-21,0.0
2017-11-24,13.3333
2017-11-27,88.2353
2017-11-29,18.75
2017-11-30,71.0526
2017-12-01,49.2308
2017-12-04,2.0619
2017-12-05,-4.0404
2017-12-06,-5.2632
2017-12-07,5.5556
2017-12-08,5.2632
2017-12-11,10.0
2017-12-12,-18.1818
2017-12-13,1.1111
2017-12-14,-18.6813
2017-12-15,-1.3514
2017-12-18,9.589
2017-12-19,0.0
2017-12-20,-10.0
2017-12-21,-2.7778
2017-12-22,-12.857099999999999
2017-12-26,55.7377
2017-12-27,4.2105
2017-12-28,-14.1414
2017-12-29,12.4118
2018-01-02,9.8901
2018-01-03,0.0
2018-01-04,23.8095
2018-01-05,4.6154
2018-01-08,49.2647
2018-01-09,-6.4039
2018-01-10,-14.7368
2018-01-12,3.7037
2018-01-16,0.0
2018-01-17,-20.8333
2018-01-18,-6.015
2018-01-19,47.2
2018-01-22,-29.8913
2018-01-23,0.0
2018-01-25,4.6512
2018-01-26,0.0
2018-01-30,22.2222
2018-01-31,-12.1212
2018-02-01,0.0
2018-02-06,0.0
2018-02-07,-6.8966
2018-02-12,-7.4074
2018-02-14,-8.0
2018-02-15,-25.2174
2018-02-16,0.0
2018-02-20,16.2791
2018-02-26,0.0
2018-02-27,15.0
2018-03-08,0.0
2018-03-09,4.3478
2018-03-12,-4.1667
2018-03-14,8.6957
2018-03-20,-12.0
2018-03-21,-4.5455
2018-03-26,0.0
2018-04-05,-15.2381
2018-04-09,19.1011
2018-04-11,-50.9434
2018-04-12,15.3846
2018-04-13,66.6667
2018-04-16,10.0
2018-04-18,-10.0
2018-04-19,-29.2828
2018-04-23,14.2694
2018-04-27,0.0
2018-04-30,-12.5
2018-05-02,42.8571
2018-05-03,0.0
2018-05-11,-10.0
2018-05-15,0.0
2018-05-17,-37.7778
2018-05-18,25.0
2018-05-21,-14.2857
2018-05-22,-13.3333
2018-05-30,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,-13.461500000000001
2018-06-19,-33.3333
2018-06-22,-16.6667
2018-07-13,0.0
2018-07-17,108.0
2018-07-20,-32.6923
2018-07-31,0.0
2018-08-20,0.0
2018-08-28,117.1429
2018-09-19,-27.6316
2018-09-24,-18.1818
2018-09-27,8.8889
2018-09-28,0.0
2018-10-01,12.2449
2018-10-03,-7.2727
2018-10-08,-19.6078
2018-10-19,-9.7561
2018-10-26,-43.2432
2018-10-30,19.0476
2018-11-02,0.0
2018-11-20,0.0
2018-11-28,0.0
2018-12-07,0.0
2018-12-24,-4.0
2019-01-04,0.0
2019-01-09,0.0
2019-02-04,0.0
2019-03-13,-16.6667
2019-03-15,-35.0
2019-04-02,0.0
2019-05-06,-23.0769
2019-05-07,-20.0
2019-05-14,0.0
2019-09-17,-12.5
2019-10-25,400.0
2019-10-28,-31.4286
2019-10-30,0.0
2019-12-06,-44.5833
2019-12-27,-9.7744
2020-01-29,0.0
2020-02-06,0.0
2020-02-10,108.3333
2020-02-19,-20.0
2020-02-21,0.0
2020-02-24,-5.0
2020-02-25,0.0
2020-02-27,-7.8947
2020-03-09,-17.1429
2020-03-10,-10.3448
2020-03-12,-7.6923
2020-03-13,16.6667
2020-03-17,-29.2857
2020-04-06,-24.2424
2020-04-16,-6.6667
2020-04-24,92.8571
2020-04-27,159.2593
2020-05-19,-14.2857
2020-05-26,-58.3333
2020-06-01,52.0
2020-06-09,5.2632
2020-06-18,-50.0
2020-06-25,1.0
2020-07-06,216.8317
2020-07-08,6.25
2020-07-22,-70.5882
