ticker,UNF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,2.9703
2000-01-06,-0.9615
2000-01-07,-0.9709
2000-01-10,0.9804
2000-01-11,0.0
2000-01-12,-0.9709
2000-01-13,-5.8824
2000-01-14,1.0417
2000-01-18,-2.0619
2000-01-19,-1.0526
2000-01-20,1.0638
2000-01-21,-3.1579
2000-01-24,-2.1739
2000-01-25,3.3333
2000-01-26,-0.5376
2000-01-27,3.2432
2000-01-28,-0.5236
2000-01-31,-3.1579
2000-02-01,-2.7174
2000-02-02,2.7933
2000-02-03,0.5435
2000-02-04,0.0
2000-02-07,-0.5405
2000-02-08,-2.7174
2000-02-09,0.0
2000-02-10,-1.6760000000000002
2000-02-11,-5.1136
2000-02-14,1.7964
2000-02-15,1.1764999999999999
2000-02-16,1.7442
2000-02-17,-4.5714
2000-02-18,0.0
2000-02-22,-1.1976
2000-02-23,4.8485
2000-02-24,-5.2023
2000-02-25,0.0
2000-02-28,-2.439
2000-02-29,0.625
2000-03-01,0.0
2000-03-02,1.2422
2000-03-03,-1.8405
2000-03-06,2.5
2000-03-07,-3.6585
2000-03-08,1.6456
2000-03-09,2.5
2000-03-10,0.0
2000-03-13,-1.8293
2000-03-14,1.8634
2000-03-15,1.2195
2000-03-16,2.4096
2000-03-17,3.5294
2000-03-20,-2.2727
2000-03-21,3.4884
2000-03-22,3.3708
2000-03-23,-2.1739
2000-03-24,-0.5556
2000-03-27,-6.1453
2000-03-28,1.1905000000000001
2000-03-29,-1.1764999999999999
2000-03-30,2.3810000000000002
2000-03-31,4.6512
2000-04-03,-0.5556
2000-04-04,2.2346
2000-04-05,1.0929
2000-04-06,1.6216
2000-04-07,-2.1277
2000-04-10,-2.7174
2000-04-11,-2.7933
2000-04-12,-4.5977
2000-04-13,-1.2048
2000-04-14,1.2195
2000-04-17,0.0
2000-04-18,-4.8193
2000-04-19,0.6329
2000-04-20,-0.6289
2000-04-24,-0.6329
2000-04-25,-2.5478
2000-04-26,0.0
2000-04-27,-0.6536
2000-04-28,1.3158
2000-05-01,-0.6494
2000-05-02,-3.9215999999999998
2000-05-03,-7.483
2000-05-04,-1.4706000000000001
2000-05-05,6.7164
2000-05-08,-2.0979
2000-05-09,-1.4285999999999999
2000-05-10,-1.4493
2000-05-11,-2.2059
2000-05-12,6.015
2000-05-15,1.4184
2000-05-16,-2.0979
2000-05-17,-2.8571
2000-05-18,1.4706000000000001
2000-05-19,-0.7246
