ticker,MTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.5263
2000-01-04,-0.5291
2000-01-05,-0.266
2000-01-07,-0.2667
2000-01-10,-0.5348
2000-01-12,0.0
2000-01-13,-0.5376
2000-01-19,0.1351
2000-01-20,0.0
2000-01-21,-0.9447
2000-01-24,-0.2725
2000-01-25,-0.2732
2000-01-31,1.3275000000000001
2000-02-02,-0.545
2000-02-08,-0.8219
2000-02-10,-0.5525
2000-02-14,0.0
2000-02-22,-0.5556
2000-02-23,-0.2793
2000-02-24,-0.8403
2000-03-01,-0.7846
2000-03-02,-0.2865
2000-03-03,-0.5747
2000-03-06,-0.289
2000-03-07,-0.2899
2000-03-13,0.5814
2000-03-14,-0.578
2000-03-16,-0.2907
2000-03-17,-0.2915
2000-03-21,0.0
2000-03-22,0.0
2000-03-24,0.0
2000-03-27,-0.5848
2000-03-29,-0.004
2000-03-31,0.0
2000-04-03,-0.2959
2000-04-04,0.5935
2000-04-06,-0.295
2000-04-10,1.1834
2000-04-11,0.0
2000-04-13,-0.8772
2000-04-14,-2.0649
2000-04-19,-0.1506
2000-04-20,0.7541
2000-04-24,-2.3952
2000-04-25,0.0
2000-04-26,0.0466
2000-04-27,0.0
2000-04-28,0.6173
2000-05-01,0.6135
2000-05-02,-0.6098
2000-05-03,-0.3067
2000-05-04,0.0
2000-05-05,0.9231
2000-05-10,-0.3049
2000-05-12,-0.9174
2000-05-15,-0.3086
2000-05-16,0.6192
2000-05-18,-0.3077
2000-05-25,0.6173
2000-05-26,0.6551
2000-05-30,0.6135
2000-05-31,1.2195
2000-06-01,-3.6145
2000-06-02,0.625
2000-06-06,0.6211
2000-06-07,0.6173
2000-06-08,-0.6135
2000-06-09,-0.9259
2000-06-12,0.9346
2000-06-13,0.3086
2000-06-14,0.0
2000-06-19,-0.3077
2000-06-20,0.0
2000-06-21,-0.6173
2000-06-22,0.6211
2000-06-23,-0.3086
2000-06-26,-0.3096
2000-06-30,-0.0443
2000-07-07,0.625
2000-07-11,0.0
2000-07-12,-0.6211
2000-07-17,0.625
2000-07-18,-0.6211
2000-07-20,-2.5
2000-07-24,-0.641
2000-07-25,-0.9677
2000-07-26,-0.3257
2000-07-27,1.5299
2000-07-28,-0.1623
2000-07-31,0.3252
2000-08-01,-1.4586999999999999
2000-08-02,-0.6579
2000-08-07,0.6623
2000-08-11,0.0
2000-08-14,0.0
2000-08-15,-0.3289
2000-08-16,0.495
2000-08-17,0.0
2000-08-18,-1.4778
