ticker,HWAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-28,-50.0
2011-05-23,40.0
2011-05-24,-29.1071
2011-05-25,0.0
2011-05-27,20.9068
2011-06-01,-49.6875
2011-06-03,78.882
2011-06-06,-7.4074
2011-06-08,-30.0
2011-06-10,-5.7143
2011-06-13,3.0303
2011-06-15,17.647100000000002
2011-06-17,-15.0
2011-06-20,2.9412000000000003
2011-06-22,0.0
2011-06-27,0.0
2011-06-29,0.0
2011-07-11,0.0
2011-07-13,14.2857
2011-08-03,-0.3125
2011-08-17,-2.1944
2011-08-29,-35.8974
2011-08-31,10.0
2011-09-06,0.0
2011-09-07,9.0909
2011-09-08,16.6667
2011-09-09,14.2857
2011-09-21,-75.0
2011-09-22,0.0
2011-09-23,160.0
2011-09-26,0.0
2011-09-27,-51.9231
2011-09-28,0.0
2011-09-29,20.0
2011-09-30,66.6667
2011-10-24,0.0
2011-12-21,-36.0
2011-12-22,-6.25
2011-12-23,66.6667
2011-12-29,-40.0
2012-01-09,-33.3333
2012-01-10,150.0
2012-01-30,-68.0
2012-02-06,-37.5
2012-02-17,0.0
2012-04-05,0.0
2012-04-17,0.0
2012-06-11,200.0
2012-08-03,-66.6667
2012-08-16,200.0
2012-09-17,-85.8333
2012-10-09,-95.2941
2012-11-29,-57.5
2013-07-23,1311.7647
2013-08-07,433.3333
2013-08-12,-37.5
2013-09-04,0.0
2013-09-16,60.0
2013-09-18,-18.75
2013-09-20,-23.0769
2013-09-26,0.0
2013-10-08,-40.0
2013-10-16,133.3333
2013-10-17,42.8571
2013-10-18,225.0
2013-10-21,53.8462
2013-10-22,0.0
2013-10-23,1.0
2013-10-24,23.7624
2013-10-25,4.0
2013-10-28,15.3846
2013-10-29,0.0
2013-10-30,16.6667
2013-10-31,-0.5714
2013-11-01,0.0
2013-11-04,14.9425
2013-11-05,10.0
2013-11-06,-4.5455
2013-11-07,42.8571
2013-11-08,3.3333
2013-11-11,-2.9032
2013-11-13,4.3189
2013-11-14,2.5478
2013-11-15,0.9317
2013-11-20,3.0769
2013-11-21,-0.2985
2013-11-22,1.7964
2013-11-25,-0.5882
2013-11-26,2.071
2013-12-02,0.0
2013-12-04,0.0
2013-12-05,0.5797
2013-12-06,0.0
2013-12-09,0.2882
2013-12-10,0.0
2013-12-11,-2.2989
2013-12-12,-0.5882
2013-12-13,0.0
2013-12-16,0.2959
2013-12-17,-1.1799
2013-12-18,2.9851
2013-12-19,-2.6087
2013-12-20,0.5952
