ticker,DTII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-24,49.0
2000-07-25,2.6846
2000-07-26,-1.9607999999999999
2000-07-27,0.6667
2000-07-28,7.2848
2000-07-31,8.0247
2000-08-01,7.1429
2000-08-02,0.0
2000-08-03,6.6667
2000-08-04,0.0
2000-08-07,12.5
2000-08-08,9.7222
2000-08-09,6.3291
2000-08-10,4.7619
2000-08-11,0.0
2000-08-14,9.0909
2000-08-15,0.0
2000-08-16,0.0
2000-08-17,4.1667
2000-08-18,4.0
2000-08-21,-3.8462
2000-08-22,1.0
2000-08-23,0.0
2000-08-24,2.9703
2000-08-25,0.0
2000-08-28,-3.8462
2000-08-29,2.0
2000-08-30,5.8824
2000-08-31,-4.0
2000-09-01,-0.3086
2000-09-05,0.0
2000-09-06,-3.2508
2000-09-07,-2.0
2000-09-08,4.0816
2000-09-11,-4.3137
2000-09-13,-5.7377
2000-09-14,-8.6957
2000-09-15,0.0
2000-09-18,-14.2857
2000-09-19,2.2222
2000-09-20,10.8696
2000-09-21,-11.7647
2000-09-25,11.1111
2000-09-26,-15.6
2000-09-27,-4.2654
2000-09-28,36.1386
2000-09-29,-21.4545
2000-10-02,1.8519
2000-10-03,-18.1818
2000-10-04,-11.1111
2000-10-05,0.0
2000-10-06,-5.0
2000-10-10,5.2632
2000-10-11,0.0
2000-10-12,0.0
2000-10-13,-2.5
2000-10-16,-7.6923
2000-10-17,11.1111
2000-10-18,-7.5
2000-10-19,-5.4054
2000-10-20,-2.8571
2000-10-23,-11.7647
2000-10-24,-33.3333
2000-10-25,0.0
2000-10-26,-22.5
2000-10-27,29.0323
2000-10-30,0.0
2000-10-31,0.0
2000-11-01,50.0
2000-11-02,16.6667
2000-11-03,5.7143
2000-11-06,-5.4054
2000-11-07,-8.5714
2000-11-08,3.125
2000-11-09,3.0303
2000-11-10,-14.7059
2000-11-13,3.4483
2000-11-14,10.0
2000-11-15,-15.1515
2000-11-16,0.0
2000-11-17,-4.2857
2000-11-20,8.209
2000-11-21,-3.4483
2000-11-22,25.0
2000-11-24,0.0
2000-11-27,-8.5714
2000-11-28,6.25
2000-11-29,-8.8235
2000-11-30,-3.2258
2000-12-01,13.3333
2000-12-04,-13.9706
2000-12-06,19.6581
2000-12-07,-14.2857
2000-12-11,6.6667
2000-12-12,6.25
2000-12-13,5.8824
2000-12-14,-8.3333
2000-12-15,3.0303
2000-12-18,-2.9412000000000003
2000-12-19,0.0
2000-12-20,-15.1515
2000-12-21,10.7143
