ticker,ARGQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-02,-30.0
2013-02-06,14.2857
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,6.25
2013-03-05,11.7647
2013-03-06,5.2632
2013-03-07,10.0
2013-03-08,0.9091
2013-03-11,-0.9009
2013-03-13,0.0
2013-03-14,0.0
2013-03-19,-8.1818
2013-03-20,18.8119
2013-04-01,-20.8333
2013-04-02,-68.4211
2013-04-03,-33.3333
2013-04-05,25.0
2013-04-08,-35.6
2013-04-09,8.6957
2013-04-10,71.4286
2013-04-11,16.6667
2013-04-12,57.1429
2013-04-16,-27.2727
2013-04-17,0.0
2013-04-18,-27.5
2013-04-19,79.3103
2013-04-22,-43.4615
2013-04-23,-1.0204
2013-04-24,0.0
2013-04-26,54.6392
2013-05-03,-44.4444
2013-05-07,-28.0
2013-05-09,-44.4444
2013-05-10,100.0
2013-05-13,10.0
2013-05-15,-22.7273
2013-05-22,40.5882
2013-05-23,63.1799
2013-05-28,41.0256
2013-06-24,-50.9091
2013-07-30,0.0
2013-08-01,-44.0741
2013-09-25,0.0
2013-10-17,-33.7748
2013-10-28,70.0
2013-10-29,117.6471
2013-10-30,-41.8919
2013-11-12,-43.7209
2013-11-13,0.0
2013-11-21,0.0
2013-11-25,0.0
2013-12-10,3.3058
2013-12-12,-4.0
2013-12-13,-16.6667
2013-12-26,25.0
2013-12-27,0.0
2013-12-30,0.0
2013-12-31,28.0
2014-01-09,40.625
2014-01-10,8.8889
2014-01-13,-14.2857
2014-01-14,-23.3333
2014-01-15,8.6957
2014-01-16,11.4286
2014-01-17,28.2051
2014-01-21,-8.0
2014-01-22,0.0
2014-01-24,0.0
2014-01-27,8.6957
2014-02-03,0.0
2014-02-04,48.0
2014-02-05,-5.4054
2014-02-06,-20.0
2014-02-07,-14.2857
2014-02-10,0.0
2014-02-11,-37.5
2014-02-12,20.0
2014-02-13,-11.0417
2014-02-14,0.0
2014-02-18,6.1671
2014-02-19,-45.2941
2014-02-20,72.043
2014-02-21,-0.0781
2014-02-24,-11.2979
2014-02-25,-8.3297
2014-02-26,0.0
2014-02-27,23.0769
2014-02-28,-28.0078
2014-03-03,0.0
2014-03-05,-4.5035
2014-03-06,8.9773
2014-03-07,-8.2377
2014-03-12,-9.0909
2014-03-14,-25.0
2014-03-18,0.0
2014-03-20,60.0
2014-03-24,-37.5
2014-03-27,0.6667
2014-03-28,-0.6623
2014-03-31,26.6667
2014-04-01,130.5263
