ticker,CYGT US Equity
2005-08-26,1.9355
2005-08-29,-1.8987
2005-08-30,1.9355
2005-08-31,0.0
2005-09-01,-0.6329
2005-09-02,0.0
2005-09-06,0.0
2005-09-07,-3.1847
2005-09-08,0.0
2005-09-09,3.2895
2005-09-12,0.0
2005-09-13,1.9108
2005-09-14,-3.125
2005-09-15,1.2903
2005-09-16,0.6369
2005-09-19,-0.6329
2005-09-20,0.6369
2005-09-21,0.0
2005-09-22,0.0
2005-09-23,0.0
2005-09-26,-1.8987
2005-09-27,0.0
2005-09-28,0.0
2005-09-29,1.9355
2005-09-30,-0.6329
2005-10-03,0.6369
2005-10-04,0.0
2005-10-05,-1.8987
2005-10-06,1.9355
2005-10-07,-1.8987
2005-10-10,0.0
2005-10-11,-1.9355
2005-10-12,3.2895
2005-10-13,-1.2739
2005-10-14,0.6452
2005-10-17,-0.641
2005-10-18,0.0
2005-10-19,0.0
2005-10-20,0.0
2005-10-21,-0.6452
2005-10-24,0.0
2005-10-25,-0.6494
2005-10-26,0.0
2005-10-27,1.3072
2005-10-28,0.0
2005-10-31,1.9355
2005-11-01,-1.8987
2005-11-02,1.9355
2005-11-03,-3.1646
2005-11-04,2.6144
2005-11-07,-1.2739
2005-11-08,3.2258
2005-11-09,0.0
2005-11-10,-1.25
2005-11-11,-3.7975
2005-11-14,3.9474
2005-11-15,-1.2658
2005-11-16,1.2821
2005-11-17,-1.8987
2005-11-18,-0.6452
2005-11-21,1.9481000000000002
2005-11-22,0.6369
2005-11-23,-5.0633
2005-11-25,5.3333
2005-11-28,0.0
2005-11-29,0.0
2005-11-30,0.0
2005-12-01,0.0
2005-12-02,-1.8987
2005-12-05,-1.9355
2005-12-06,0.0
2005-12-07,0.0
2005-12-08,-1.3158
2005-12-09,0.0
2005-12-12,-6.6667
2005-12-13,3.5714
2005-12-14,-3.4483
2005-12-15,-3.5714
2005-12-16,0.0
2005-12-19,-11.1111
2005-12-20,-1.6667
2005-12-21,1.6949
2005-12-22,-1.6667
2005-12-23,1.6949
2005-12-27,0.0
2005-12-28,-12.5
2005-12-29,-0.9524
2005-12-30,13.461500000000001
2006-01-03,0.0
2006-01-04,0.0
2006-01-05,-0.8475
2006-01-10,-1.7094
2006-01-11,-8.6957
2006-01-12,-20.0
2006-01-13,-4.7619
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,-6.25
2006-01-20,9.3333
2006-01-23,-2.439
2006-01-24,-6.25
2006-01-25,0.0
2006-01-26,0.0
2006-01-27,13.3333
2006-01-30,-15.2941
2006-01-31,19.4444
2006-02-01,-6.9767
2006-02-02,-12.5
2006-02-03,18.5714
2006-02-06,1.2048
2006-02-07,-4.7619
2006-02-08,8.75
2006-02-09,-3.4483
2006-02-10,-4.7619
2006-02-13,2.5
2006-02-14,-8.5366
2006-02-15,4.0
2006-02-16,5.1282
2006-02-17,0.0
2006-02-21,0.0
2006-02-22,-1.2195
2006-02-23,-7.4074
2006-02-24,4.0
2006-02-27,-10.2564
2006-02-28,28.5714
2006-03-01,-5.5556
2006-03-02,1.1764999999999999
2006-03-03,-10.4651
2006-03-06,-6.4935
2006-03-07,11.1111
2006-03-08,-25.0
2006-03-09,0.0
2006-03-10,16.6667
2006-03-13,-14.2857
2006-03-14,-13.3333
2006-03-15,-3.8462
2006-03-16,-10.0
2006-03-17,-22.2222
2006-03-20,28.5714
2006-03-21,-4.4444
2006-03-22,0.0
2006-03-23,-6.9767
2006-03-24,0.0
2006-03-27,0.0
2006-03-28,0.0
2006-03-29,80.0
2006-03-30,-2.7778
2006-03-31,-7.1429
2006-04-03,-7.6923
2006-04-04,10.0
2006-04-05,0.0
2006-04-06,-1.5152
2006-04-07,-7.6923
2006-04-10,0.0
2006-04-11,-8.3333
2006-04-12,-18.1818
2006-04-13,11.1111
2006-04-17,0.0
2006-04-18,-30.0
2006-04-19,0.0
2006-04-20,-14.2857
2006-04-21,46.6667
2006-04-24,0.0
2006-04-25,0.0
2006-04-26,2.2727
2006-04-27,6.6667
2006-04-28,-2.0833
2006-05-01,6.383
2006-05-02,0.0
2006-05-03,0.0
2006-05-04,10.0
2006-05-05,0.0
2006-05-08,-1.8182
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,-1.8519
2006-05-12,-1.8868
2006-05-15,0.0
2006-05-16,-3.8462
2006-05-17,4.0
2006-05-18,1.9231
2006-05-22,-9.434
2006-05-23,4.1667
2006-05-24,8.0
2006-05-25,-12.963
2006-05-26,4.2553
2006-05-30,4.0816
2006-06-01,-1.9607999999999999
2006-06-02,4.0
2006-06-05,-9.6154
2006-06-06,6.383
2006-06-07,-20.0
2006-06-08,17.5
2006-06-09,2.1277
2006-06-14,-1.0417
2006-06-15,-15.7895
2006-06-16,0.0
2006-06-19,-25.0
2006-06-20,33.3333
2006-06-23,20.0
2006-06-26,-6.25
2006-06-28,-22.2222
2006-06-29,8.5714
2006-06-30,0.0
2006-07-06,10.526299999999999
2006-07-07,-28.5714
2006-07-10,0.0
2006-07-11,0.0
2006-07-12,0.0
2006-07-13,40.0
2006-07-17,-16.6667
2006-07-18,-28.5714
2006-07-19,40.0
2006-07-20,-14.2857
2006-07-21,16.6667
2006-07-24,0.0
2006-07-25,-28.5714
2006-07-26,116.0
2006-07-28,-44.4444
2006-07-31,6.6667
2006-08-02,-37.5
2006-08-03,10.0
2006-08-04,-9.0909
2006-08-07,-7.5
2006-08-08,24.3243
2006-08-09,-17.3913
2006-08-10,5.2632
2006-08-11,0.0
2006-08-14,-10.0
2006-08-15,77.7778
2006-08-16,-21.875
2006-08-17,28.0
2006-08-18,-6.25
2006-08-23,6.6667
2006-08-24,6.25
2006-08-25,0.0
2006-08-28,-11.7647
2006-08-29,13.3333
2006-08-30,-2.9412000000000003
2006-09-07,0.0
2006-09-08,-3.0303
2006-09-11,0.0
2006-09-12,-6.25
2006-09-13,0.0
2006-09-14,0.0
2006-09-18,-40.0
2006-09-19,66.6667
2006-09-20,10.0
2006-09-21,-39.3939
2006-09-22,50.0
2006-10-05,3.3333
2006-10-16,-48.3871
2006-10-17,75.0
2006-10-20,-10.7143
2006-10-26,12.0
2006-10-30,-10.7143
2006-10-31,0.0
2006-11-06,-68.0
2006-11-07,162.5
2006-11-08,0.0
2006-11-09,-42.8571
2006-11-13,133.3333
2006-11-14,-35.7143
2006-11-15,0.0
2006-11-16,16.6667
2006-11-17,0.0
2006-11-21,-14.2857
2006-11-22,16.6667
2006-11-28,0.0
2006-12-04,-52.381
2006-12-05,50.0
2006-12-06,-26.6667
2006-12-08,90.9091
2006-12-11,-47.619
2006-12-12,-9.0909
2006-12-13,0.0
2006-12-15,50.0
2006-12-18,-10.0
2006-12-20,-25.9259
2006-12-21,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,5.0
2006-12-29,61.9048
2007-01-05,-38.2353
2007-01-08,0.0
2007-01-09,52.381
2007-01-10,-25.0
2007-01-11,16.6667
2007-01-12,-7.1429
2007-01-16,15.3846
2007-01-19,0.0
2007-01-24,-33.3333
2007-01-25,-20.0
2007-01-29,0.0
2007-01-30,50.0
2007-01-31,0.0
2007-02-01,0.0
2007-02-07,-41.6667
2007-02-08,71.4286
2007-02-14,-16.6667
2007-02-16,-9.0
2007-02-21,9.8901
2007-02-23,20.0
2007-02-26,0.0
2007-02-27,-25.0
2007-02-28,33.3333
2007-03-02,-25.0
2007-03-05,33.3333
2007-03-06,0.0
2007-03-12,-25.0
2007-03-16,33.3333
2007-03-21,-58.3333
2007-03-22,140.0
2007-03-23,0.0
2007-03-26,0.0
2007-03-27,-8.3333
2007-03-28,9.0909
2007-03-30,-16.6667
2007-04-02,0.0
2007-04-03,-10.0
2007-04-04,22.2222
2007-04-05,-9.0909
2007-04-09,-20.0
2007-04-10,0.0
2007-04-11,6.25
2007-04-12,0.0
2007-04-13,5.8824
2007-04-17,33.3333
2007-04-18,-8.3333
2007-04-23,-9.0909
2007-04-25,-20.0
2007-04-30,25.0
2007-05-02,10.0
2007-05-03,-27.2727
2007-05-10,37.5
2007-05-11,0.0
2007-05-14,-27.2727
2007-05-21,0.0
2007-05-23,0.0
2007-05-30,50.0
2007-06-04,-8.3333
2007-06-05,-27.2727
2007-06-06,-22.5
2007-06-07,29.0323
2007-06-08,-12.5
2007-06-12,-14.2857
2007-06-18,-11.6667
2007-06-19,50.9434
2007-06-20,-6.25
2007-06-21,20.0
2007-06-22,-16.6667
2007-06-25,33.3333
2007-06-26,0.0
2007-06-27,0.0
2007-06-28,-20.0
2007-06-29,12.5
2007-07-03,11.1111
2007-07-05,-10.0
2007-07-06,11.1111
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,-15.0
2007-07-12,-5.8824
2007-07-13,18.75
2007-07-16,-36.8421
2007-07-17,58.3333
2007-07-18,-26.3158
2007-07-19,0.0
2007-07-23,0.0
2007-07-24,28.5714
2007-07-25,-26.6667
2007-07-26,-1.5152
2007-07-27,-7.6923
2007-08-01,-16.6667
2007-08-02,80.0
2007-08-03,0.0
2007-08-06,-5.5556
2007-08-07,0.0
2007-08-08,0.0
2007-08-09,5.8824
2007-08-10,0.0
2007-08-15,-44.4444
2007-08-16,80.0
2007-08-17,-1.1111
2007-08-22,-4.4944
2007-08-27,-11.7647
2007-08-28,0.0
2007-08-29,-33.3333
2007-08-30,50.0
2007-08-31,0.0
2007-09-05,0.0
2007-09-06,0.0
2007-09-10,-20.0
2007-09-12,25.0
2007-09-18,0.0
2007-09-19,-20.0
2007-09-24,25.0
2007-10-02,-20.0
2007-10-05,25.0
2007-10-08,-33.3333
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,48.0
2007-10-16,-32.4324
2007-10-23,0.0
2007-10-25,20.0
2007-10-29,16.6667
2007-11-01,-42.8571
2007-11-02,47.5
2007-11-05,35.5932
2007-11-06,6.25
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,64.7059
2007-11-13,-42.8571
2007-11-14,50.0
2007-11-15,0.0
2007-11-16,8.3333
2007-11-19,0.0
2007-11-20,-23.0769
2007-11-21,20.0
2007-11-23,-33.3333
2007-11-26,0.0
2007-11-27,37.5
2007-11-29,-35.4545
2007-11-30,12.6761
2007-12-03,-12.5
2007-12-04,-14.2857
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,-33.3333
2007-12-10,50.0
2007-12-11,0.0
2007-12-13,16.6667
2007-12-14,0.0
2007-12-20,14.2857
2007-12-21,-12.5
2007-12-24,-28.5714
2007-12-31,0.0
2008-01-02,20.0
2008-01-04,0.0
2008-01-11,-8.3333
2008-01-22,0.0
2008-01-24,0.0
2008-01-28,-45.4545
2008-01-29,100.0
2008-02-06,0.0
2008-02-11,0.0
2008-02-22,0.0
2008-02-25,-83.3333
2008-02-27,400.0
2008-02-28,-60.0
2008-03-04,-50.0
2008-03-10,0.0
2008-03-13,50.0
2008-03-17,6.6667
2008-03-19,0.0
2008-03-25,0.0
2008-03-28,-37.5
2008-03-31,-50.0
2008-04-04,20.0
2008-04-09,-33.3333
2008-04-18,150.0
2008-04-22,0.0
2008-04-24,0.0
2008-04-30,0.0
2008-05-05,-25.0
2008-05-12,-98.3333
2008-05-30,0.0
2008-06-03,0.0
2008-09-19,0.0
2008-11-03,0.0
2008-11-04,700.0
2008-11-19,-87.5
2008-11-20,0.0
2008-11-26,0.0
2008-12-22,0.0
2008-12-23,0.0
2008-12-31,0.0
2009-05-26,700.0
2010-05-28,-87.5
2011-12-19,0.0
2012-07-12,700.0
2012-10-01,0.0
2012-10-26,0.0
2012-12-17,0.0
2012-12-18,0.0
2015-07-24,0.0
2015-07-29,-87.5
2016-05-19,0.0
2016-06-16,0.0
2016-08-04,0.0
2016-12-05,700.0
2017-05-01,-87.5
2017-05-16,700.0
2017-07-11,0.0
2018-01-03,0.0
2018-08-06,0.0
2018-09-19,-90.0
2018-11-30,-99.0
2019-03-12,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-17,0.0
2019-05-24,0.0
2020-04-29,9900.0
2020-05-13,0.0
