ticker,VEGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-18,-90.0
2009-07-31,0.0
2009-10-02,0.0
2009-11-12,0.0
2009-12-11,400.0
2010-01-05,0.0
2010-02-05,400.0
2010-02-23,-60.0
2010-05-11,-90.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-28,7400.0
2010-06-11,-98.5333
2010-06-22,9.0909
2010-06-25,0.0
2010-08-11,4150.0
2010-08-20,-49.0196
2010-09-21,0.0
2010-09-22,-3.8462
2010-09-27,0.0
2010-09-30,-78.0
2010-10-06,-72.7273
2010-10-07,233.3333
2010-10-11,-40.0
2010-10-29,100.0
2010-11-18,0.0
2010-11-19,316.6667
2011-02-24,-58.0
2011-03-22,42.8571
2011-05-31,0.0
2011-06-23,0.0
2011-06-24,0.0
2011-07-01,0.0
2011-07-11,0.0
2011-07-18,0.0
2011-07-26,13.3333
2011-08-05,-11.7647
2011-09-13,-33.3333
2011-09-16,10.0
2011-09-27,-9.0909
2011-10-26,100.0
2011-11-02,-72.5
2011-11-03,27.2727
2011-11-09,-14.2857
2011-11-17,0.0
2011-11-28,0.0
2011-12-01,-16.6667
2012-01-19,0.0
2012-01-25,0.0
2012-04-05,0.0
2012-07-06,0.0
2012-07-17,0.0
2012-10-10,0.0
2012-10-18,300.0
2012-11-05,-70.0
2012-12-06,0.0
2012-12-14,0.0
2013-01-10,0.0
2013-01-15,316.6667
2013-01-29,-76.0
2013-02-05,0.0
2013-02-26,-16.6667
2013-05-17,0.0
2013-06-19,0.0
2013-07-30,0.0
2013-08-01,0.0
2013-08-28,-20.0
2013-09-18,0.0
2013-09-27,-50.0
2013-10-04,5.0
2013-11-08,0.0
2013-11-18,0.0
2014-01-23,4.7619
2014-02-12,127.2727
2014-02-21,1100.0
2014-02-24,-56.6667
2014-02-25,-30.7692
2014-02-27,11.1111
2014-03-06,-10.0
2014-03-10,66.6667
2014-03-28,-16.6667
2014-04-08,-20.0
2014-04-10,-5.0
2014-05-22,-21.0526
2014-05-27,0.0
2014-06-02,-33.3333
2014-06-05,50.0
2014-06-06,106.6667
2014-06-09,-48.3871
2014-06-10,-23.125
2014-06-11,10.5691
2014-06-12,-19.1176
2014-06-13,0.0
2014-06-16,-22.7273
2014-06-18,0.0
2014-06-19,0.0
2014-06-24,-3.3824
2014-06-25,0.0
2014-06-27,0.0
2014-07-02,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-11,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-30,-39.1172
