ticker,BLUE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-19,58.2941
2013-06-20,-3.0472
2013-06-21,-2.2614
2013-06-24,-1.5686
2013-06-25,0.4382
2013-06-26,-0.5553
2013-06-27,-0.2792
2013-06-28,-0.12
2013-07-01,5.1662
2013-07-02,14.2422
2013-07-03,0.1667
2013-07-05,-2.5957
2013-07-08,2.4599
2013-07-09,-1.7339
2013-07-10,1.7984
2013-07-11,0.7333
2013-07-12,1.4229
2013-07-15,6.0359
2013-07-16,7.6923
2013-07-17,-0.6286
2013-07-18,-0.3163
2013-07-19,-1.9613
2013-07-22,-4.1189
2013-07-23,3.0071
2013-07-24,-5.3917
2013-07-25,-3.9358
2013-07-26,0.0328
2013-07-29,1.0813
2013-07-30,4.0843
2013-07-31,-3.052
2013-08-01,0.5461
2013-08-02,0.7987
2013-08-05,0.0
2013-08-06,-5.2298
2013-08-07,-9.0301
2013-08-08,6.9485
2013-08-09,-2.3376
2013-08-12,0.0
2013-08-13,2.6751
2013-08-14,2.9825
2013-08-15,-3.229
2013-08-16,0.5848
2013-08-19,-0.8208
2013-08-20,-7.5517
2013-08-21,-3.5808
2013-08-22,-1.1219
2013-08-23,1.7997
2013-08-26,-1.4988000000000001
2013-08-27,-4.5806000000000004
2013-08-28,-0.1063
2013-08-29,4.298
2013-08-30,-2.2763
2013-09-03,2.0884
2013-09-04,2.2817
2013-09-05,-0.7308
2013-09-06,-1.3561
2013-09-09,3.4564
2013-09-10,2.0881
2013-09-11,-1.376
2013-09-12,0.5279
2013-09-13,3.4509
2013-09-16,-2.0667
2013-09-17,-1.518
2013-09-18,1.6541000000000001
2013-09-19,0.1109
2013-09-20,-6.945
2013-09-23,8.2572
2013-09-24,4.8772
2013-09-25,-6.7483
2013-09-26,-3.0746
2013-09-27,4.9902999999999995
2013-09-30,-0.6632
2013-10-01,0.5564
2013-10-02,-1.2173
2013-10-03,-4.6303
2013-10-04,1.6444999999999999
2013-10-07,-0.6163
2013-10-08,-8.9147
2013-10-09,-2.6383
2013-10-10,2.0542
2013-10-11,-3.8116
2013-10-14,2.0926
2013-10-15,-0.0436
2013-10-16,12.0419
2013-10-17,-6.1137
2013-10-18,-1.2858
2013-10-21,-6.8487
2013-10-22,0.1353
2013-10-23,3.1532
2013-10-24,1.5284
2013-10-25,-1.2903
2013-10-28,1.9172
2013-10-29,0.9406
2013-10-30,-2.5413
2013-10-31,-7.6488
2013-11-01,-0.2824
2013-11-04,-3.3034
2013-11-05,1.0249
