ticker,IVME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-15,20.0
2004-07-16,1.6667
2004-07-19,0.0
2004-07-20,0.0
2004-07-21,-1.6393
2004-07-22,-4.0
2004-07-23,2.4306
2004-07-26,-5.4237
2004-07-27,6.8100000000000005
2004-07-28,-2.349
2004-07-29,3.0928
2004-07-30,-1.6667
2004-08-02,-0.339
2004-08-03,1.3605
2004-08-04,0.6711
2004-08-05,-10.0
2004-08-06,0.0
2004-08-09,-12.963
2004-08-10,2.1277
2004-08-11,20.8333
2004-08-12,-1.7241
2004-08-13,-1.7544
2004-08-16,5.3571
2004-08-17,-0.678
2004-08-18,0.6826
2004-08-19,0.0
2004-08-20,-8.4746
2004-08-23,7.4074
2004-08-24,3.4483
2004-08-25,1.6667
2004-08-26,1.6393
2004-08-27,-1.6129
2004-08-30,0.9836
2004-08-31,-0.3247
2004-09-01,0.6515
2004-09-02,3.5599
2004-09-03,-5.3125
2004-09-07,0.6601
2004-09-08,1.6393
2004-09-09,-1.6129
2004-09-10,1.6393
2004-09-13,0.0
2004-09-14,-0.3226
2004-09-15,-3.8834999999999997
2004-09-16,-2.3569
2004-09-17,1.7241
2004-09-22,0.0
2004-09-23,0.0
2004-09-27,-3.3898
2004-09-28,1.7544
2004-09-29,-6.8966
2004-09-30,0.0
2004-10-01,1.8519
2004-10-04,0.0
2004-10-05,-1.8182
2004-10-06,-5.5556
2004-10-07,1.9607999999999999
2004-10-08,-5.7692
2004-10-11,2.0408
2004-10-12,-6.0
2004-10-13,-6.383
2004-10-14,2.2727
2004-10-15,0.0
2004-10-18,-6.6667
2004-10-19,16.6667
2004-10-20,0.0
2004-10-21,0.0
2004-10-22,0.0
2004-10-25,-2.0408
2004-10-26,0.0
2004-10-28,-16.6667
2004-10-29,0.0
2004-11-01,5.0
2004-11-03,0.0
2004-11-04,0.0
2004-11-08,0.0
2004-11-09,-26.1905
2004-11-10,-9.6774
2004-11-11,21.4286
2004-11-12,14.7059
2004-11-15,2.5641
2004-11-16,0.0
2004-11-17,0.0
2004-11-18,-30.0
2004-11-19,-2.8571
2004-11-22,16.9118
2004-11-23,0.6289
2004-11-24,-6.25
2004-11-29,0.0
2004-11-30,-3.3333
2004-12-01,-3.4483
2004-12-02,0.0
2004-12-03,10.7143
2004-12-06,0.0
2004-12-07,-3.2258
2004-12-08,3.3333
2004-12-09,-6.4516
2004-12-10,6.8966
2004-12-13,18.7097
2004-12-14,8.6957
2004-12-15,2.5
2004-12-16,1.4634
