ticker,USM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.5573
2000-01-04,-6.1021
2000-01-05,-7.6923
2000-01-06,-6.6091999999999995
2000-01-07,9.538499999999999
2000-01-10,10.1124
2000-01-11,-3.5714
2000-01-12,-1.5873
2000-01-13,0.4704
2000-01-14,-1.1371
2000-01-18,5.4804
2000-01-19,1.5394
2000-01-20,1.0739
2000-01-21,2.75
2000-01-24,-0.8516
2000-01-25,-2.8221
2000-01-26,1.8939
2000-01-27,-25.031
2000-01-28,-4.9587
2000-01-31,-6.7826
2000-02-01,0.9328
2000-02-02,4.2514
2000-02-03,-3.5461
2000-02-04,-4.0441
2000-02-07,-3.4483
2000-02-08,-0.0992
2000-02-09,-1.6882000000000001
2000-02-10,-0.6061
2000-02-11,-3.4553
2000-02-14,-5.3684
2000-02-15,-0.1112
2000-02-16,8.686
2000-02-17,9.0164
2000-02-18,-7.3308
2000-02-22,1.8256000000000001
2000-02-23,2.5896
2000-02-24,0.9709
2000-02-25,5.0
2000-02-28,0.1832
2000-02-29,-2.1024
2000-03-01,1.5873
2000-03-02,-1.4706000000000001
2000-03-03,1.306
2000-03-06,-1.4733
2000-03-07,-3.7382999999999997
2000-03-08,-1.2621
2000-03-09,0.7866
2000-03-10,7.7073
2000-03-13,-1.9022000000000001
2000-03-14,-1.385
2000-03-15,-2.0599
2000-03-16,0.5736
2000-03-17,3.0418
2000-03-20,-0.738
2000-03-21,-2.2305
2000-03-22,-0.5703
2000-03-23,-1.5295999999999998
2000-03-24,2.9126
2000-03-27,-1.5093999999999999
2000-03-28,0.5747
2000-03-29,5.0476
2000-03-30,1.9039000000000001
2000-03-31,1.0676
2000-04-03,-1.0563
2000-04-04,0.1779
2000-04-05,-1.9538
2000-04-06,0.3623
2000-04-07,0.0
2000-04-10,-0.0903
2000-04-11,-4.065
2000-04-12,-2.2599
2000-04-13,-1.3487
2000-04-14,-6.1523
2000-04-17,-5.0989
2000-04-18,4.8246
2000-04-19,3.1381
2000-04-20,-1.217
2000-04-24,-0.4107
2000-04-25,3.4021
2000-04-26,0.5982
2000-04-27,-2.8741
2000-04-28,-1.9388
2000-05-01,4.3704
2000-05-02,-0.4985
2000-05-03,-0.4008
2000-05-04,4.829
2000-05-05,0.6718
2000-05-08,-1.4299
2000-05-09,1.0638
2000-05-10,-2.6794000000000002
2000-05-11,4.3265
2000-05-12,2.0735
2000-05-15,0.277
2000-05-16,-2.0258
2000-05-17,-1.8797000000000001
2000-05-18,-0.5747
