ticker,GRBG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-20.0
2000-01-05,0.0
2000-01-10,-9.375
2000-01-11,-3.4483
2000-01-12,10.7143
2000-01-13,-3.2258
2000-01-14,0.0
2000-01-18,6.6667
2000-01-19,0.0
2000-01-21,-3.125
2000-01-24,12.9032
2000-01-25,0.0
2000-01-26,2.8571
2000-01-27,2.7778
2000-01-28,8.1081
2000-01-31,-22.5
2000-02-01,16.129
2000-02-02,-11.1111
2000-02-07,6.25
2000-02-08,-8.8235
2000-02-10,45.1613
2000-02-15,-17.7778
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-10.8108
2000-02-28,3.0303
2000-03-01,0.0
2000-03-02,0.0
2000-03-06,-2.9412000000000003
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,-6.0606
2000-03-10,6.4516
2000-03-14,-9.0909
2000-03-17,0.0
2000-03-20,-18.3333
2000-03-21,-2.0408
2000-03-22,0.0
2000-03-23,0.0
2000-03-27,-14.5833
2000-03-28,12.1951
2000-03-29,0.0
2000-03-30,6.5217
2000-03-31,2.0408
2000-04-03,0.0
2000-04-04,28.0
2000-04-05,-12.5
2000-04-06,0.0
2000-04-07,3.5714
2000-04-10,3.4483
2000-04-11,-6.6667
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-17.8571
2000-04-17,-21.7391
2000-04-20,-11.1111
2000-04-25,100.0
2000-04-27,-75.0
2000-04-28,300.0
2000-05-01,-50.0
2000-05-02,0.0
2000-05-03,12.5
2000-05-05,33.3333
2000-05-12,0.0
2000-05-18,16.6667
2000-05-23,-35.7143
2000-05-31,28.8889
2000-06-06,-31.0345
2000-06-07,40.0
2000-06-09,-28.5714
2000-06-12,25.0
2000-06-14,-20.0
2000-06-15,0.0
2000-06-20,0.0
2000-06-22,0.0
2000-06-28,0.0
2000-06-30,-50.0
2000-07-05,0.0
2000-07-06,180.0
2000-07-11,-28.5714
2000-07-12,26.5
2000-07-13,-29.249
2000-07-14,11.7318
2000-07-17,-12.5
2000-07-18,-2.8571
2000-07-20,25.0
2000-07-21,-2.1176
2000-07-25,-6.25
2000-07-26,2.5641
2000-07-28,11.5
2000-07-31,23.3184
2000-08-01,0.0
2000-08-02,-27.2727
2000-08-03,18.75
2000-08-09,-15.7895
2000-08-10,4.0
2000-08-11,-15.8654
2000-08-17,-5.7143
2000-08-18,-38.7879
2000-08-21,-0.9901
2000-08-22,0.0
2000-08-23,0.0
2000-08-25,-5.0
