ticker,REGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-19,1.0
2012-01-20,-3.6634
2012-01-23,-2.4666
2012-01-24,3.7935
2012-01-25,-0.3046
2012-01-26,-0.1018
2012-01-27,-0.1019
2012-01-30,-6.6327
2012-01-31,-0.3279
2012-02-01,0.3289
2012-02-02,0.9836
2012-02-03,0.0108
2012-02-06,0.422
2012-02-07,0.431
2012-02-08,-0.8584
2012-02-09,0.6494
2012-02-10,-0.4301
2012-02-13,1.7279
2012-02-14,0.4246
2012-02-15,0.6342
2012-02-16,0.6303
2012-02-17,-0.8351
2012-02-21,-2.7368
2012-02-22,0.0
2012-02-23,5.7359
2012-02-24,0.5118
2012-02-27,-0.5092
2012-02-28,-1.6377000000000002
2012-02-29,-0.4162
2012-03-01,-0.3135
2012-03-02,1.782
2012-03-05,-0.103
2012-03-06,-1.3402
2012-03-07,3.4483
2012-03-08,-1.5152
2012-03-09,-3.6923
2012-03-12,5.8573
2012-03-13,0.6036
2012-03-14,-1.0
2012-03-15,6.0606
2012-03-16,-1.4285999999999999
2012-03-19,-1.6425
2012-03-20,-0.4912
2012-03-21,-2.0731
2012-03-22,2.2177
2012-03-23,1.0848
2012-03-26,-0.3902
2012-03-27,-1.1753
2012-03-28,-0.2973
2012-03-29,0.0
2012-03-30,2.9821
2012-04-02,-0.9653
2012-04-03,0.0975
2012-04-04,-2.5316
2012-04-05,-0.2997
2012-04-09,-6.513
2012-04-10,1.7149
2012-04-11,1.5806
2012-04-12,2.6971
2012-04-13,-4.6465
2012-04-16,0.8475
2012-04-17,1.4706000000000001
2012-04-18,-5.0725
2012-04-19,0.2181
2012-04-20,0.7617
2012-04-23,-2.6997999999999998
2012-04-24,-0.444
2012-04-25,-0.7804
2012-04-26,0.7865
2012-04-27,1.6722000000000001
2012-04-30,-0.5482
2012-05-01,-0.6615
2012-05-02,-0.5549
2012-05-03,1.3393
2012-05-04,-3.5242
2012-05-07,-1.1416
2012-05-08,-2.6559
2012-05-09,0.0
2012-05-10,-4.2705
2012-05-11,-3.0979
2012-05-14,-6.5217
2012-05-15,7.9343
2012-05-16,0.0
2012-05-17,-9.6324
2012-05-18,-1.2623
2012-05-21,-3.9773
2012-05-22,-2.3669000000000002
2012-05-23,1.3636
2012-05-24,5.8296
2012-05-25,-1.4123999999999999
2012-05-29,-1.0029
2012-05-30,-1.3025
2012-05-31,1.7595
2012-06-01,-5.1873
2012-06-04,3.3435
2012-06-05,2.6471
2012-06-06,3.7249
