ticker,CNFR US Equity
2016-01-04,-0.5394
2016-01-05,-0.6508
2016-01-06,-0.8734
2016-01-07,-3.5242
2016-01-08,-1.8265
2016-01-11,-1.9767000000000001
2016-01-12,-2.1352
2016-01-13,0.0
2016-01-14,0.1212
2016-01-15,-1.0896
2016-01-19,-7.4663
2016-01-20,-0.7937
2016-01-21,3.2
2016-01-22,6.3307
2016-01-25,-1.4581
2016-01-26,-3.5758
2016-01-27,-0.5115
2016-01-28,-0.7712
2016-01-29,-0.1295
2016-02-01,0.9079
2016-02-02,2.8278
2016-02-03,1.0
2016-02-04,-4.2079
2016-02-05,0.7752
2016-02-08,-3.4615
2016-02-09,4.1169
2016-02-10,0.0
2016-02-11,-16.199
2016-02-12,-0.4566
2016-02-16,-2.5994
2016-02-17,0.471
2016-02-18,1.0937000000000001
2016-02-19,-0.6182
2016-02-22,-1.2442
2016-02-23,-4.4094
2016-02-24,2.4712
2016-02-25,0.9646
2016-02-26,-3.8217
2016-02-29,3.4768
2016-03-01,4.48
2016-03-02,6.5084
2016-03-03,-1.9409999999999998
2016-03-04,1.4663
2016-03-07,-5.0578
2016-03-08,-0.9132
2016-03-09,-2.3041
2016-03-10,-0.9434
2016-03-11,0.1587
2016-03-14,8.3994
2016-03-15,-1.462
2016-03-16,2.9674
2016-03-17,-0.4323
2016-03-18,0.5789
2016-03-21,-3.741
2016-03-22,-1.9432
2016-03-23,4.2683
2016-03-24,4.9708
2016-03-28,-1.9499
2016-03-29,-6.6761
2016-03-30,3.9574
2016-03-31,-4.3924
2016-04-01,0.6126
2016-04-04,3.1963
2016-04-05,-0.885
2016-04-06,-0.2976
2016-04-07,1.4925
2016-04-08,-1.9118
2016-04-11,1.7991000000000001
2016-04-12,-2.3564
2016-04-13,2.4133
2016-04-14,2.5037000000000003
2016-04-15,-4.7414
2016-04-18,1.2066
2016-04-19,-1.4903
2016-04-20,3.4796
2016-04-21,-3.2164
2016-04-22,-1.6616
2016-04-25,1.3825
2016-04-26,1.5133
2016-04-27,4.4796
2016-04-28,-2.7143
2016-04-29,-0.4405
2016-05-02,-3.9823
2016-05-03,0.0
2016-05-04,5.2227
2016-05-05,1.0219
2016-05-06,-5.7803
2016-05-09,2.3006
2016-05-10,-1.2744
2016-05-11,3.265
2016-05-12,-4.2647
2016-05-13,1.3825
2016-05-16,-0.7576
2016-05-17,-4.2748
2016-05-18,4.4657
2016-05-19,-2.1374
2016-05-20,2.1841
2016-05-23,1.0687
2016-05-24,2.1148
2016-05-25,-2.9586
2016-05-26,1.2195
2016-05-27,-3.1627
2016-05-31,3.577
2016-06-01,-0.3003
2016-06-02,-3.1627
2016-06-03,-0.6221
2016-06-06,-0.939
2016-06-07,-0.7899
2016-06-08,0.7962
2016-06-09,3.0016
2016-06-10,0.6135
2016-06-13,1.5244
2016-06-14,1.8018
2016-06-15,-4.4248
2016-06-16,-0.7716
2016-06-17,1.0886
2016-06-20,0.0
2016-06-21,0.6154
2016-06-22,0.0
2016-06-23,-0.6116
2016-06-24,0.0
2016-06-27,2.0
2016-06-28,0.4525
2016-06-29,1.5015
2016-06-30,2.6627
2016-07-01,10.2305
2016-07-05,0.1307
2016-07-06,2.2193
2016-07-07,-3.576
2016-07-08,-3.5762
2016-07-11,5.2198
2016-07-12,-2.2193
2016-07-13,-3.4713
2016-07-14,0.0
2016-07-15,-1.1065
2016-07-18,1.2587
2016-07-19,3.7293
2016-07-20,-3.1957
2016-07-21,0.2751
2016-07-22,-0.4115
2016-07-25,2.7548
2016-07-26,0.5362
2016-07-27,0.8
2016-07-28,0.5291
2016-07-29,8.4211
2016-08-01,-0.2427
2016-08-02,-0.9732
2016-08-03,-1.5971
2016-08-04,-6.4919
2016-08-05,2.1362
2016-08-08,-1.9607999999999999
2016-08-09,3.6
2016-08-10,2.3166
2016-08-11,0.6289
2016-08-12,-5.375
2016-08-15,1.0568
2016-08-16,3.6601
2016-08-17,2.0177
2016-08-18,-2.7194000000000003
2016-08-19,0.7624
2016-08-22,-0.3783
2016-08-23,0.0
2016-08-24,-1.2658
2016-08-25,-4.359
2016-08-26,0.5563
2016-08-29,-4.0192
2016-08-30,1.3889
2016-08-31,3.8356
2016-09-01,-1.4512
2016-09-02,5.7564
2016-09-06,0.8861
2016-09-07,1.3801999999999999
2016-09-08,-2.7228
2016-09-09,-3.0534
2016-09-12,10.2362
2016-09-13,1.3094999999999999
2016-09-14,0.9401
2016-09-15,-4.8894
2016-09-16,1.4687999999999999
2016-09-19,-2.5332
2016-09-20,-2.9703
2016-09-21,2.1046
2016-09-22,-0.5621
2016-09-23,-1.1307
2016-09-26,2.2872
2016-09-27,0.4969
2016-09-28,-1.1125
2016-09-29,-2.5
2016-09-30,6.7949
2016-10-03,2.6411
2016-10-04,-1.1111
2016-10-05,-0.4125
2016-10-06,-4.1582
2016-10-10,2.3544
2016-10-11,-0.2421
2016-10-13,0.1214
2016-10-14,1.8182
2016-10-17,0.0
2016-10-18,-0.119
2016-10-19,-1.0727
2016-10-20,-4.7771
2016-10-21,4.2576
2016-10-24,-3.1553
2016-10-25,-2.2556
2016-10-26,1.524
2016-10-27,-2.3851
2016-10-28,-2.458
2016-10-31,2.122
2016-11-01,-0.7792
2016-11-02,0.7853
2016-11-03,-1.2987
2016-11-04,3.9474
2016-11-07,-0.6329
2016-11-08,1.2739
2016-11-09,1.8868
2016-11-10,0.0
2016-11-11,-6.7901
2016-11-14,4.6358
2016-11-15,0.0
2016-11-16,-4.4304
2016-11-17,1.9868000000000001
2016-11-18,-2.9221
2016-11-21,-2.3411
2016-11-22,0.6849
2016-11-23,-0.6803
2016-11-25,-2.0548
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,2.0979
2016-12-01,-2.0548
2016-12-02,0.0
2016-12-05,2.7972
2016-12-06,0.0
2016-12-07,1.3605
2016-12-08,-1.3423
2016-12-09,-2.7211
2016-12-12,-1.3986
2016-12-13,-2.8369
2016-12-14,4.3796
2016-12-15,-6.993
2016-12-16,6.7669
2016-12-19,1.4085
2016-12-20,1.7361
2016-12-21,-1.7065000000000001
2016-12-22,-1.3889
2016-12-23,-2.7465
2016-12-27,6.4446
2016-12-28,-0.3401
2016-12-29,1.0239
2016-12-30,10.1351
2017-01-03,-4.908
2017-01-04,-3.871
2017-01-05,-5.3690999999999995
2017-01-06,0.7092
2017-01-09,0.7042
2017-01-10,-2.0979
2017-01-11,0.0
2017-01-12,0.0
2017-01-17,2.8571
2017-01-18,-3.4722
2017-01-20,1.4388
2017-01-23,1.4184
2017-01-24,-2.0979
2017-01-25,-1.4285999999999999
2017-01-26,0.7246
2017-01-30,0.7194
2017-01-31,7.8571
2017-02-01,-4.6358
2017-02-03,-2.7778
2017-02-06,2.1429
2017-02-07,2.0979
2017-02-08,-2.0548
2017-02-09,1.3986
2017-02-10,-0.6897
2017-02-13,-2.0833
2017-02-14,-0.7092
2017-02-15,4.2857
2017-02-16,0.6849
2017-02-17,0.0
2017-02-21,0.0
2017-02-22,-1.3605
2017-02-23,0.6897
2017-02-24,-0.6849
2017-02-27,0.0
2017-02-28,-2.7586
2017-03-01,0.0
2017-03-02,-2.1277
2017-03-03,-2.8986
2017-03-06,-2.2388
2017-03-07,3.8167999999999997
2017-03-08,2.9412000000000003
2017-03-09,0.7143
2017-03-10,-3.5461
2017-03-13,2.2059
2017-03-14,0.7194
2017-03-15,0.0
2017-03-16,7.1429
2017-03-17,-2.0
2017-03-20,-0.6803
2017-03-21,-0.6849
2017-03-22,0.6897
2017-03-23,0.6849
2017-03-24,-1.3605
2017-03-28,-0.6897
2017-03-29,2.0833
2017-03-30,0.0
2017-03-31,-0.6803
2017-04-03,-2.7397
2017-04-04,2.8169
2017-04-05,-0.6849
2017-04-06,4.8276
2017-04-07,-2.6316
2017-04-10,6.7568
2017-04-11,1.2658
2017-04-12,0.0
2017-04-13,0.625
2017-04-18,-1.8634
2017-04-19,0.0
2017-04-20,-0.6329
2017-04-21,-0.6369
2017-04-24,1.2821
2017-04-25,0.0
2017-05-01,0.6329
2017-05-03,-2.5157
2017-05-04,0.0
2017-05-05,1.2903
2017-05-08,0.6369
2017-05-10,0.0
2017-05-11,-0.6329
2017-05-12,0.0
2017-05-15,1.9108
2017-05-16,-0.625
2017-05-17,-1.8868
2017-05-18,1.2821
2017-05-19,-2.7911
2017-05-22,-4.9417
2017-05-23,-2.0548
2017-05-24,-2.7972
2017-05-25,3.5971
2017-05-30,-0.6944
2017-05-31,0.0
2017-06-01,0.6993
2017-06-02,-4.8611
2017-06-05,0.7299
2017-06-06,0.7246
2017-06-07,0.0
2017-06-08,-0.7194
2017-06-09,-0.3623
2017-06-12,0.3636
2017-06-13,0.0
2017-06-14,-1.4493
2017-06-16,-0.7353
2017-06-19,1.5363
2017-06-21,2.1346
2017-06-22,-2.8571
2017-06-23,2.2059
2017-06-26,-0.7194
2017-06-27,4.3478
2017-06-28,0.1389
2017-06-29,-3.6061
2017-06-30,-0.7194
2017-07-03,0.7246
2017-07-05,5.036
2017-07-06,-2.7397
2017-07-07,-0.7042
2017-07-10,-0.7092
2017-07-11,1.4285999999999999
2017-07-12,0.0
2017-07-17,-5.6338
2017-07-18,-2.2388
2017-07-19,0.0
2017-07-20,2.2137000000000002
2017-07-21,0.7468
2017-07-24,1.5567
2017-07-25,2.9196999999999997
2017-07-27,0.7092
2017-07-28,0.4676
2017-08-01,-0.1907
2017-08-02,1.1293
2017-08-07,-4.8611
2017-08-08,0.7299
2017-08-10,-0.7246
2017-08-11,4.3796
2017-08-14,-3.4965
2017-08-15,-3.6231999999999998
2017-08-17,1.5038
2017-08-18,-2.2222
2017-08-21,-1.5152
2017-08-22,1.5385
2017-08-24,-1.3636
2017-08-28,-3.2258
2017-08-29,0.9762
2017-08-30,0.6052
2017-08-31,0.7813
2017-09-01,-0.7752
2017-09-05,-3.9063
2017-09-06,4.065
2017-09-07,3.125
2017-09-08,3.0303
2017-09-11,1.4706000000000001
2017-09-12,0.7246
2017-09-13,0.7194
2017-09-14,-1.4285999999999999
2017-09-15,-7.2464
2017-09-18,-1.5625
2017-09-19,0.0
2017-09-20,-1.5873
2017-09-21,-0.8065
2017-09-22,1.626
2017-09-25,-3.2
2017-09-26,1.7587000000000002
2017-09-28,-1.6471
2017-10-02,-0.9083
2017-10-03,10.0
2017-10-04,-0.7576
2017-10-05,9.1603
2017-10-06,0.0
2017-10-09,-0.6294
2017-10-10,0.6334
2017-10-11,-0.3608
2017-10-12,-0.3397
2017-10-16,-2.1127
2017-10-17,-4.3165
2017-10-18,0.0
2017-10-19,-2.2556
2017-10-20,1.6154
2017-10-23,-1.4383
2017-10-24,1.3825
2017-10-25,-0.7576
2017-10-27,1.8427
2017-10-30,-0.4602
2017-10-31,-3.4081
2017-11-02,0.1918
2017-11-03,-3.4392
2017-11-07,0.7252
2017-11-08,3.2
2017-11-09,-3.1008
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,-3.2
2017-11-15,2.4793
2017-11-16,-1.6129
2017-11-17,0.0
2017-11-20,-3.2787
2017-11-21,0.0
2017-11-24,-1.6949
2017-11-27,-2.5862
2017-11-28,-1.7699
2017-11-29,0.0
2017-11-30,8.1081
2017-12-01,0.8333
2017-12-04,-0.8264
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,-1.6667
2017-12-08,-1.6949
2017-12-11,-0.8621
2017-12-12,1.7391
2017-12-13,-1.7094
2017-12-14,0.8696
2017-12-15,-2.5862
2017-12-18,0.0
2017-12-19,-1.7699
2017-12-20,2.7027
2017-12-21,-0.7895
2017-12-22,2.5641
2017-12-26,-0.8621
2017-12-27,-0.8696
2017-12-28,1.7544
2017-12-29,0.0
2018-01-02,-0.8621
2018-01-03,2.6087
2018-01-04,-0.8475
2018-01-05,0.8547
2018-01-08,1.6949
2018-01-09,-0.8333
2018-01-10,-0.3681
2018-01-11,-2.1609
2018-01-12,4.3103
2018-01-16,0.0
2018-01-17,2.4793
2018-01-18,-4.0323
2018-01-19,3.3613
2018-01-22,2.439
2018-01-23,2.3810000000000002
2018-01-24,-0.7752
2018-01-25,-3.9063
2018-01-26,-1.626
2018-01-29,1.6529
2018-01-30,0.813
2018-01-31,1.6129
2018-02-01,-4.7619
2018-02-05,-2.5
2018-02-06,3.4188
2018-02-07,-6.6116
2018-02-08,-0.669
2018-02-09,0.6735
2018-02-12,0.885
2018-02-13,5.2632
2018-02-14,0.8333
2018-02-15,-2.4793
2018-02-16,-0.8475
2018-02-20,-5.3128
2018-02-21,-1.6103
2018-02-22,-5.0459
2018-02-23,-0.4831
2018-02-26,1.4563
2018-02-27,-0.4785
2018-02-28,-0.7442
2018-03-01,4.6248000000000005
2018-03-02,6.4815
2018-03-05,3.4783
2018-03-06,9.2437
2018-03-07,-6.9231
2018-03-08,-4.1322
2018-03-09,8.6207
2018-03-12,8.6508
2018-03-13,-7.962
2018-03-14,-6.3492
2018-03-15,1.6949
2018-03-16,0.0
2018-03-19,-7.1483
2018-03-20,6.8012
2018-03-21,7.479
2018-03-23,-3.0493
2018-03-26,-8.0645
2018-03-27,4.8246
2018-03-28,-2.0921
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.8547
2018-04-04,1.6949
2018-04-05,-2.4167
2018-04-06,-0.9394
2018-04-09,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,-0.4914
2018-04-18,-2.1052
2018-04-20,6.1947
2018-04-24,-2.5
2018-04-25,-4.2735
2018-04-26,4.1429
2018-04-27,-1.4060000000000001
2018-04-30,0.0
2018-05-01,-1.7391
2018-05-02,1.7699
2018-05-03,-1.7391
2018-05-04,1.5929
2018-05-07,-2.0035
2018-05-08,2.2222
2018-05-09,0.0
2018-05-10,1.7391
2018-05-11,3.4188
2018-05-14,-0.8264
2018-05-15,0.8333
2018-05-16,0.0
2018-05-17,-3.9669
2018-05-18,1.5491000000000001
2018-05-21,5.7627
2018-05-22,-1.6827
2018-05-24,4.3195
2018-05-25,-0.9375
2018-05-29,-5.3628
2018-05-30,-2.5
2018-05-31,7.3197
2018-06-01,-2.8384
2018-06-04,0.8197
2018-06-05,0.2276
2018-06-06,-0.2271
2018-06-07,4.065
2018-06-08,-1.4062999999999999
2018-06-11,-3.3281
2018-06-13,1.6393
2018-06-14,3.2258
2018-06-15,-12.5
2018-06-18,10.7143
2018-06-19,-3.2258
2018-06-20,-1.6667
2018-06-21,3.3898
2018-06-22,4.0984
2018-06-25,-3.1496
2018-06-29,2.439
2018-07-02,-0.7143
2018-07-03,15.1079
2018-07-06,-0.8333
2018-07-10,-1.2605
2018-07-12,-7.8014
2018-07-18,3.8462
2018-07-19,-0.7407
2018-07-24,0.7463
2018-07-25,-5.1852
2018-07-26,-3.9063
2018-07-30,3.7398
2018-07-31,-2.0376
2018-08-01,0.0
2018-08-02,1.6
2018-08-07,0.7874
2018-08-08,0.7813
2018-08-13,0.7752
2018-08-15,-0.7692
2018-08-17,4.4961
2018-08-20,0.1484
2018-08-21,-4.4444
2018-08-22,2.3256
2018-08-23,-2.6515
2018-08-24,1.1673
2018-08-27,-7.6923
2018-08-28,5.8333
2018-08-29,-4.7244
2018-08-30,-0.8264
2018-08-31,2.5
2018-09-04,-1.7886
2018-09-06,0.2483
2018-09-07,-4.2114
2018-09-10,3.4483
2018-09-11,-3.3333
2018-09-12,1.7241
2018-09-13,-3.3898
2018-09-14,6.1404
2018-09-17,-5.7851
2018-09-18,2.6316
2018-09-19,-1.7094
2018-09-20,-1.7391
2018-09-21,6.1947
2018-09-25,-2.5
2018-09-26,-4.2735
2018-09-27,0.2357
2018-09-28,0.6556
2018-10-02,-1.7699
2018-10-03,1.1892
2018-10-04,-0.641
2018-10-05,1.7025000000000001
2018-10-08,-2.9074999999999998
2018-10-09,0.0
2018-10-10,0.726
2018-10-15,5.045
2018-10-16,1.2006999999999999
2018-10-17,-2.5423999999999998
2018-10-18,0.0
2018-10-19,-2.7826
2018-10-22,-3.3989
2018-10-23,3.7037
2018-10-24,0.0
2018-10-25,-2.5
2018-10-26,4.9451
2018-10-31,0.349
2018-11-01,-0.48
2018-11-02,-3.0127
2018-11-05,1.4414
2018-11-06,2.1314
2018-11-07,-2.087
2018-11-08,0.8881
2018-11-09,-1.2324
2018-11-12,-0.1783
2018-11-13,-1.0714
2018-11-14,-4.1516
2018-11-15,-6.968
2018-11-16,1.2146
2018-11-19,5.6
2018-11-20,-7.7652
2018-11-21,-0.694
2018-11-23,2.5599
2018-11-27,0.8065
2018-11-28,0.0
2018-11-30,-3.6
2018-12-04,-8.4025
2018-12-06,-1.4723
2018-12-07,9.6552
2018-12-10,-13.6268
2018-12-11,15.7767
2018-12-12,1.7652
2018-12-13,4.6516
2018-12-14,-0.7874
2018-12-17,0.7937
2018-12-18,-13.189
2018-12-19,-2.7211
2018-12-20,-7.9254
2018-12-21,1.2658
2018-12-24,4.0
2018-12-26,-7.4519
2018-12-27,-12.2078
2018-12-28,-9.4675
2018-12-31,14.3791
2019-01-02,5.7143
2019-01-03,4.0541
2019-01-04,6.4935
2019-01-07,6.3415
2019-01-08,2.0642
2019-01-09,1.1236
2019-01-10,0.2222
2019-01-11,6.8736
2019-01-14,-3.9502
2019-01-15,4.1861
2019-01-16,-2.1437
2019-01-17,-4.661
2019-01-18,8.0
2019-01-22,-2.2634
2019-01-23,-5.6947
2019-01-24,1.5737999999999999
2019-01-25,5.4418
2019-01-28,-3.0765
2019-01-29,-0.6452
2019-01-30,0.6494
2019-01-31,0.0
2019-02-04,-1.8881999999999999
2019-02-05,1.9245
2019-02-08,-4.3011
2019-02-11,6.0674
2019-02-12,0.6356
2019-02-13,1.2631999999999999
2019-02-14,-10.395
2019-02-15,3.7262
2019-02-19,0.6554
2019-02-20,-2.22
2019-02-21,3.4227
2019-02-22,2.125
2019-02-26,-2.9544
2019-02-27,-3.4545
2019-02-28,-8.1347
2019-03-01,5.0
2019-03-04,0.0
2019-03-05,-0.7786
2019-03-07,-1.615
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,8.5366
2019-03-15,-7.8652
2019-03-18,5.6098
2019-03-19,-3.3764
2019-03-20,0.1482
2019-03-21,0.0
2019-03-22,0.2601
2019-03-29,7.596
2019-04-02,0.6637
2019-04-03,3.6484
2019-04-04,-1.8235999999999999
2019-04-05,2.1102
2019-04-08,0.4717
2019-04-09,-2.0842
2019-04-10,-0.4515
2019-04-12,3.6112
2019-04-15,-3.9023
2019-04-16,0.4338
2019-04-17,-1.2441
2019-04-18,0.6036
2019-04-24,1.5217
2019-04-30,0.2141
2019-05-01,-0.0534
2019-05-06,-2.7258
2019-05-09,-0.8791
2019-05-10,1.7738
2019-05-13,-2.1786
2019-05-14,-5.4655000000000005
2019-05-20,-2.9237
2019-05-22,-0.4975
2019-05-23,-2.439
2019-05-24,0.0
2019-05-28,-5.0
2019-05-29,4.4737
2019-05-30,-4.4081
2019-05-31,3.5573
2019-06-03,-12.9796
2019-06-04,11.1699
2019-06-05,-1.3651
2019-06-06,2.6667
2019-06-07,0.2
2019-06-10,-5.9025
2019-06-11,3.3058
2019-06-12,2.6667
2019-06-13,2.8571
2019-06-14,-2.7778
2019-06-17,0.9091
2019-06-18,-4.7619
2019-06-19,8.1081
2019-06-20,-3.25
2019-06-21,3.3592
2019-06-24,0.0
2019-06-25,0.0
2019-06-28,-0.25
2019-07-01,-1.7419
2019-07-02,2.0278
2019-07-03,0.0
2019-07-05,-0.3075
2019-07-08,-1.1962
2019-07-09,-4.8198
2019-07-11,6.3972
2019-07-12,-1.0025
2019-07-15,-6.6354
2019-07-16,-1.8412
2019-07-17,-0.5525
2019-07-18,-7.5
2019-07-19,2.1021
2019-07-22,-4.3882
2019-07-24,-0.0246
2019-07-26,6.7692
2019-07-29,-5.7637
2019-07-30,-0.6116
2019-07-31,0.0
2019-08-01,-1.5385
2019-08-02,21.0625
2019-08-05,-1.9102000000000001
2019-08-06,-0.5263
2019-08-07,3.1746
2019-08-08,-2.3077
2019-08-09,-3.4121
2019-08-12,-4.3478
2019-08-13,6.5341000000000005
2019-08-14,-0.5333
2019-08-15,6.1662
2019-08-19,-8.0808
2019-08-21,-2.1978
2019-08-22,-1.6854
2019-08-23,1.1429
2019-08-26,-0.2825
2019-08-28,-0.8499
2019-08-30,0.0
2019-09-05,0.0
2019-09-09,0.0
2019-09-12,7.1429
2019-09-17,-2.7307
2019-09-18,2.8073
2019-09-19,0.0
2019-09-20,3.4667
2019-09-23,-1.8041
2019-09-24,0.0
2019-09-27,-4.1995000000000005
2019-09-30,0.274
2019-10-01,3.5519
2019-10-03,-3.6939
2019-10-07,0.8219
2019-10-08,0.0
2019-10-09,5.25
2019-10-15,-4.9881
2019-10-16,1.8587
2019-10-21,-2.0916
2019-10-22,0.0
2019-10-23,0.0
2019-10-28,-0.2725
2019-10-31,-4.3716
2019-11-01,5.1514
2019-11-07,-1.3667
2019-11-08,9.9174
2019-11-11,12.782
2019-11-12,-5.3333
2019-11-13,-7.277
2019-11-14,1.5190000000000001
2019-11-15,-0.2494
2019-11-18,-1.835
2019-11-19,-2.7148
2019-11-20,0.5236
2019-11-21,-3.5156
2019-11-22,0.4049
2019-11-25,-1.0753
2019-11-26,1.9022000000000001
2019-11-27,-2.2347
2019-11-29,0.9219
2019-12-03,1.8919000000000001
2019-12-04,5.4376999999999995
2019-12-06,-2.8931
2019-12-09,-0.2591
2019-12-10,0.0
2019-12-11,1.2987
2019-12-12,-1.0256
2019-12-13,1.0363
2019-12-16,1.5385
2019-12-17,1.5152
2019-12-18,2.9851
2019-12-19,0.2415
2019-12-20,0.0
2019-12-23,-1.6867
2019-12-24,0.7353
2019-12-26,0.2433
2019-12-30,-2.9126
2019-12-31,0.0
2020-01-02,1.0
2020-01-03,-0.9901
2020-01-06,0.1075
2020-01-07,0.6518
2020-01-09,-0.7543
2020-01-10,0.4425
2020-01-13,-0.4406
2020-01-16,-0.75
2020-01-17,0.5038
2020-01-21,2.5063
2020-01-23,-3.423
2020-01-24,1.0127
2020-01-27,-2.2556
2020-01-28,0.0
2020-01-29,0.0103
2020-01-30,-2.5741
2020-01-31,0.5263
2020-02-03,4.1885
2020-02-04,-2.0101
2020-02-07,-1.2974
2020-02-11,0.1663
2020-02-14,-1.1878
2020-02-21,-0.2625
2020-02-24,-15.2632
2020-02-25,7.146
2020-02-26,-4.3506
2020-02-27,-1.5152
2020-02-28,10.7692
2020-03-02,-0.5556
2020-03-03,0.0
2020-03-04,-2.2346
2020-03-05,0.0
2020-03-06,-3.4286
2020-03-09,-7.3964
2020-03-11,-1.9649
2020-03-12,-3.8618
2020-03-13,-1.6949
2020-03-18,-16.2069
2020-03-19,-3.1687
2020-03-20,9.0693
2020-03-24,-2.5873
2020-03-25,8.8
2020-03-26,7.3529
2020-03-27,2.7397
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,16.6667
2020-04-06,1.4285999999999999
2020-04-08,2.5352
2020-04-13,-0.8242
2020-04-14,-0.277
2020-04-15,-8.0556
2020-04-21,12.3867
2020-04-22,-0.5376
2020-04-23,0.5405
2020-04-24,-3.2258
2020-04-27,0.0
2020-04-28,4.7222
2020-04-30,-10.8753
2020-05-05,-1.1905000000000001
2020-05-06,1.2048
2020-05-08,1.9881
2020-05-11,-5.1593
2020-05-13,-7.6923
2020-05-15,-8.6667
2020-05-18,-3.2847
2020-05-19,0.9434
2020-05-20,12.1495
2020-05-21,-9.0
2020-05-22,-0.3663
2020-05-26,0.3676
2020-05-27,-4.3956
2020-05-28,-0.3831
2020-05-29,-3.0769
2020-06-03,4.7659
2020-06-08,-5.3065999999999995
2020-06-09,2.4
2020-06-10,8.2031
2020-06-11,-7.852
2020-06-12,-2.0529
2020-06-15,7.9957
2020-06-16,5.5556
2020-06-17,1.4035
2020-06-18,-4.4983
2020-06-19,14.8551
2020-06-22,-11.6719
2020-06-23,-0.3571
2020-06-24,3.9427
2020-06-25,2.7586
2020-06-26,-13.0872
2020-06-29,-3.4749
2020-06-30,9.12
2020-07-01,-4.9304
2020-07-06,-6.6898
2020-07-07,1.6529
2020-07-10,6.9106
2020-07-13,-15.9696
2020-07-14,6.3347999999999995
2020-07-15,0.0
2020-07-16,4.4681
2020-07-17,-0.8269
2020-07-21,-3.4748
2020-07-23,-0.0043
2020-07-28,4.2553
2020-07-30,-5.7143
2020-07-31,3.0303
