ticker,BSGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-02,-5.814
2006-05-03,-2.4691
2006-05-04,3.7975
2006-05-05,0.0
2006-05-08,-3.6585
2006-05-10,5.0633
2006-05-11,-3.6145
2006-05-12,1.25
2006-05-16,-1.2346
2006-05-18,-15.0
2006-05-19,7.3529
2006-05-22,10.9589
2006-05-23,2.4691
2006-05-24,-3.6145
2006-05-25,0.0
2006-05-26,-1.25
2006-05-30,1.2658
2006-05-31,0.0
2006-06-01,-2.5
2006-06-02,0.0
2006-06-05,-10.2564
2006-06-06,0.0
2006-06-07,-14.2857
2006-06-08,6.6667
2006-06-09,-6.25
2006-06-12,0.0
2006-06-14,1.6667
2006-06-16,-1.6393
2006-06-20,-8.3333
2006-06-21,-12.7273
2006-06-22,-8.3333
2006-06-23,4.5455
2006-06-26,6.5217
2006-06-27,-2.0408
2006-06-28,-4.1667
2006-06-29,2.1739
2006-06-30,2.1277
2006-07-03,0.0
2006-07-05,-2.0833
2006-07-06,-6.383
2006-07-07,0.0
2006-07-10,-27.2727
2006-07-11,0.0
2006-07-13,0.0
2006-07-17,3.125
2006-07-18,6.0606
2006-07-21,-8.5714
2006-07-24,6.25
2006-07-25,5.8824
2006-07-27,11.1111
2006-08-02,0.0
2006-08-04,0.0
2006-08-08,-12.5
2006-08-09,2.8571
2006-08-10,-16.6667
2006-08-11,0.0
2006-08-14,0.0
2006-08-15,10.0
2006-08-16,12.1212
2006-08-17,-2.7027
2006-08-18,6.9444
2006-08-22,0.0
2006-08-23,3.8961
2006-08-25,-5.0
2006-08-28,0.0
2006-08-30,0.0
2006-08-31,-21.0526
2006-09-01,-3.3333
2006-09-05,0.0
2006-09-13,3.4483
2006-09-14,0.0
2006-09-20,-6.6667
2006-09-21,0.0
2006-09-25,-10.7143
2006-09-28,0.0
2006-09-29,4.0
2006-10-04,-3.8462
2006-10-09,-4.0
2006-10-10,12.5
2006-10-11,11.1111
2006-10-12,-3.3333
2006-10-13,-3.4483
2006-10-19,14.2857
2006-10-20,3.125
2006-10-24,0.0
2006-10-25,1.5152
2006-10-26,0.0
2006-10-27,1.4925
2006-10-30,-2.9412000000000003
2006-10-31,-3.0303
2006-11-03,-1.5625
2006-11-13,-1.5873
2006-11-14,-3.2258
2006-11-16,20.0
2006-11-17,0.0
2006-11-20,0.0
2006-11-27,0.0
2006-11-30,0.0
2006-12-04,-5.5556
2006-12-06,5.8824
2006-12-08,8.3333
2006-12-11,2.5641
2006-12-12,10.0
