ticker,BK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.5
2000-01-04,-2.8716
2000-01-05,-2.2609
2000-01-06,2.4911
2000-01-07,5.2083
2000-01-10,-4.4554
2000-01-11,-2.418
2000-01-12,3.1858
2000-01-13,2.5728999999999997
2000-01-14,4.6823
2000-01-18,-4.4728
2000-01-19,-0.2408
2000-01-20,-1.0101
2000-01-21,-1.0204
2000-01-24,-0.3436
2000-01-25,0.1724
2000-01-26,8.6059
2000-01-27,-0.9509
2000-01-28,-3.36
2000-01-31,7.6159
2000-02-01,0.6154
2000-02-02,-2.4465
2000-02-03,-0.7837
2000-02-04,-4.1074
2000-02-07,0.8237
2000-02-08,2.7778
2000-02-09,-3.1797
2000-02-10,-4.1051
2000-02-11,0.8562
2000-02-14,-2.1435
2000-02-15,2.5374
2000-02-16,1.5228000000000002
2000-02-17,-6.5
2000-02-18,-4.2781
2000-02-22,1.1173
2000-02-23,-2.0258
2000-02-24,-4.1353
2000-02-25,3.5294
2000-02-28,5.303
2000-02-29,-4.3165
2000-03-01,-2.4436
2000-03-02,2.1195
2000-03-03,-3.2075
2000-03-06,2.1442
2000-03-07,-4.3893
2000-03-08,-0.998
2000-03-09,3.8306
2000-03-10,-1.5534
2000-03-13,4.5365
2000-03-14,-3.7736
2000-03-15,10.3922
2000-03-16,16.1634
2000-03-17,-5.3517
2000-03-20,-4.2003
2000-03-21,4.2159
2000-03-22,0.6472
2000-03-23,2.8939
2000-03-24,1.7187999999999999
2000-03-27,-3.3794
2000-03-28,1.1129
2000-03-29,-1.1006
2000-03-30,0.0
2000-03-31,5.7234
2000-04-03,4.7744
2000-04-04,-4.2698
2000-04-05,0.5997
2000-04-06,-0.7452
2000-04-07,-2.8529
2000-04-10,5.4096
2000-04-11,-3.3724
2000-04-12,5.3111
2000-04-13,-0.5764
2000-04-14,-8.550699999999999
2000-04-17,0.317
2000-04-18,8.619299999999999
2000-04-19,-3.2117
2000-04-20,1.2066
2000-04-24,2.9806
2000-04-25,3.7627
2000-04-26,-2.9289
2000-04-27,-2.8736
2000-04-28,-2.8106999999999998
2000-05-01,3.5008
2000-05-02,-1.4706000000000001
2000-05-03,-2.2388
2000-05-04,-2.2901
2000-05-05,3.9062
2000-05-08,3.9098
2000-05-09,1.5918999999999999
2000-05-10,-1.567
2000-05-11,1.3025
2000-05-12,2.4286
2000-05-15,3.9052
2000-05-16,-0.6711
2000-05-17,-0.9459
2000-05-18,1.3643
2000-05-19,-5.249
