ticker,PTOG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-17,10525.0
2000-07-18,17.647100000000002
2000-07-19,110.0
2000-07-20,14.2857
2000-07-21,-17.7083
2000-07-24,-3.7975
2000-07-25,21.0526
2000-07-26,2.1739
2000-07-27,14.8936
2000-07-28,7.4074
2000-07-31,0.8621
2000-08-01,4.2735
2000-08-02,-0.8197
2000-08-03,-0.562
2000-08-04,2.2274
2000-08-07,0.813
2000-08-08,0.0
2000-08-09,-0.8065
2000-08-10,0.813
2000-08-11,-33.871
2000-08-14,-21.9512
2000-08-15,-6.25
2000-08-16,26.6667
2000-08-17,-15.7895
2000-08-18,-6.25
2000-08-21,-3.3333
2000-08-22,62.069
2000-08-23,0.0
2000-08-24,-25.5319
2000-08-25,-12.1429
2000-08-28,0.813
2000-08-29,0.0
2000-08-30,9.6774
2000-08-31,39.7059
2000-09-01,9.473700000000001
2000-09-05,-7.6923
2000-09-06,3.125
2000-09-07,6.0606
2000-09-08,2.8571
2000-09-11,-1.8519
2000-09-12,3.7736
2000-09-13,-0.9091
2000-09-14,11.9266
2000-09-15,-0.8197
2000-09-18,-38.843
2000-09-19,-39.1892
2000-09-20,-31.1111
2000-09-21,-35.4839
2000-09-22,25.0
2000-09-25,-4.0
2000-09-26,-4.1667
2000-09-27,13.0435
2000-09-28,-15.0769
2000-09-29,7.2464
2000-10-02,-18.9189
2000-10-03,-16.6667
2000-10-04,-12.5
2000-10-05,-8.5714
2000-10-06,5.0
2000-10-09,22.7679
2000-10-10,-15.1515
2000-10-11,-21.4286
2000-10-12,18.1818
2000-10-13,-15.3846
2000-10-16,19.2727
2000-10-17,-16.1585
2000-10-18,9.0909
2000-10-19,-16.6667
2000-10-20,40.0
2000-10-23,28.5714
2000-10-24,17.3333
2000-10-25,-10.0379
2000-10-26,-30.947400000000002
2000-10-27,37.1951
2000-10-30,-16.6667
2000-10-31,0.0
2000-11-01,20.0
2000-11-02,6.6667
2000-11-03,-8.3333
2000-11-06,-10.9091
2000-11-07,-12.2449
2000-11-08,8.1395
2000-11-09,-3.2258
2000-11-10,-11.1111
2000-11-13,5.0
2000-11-14,7.1429
2000-11-15,-2.2222
2000-11-16,6.8182
2000-11-17,10.6383
2000-11-20,28.8462
2000-11-21,16.6045
2000-11-22,-4.0
2000-11-24,0.0
2000-11-27,-6.6667
2000-11-28,-19.6429
2000-11-29,-32.4444
2000-11-30,-2.6316
2000-12-01,9.7973
2000-12-04,18.1538
2000-12-05,-20.8333
