ticker,AMPE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-04,-14.2857
2009-02-18,0.0
2010-03-10,33.3333
2010-03-11,0.0
2010-03-12,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-26,12.5
2010-03-29,11.1111
2010-03-30,10.0
2010-03-31,27.2727
2010-04-01,28.5714
2010-04-05,-16.6667
2010-04-06,13.3333
2010-04-07,-2.3529
2010-04-08,-3.6145
2010-04-09,0.0
2010-04-12,-2.5
2010-04-13,-1.2821
2010-04-14,3.8961
2010-04-15,-12.5
2010-04-16,0.0
2010-04-19,14.2857
2010-04-20,0.0
2010-04-21,-22.5
2010-04-22,25.8065
2010-04-23,-2.5641
2010-04-26,0.0
2010-04-30,-7.8947
2010-05-05,-14.2857
2010-05-06,26.3333
2010-05-07,-14.248
2010-05-10,0.0
2010-05-11,-3.0769
2010-05-12,0.0
2010-05-13,3.1746
2010-05-14,7.6923
2010-05-17,-7.1429
2010-05-18,-7.6923
2010-05-19,26.3333
2010-05-20,-23.4828
2010-05-21,20.6897
2010-05-24,-17.1429
2010-05-25,17.2414
2010-05-26,-19.1176
2010-05-27,27.2727
2010-06-02,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-09,-42.8571
2010-06-10,0.5
2010-06-11,11.9403
2010-06-14,0.0
2010-06-15,11.1111
2010-06-16,0.0
2010-06-17,-48.0
2010-06-18,53.8462
2010-06-21,0.0
2010-06-22,17.5
2010-06-25,-38.2979
2010-06-28,0.0
2010-06-29,-3.4483
2010-06-30,42.1429
2010-07-01,-29.6482
2010-07-02,39.2857
2010-07-06,-20.5128
2010-07-07,0.0
2010-07-08,12.9032
2010-07-12,-2.8571
2010-07-13,-17.647100000000002
2010-07-14,-12.1429
2010-07-19,5.6809
2010-07-20,-3.8369
2010-07-21,4.0
2010-07-26,-3.8462
2010-07-27,0.0
2010-07-28,-12.0
2010-07-29,9.0909
2010-07-30,0.0
2010-08-02,-15.0
2010-08-03,12.7328
2010-08-04,-4.3374
2010-08-05,0.0
2010-08-06,-9.0909
2010-08-09,10.0
2010-08-10,-8.1818
2010-08-12,1.9802
2010-08-13,6.7961
2010-08-16,0.0
2010-08-17,27.2727
2010-08-23,21.4286
2010-08-24,-5.8824
2010-08-25,0.0
2010-08-27,6.25
2010-08-30,5.8824
2010-08-31,5.5556
2010-09-01,0.0
2010-09-07,5.2632
2010-09-08,35.0
2010-09-09,3.7037
2010-09-10,25.0
2010-09-13,0.0
