ticker,VNTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-03,3.25
2017-08-04,-0.0969
2017-08-07,-0.4847
2017-08-08,-5.017
2017-08-09,-2.359
2017-08-10,0.5252
2017-08-11,2.1421
2017-08-14,-1.688
2017-08-15,-1.2487
2017-08-16,0.0527
2017-08-17,-1.7904
2017-08-18,-0.429
2017-08-21,-0.9155
2017-08-22,-0.2174
2017-08-23,1.7429000000000001
2017-08-24,4.1221
2017-08-25,3.1877
2017-08-28,-0.0997
2017-08-29,0.6983
2017-08-30,0.7429
2017-08-31,-0.1967
2017-09-01,2.7094
2017-09-05,-0.048
2017-09-06,-0.6718
2017-09-07,2.3188
2017-09-08,1.0859
2017-09-11,2.6623
2017-09-12,1.3649
2017-09-13,-0.2244
2017-09-14,-0.7647
2017-09-15,1.0426
2017-09-18,2.6469
2017-09-19,0.0874
2017-09-20,-1.3974
2017-09-21,-0.7529
2017-09-22,2.0973
2017-09-25,-1.9668
2017-09-26,1.5604
2017-09-27,0.2195
2017-09-28,-0.4818
2017-09-29,-0.5282
2017-10-02,1.7699
2017-10-03,-0.8261
2017-10-04,0.4822
2017-10-05,0.3927
2017-10-06,-0.9996
2017-10-09,1.7997999999999998
2017-10-10,0.345
2017-10-11,3.1371
2017-10-12,0.9583
2017-10-13,0.7016
2017-10-16,0.4508
2017-10-17,0.3672
2017-10-18,-2.3577
2017-10-19,-1.4155
2017-10-20,0.7179
2017-10-23,1.5093999999999999
2017-10-24,2.1892
2017-10-25,1.3743
2017-10-26,1.6745999999999999
2017-10-27,-2.7058999999999997
2017-10-30,-0.6852
2017-10-31,1.461
2017-11-01,-0.56
2017-11-02,-1.7297
2017-11-03,-3.0291
2017-11-06,-3.5036
2017-11-07,-2.0122
2017-11-08,0.0
2017-11-09,1.6518000000000002
2017-11-10,0.5709
2017-11-13,-1.6157
2017-11-14,1.5535
2017-11-15,-2.9283
2017-11-16,3.602
2017-11-17,0.3911
2017-11-20,2.1212
2017-11-21,0.9326
2017-11-22,-0.84
2017-11-24,-1.3977
2017-11-27,-0.5155
2017-11-28,3.886
2017-11-29,-4.5719
2017-11-30,-4.1812
2017-12-01,0.6364
2017-12-04,0.4065
2017-12-05,-1.8893
2017-12-06,-5.6396
2017-12-07,1.4091
2017-12-08,0.5271
2017-12-11,-0.9533
2017-12-12,-0.2406
2017-12-13,-1.7366000000000001
2017-12-14,3.2401
2017-12-15,2.8531
2017-12-18,2.6352
2017-12-19,-0.8108
2017-12-20,0.6812
