ticker,EMGE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-31,27.5
2008-01-02,3.9215999999999998
2008-01-03,-43.3962
2008-01-07,16.6667
2008-01-08,8.5714
2008-01-10,-28.947400000000002
2008-01-11,-7.4074
2008-01-17,4.0
2008-02-01,80.7692
2008-02-04,-25.5319
2008-02-11,0.0
2008-02-27,34.2857
2008-03-03,-61.7021
2008-03-04,66.6667
2008-03-06,23.3333
2008-03-07,0.0
2008-03-12,0.0
2008-04-10,0.0
2008-04-15,-24.3243
2008-04-18,-10.7143
2008-05-01,60.0
2008-05-05,-65.0
2008-05-06,71.4286
2008-05-07,-25.0
2008-05-09,33.3333
2008-05-12,-50.0
2008-05-13,100.0
2008-05-16,-16.6667
2008-06-02,0.0
2008-06-10,-25.0
2008-06-13,0.0
2008-06-17,0.0
2008-06-23,0.0
2008-06-24,-40.0
2008-06-25,0.0
2008-07-10,22.2222
2008-07-14,0.0
2008-07-22,0.0
2008-07-23,-81.8182
2008-07-25,1000.0
2008-07-30,-96.8182
2008-08-05,42.8571
2008-08-08,0.0
2008-08-14,4.0
2008-08-18,3.8462
2008-08-19,1.8519
2008-08-20,3.6364
2008-08-21,0.0
2008-08-22,-3.5088
2008-08-25,3.6364
2008-08-26,3.5088
2008-08-27,1.6949
2008-08-28,3.3333
2008-08-29,0.0
2008-09-02,1.6129
2008-09-03,0.0
2008-09-04,6.3492
2008-09-05,0.0
2008-09-09,4.4776
2008-09-10,7.1429
2008-09-11,8.0
2008-09-12,2.4691
2008-09-15,2.4096
2008-09-16,2.3529
2008-09-17,0.0
2008-09-18,1.1494
2008-09-19,2.2727
2008-09-22,2.2222
2008-09-23,0.0
2008-09-24,3.2609
2008-09-25,0.0
2008-09-26,0.0
2008-09-29,2.1053
2008-09-30,1.0309
2008-10-01,4.0816
2008-10-02,0.0
2008-10-03,0.0
2008-10-06,1.9607999999999999
2008-10-07,0.9615
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,0.9524
2008-10-13,0.9434
2008-10-14,0.0
2008-10-15,2.8037
2008-10-16,0.0
2008-10-17,1.8182
2008-10-20,0.0
2008-10-21,0.8929
2008-10-22,0.0
2008-10-23,0.0
2008-10-24,-7.0796
2008-10-27,4.7619
2008-10-28,0.0
2008-10-29,2.7273
2008-10-31,0.885
2008-11-06,0.0
2008-11-07,0.0
2008-11-10,0.8772
2008-11-11,0.0
2008-11-12,2.6087
2008-11-13,3.3898
2008-11-14,0.0
2008-11-17,1.6393
