ticker,JUHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-25,108.0
2008-06-26,53.0769
2008-06-27,15.5779
2008-06-30,-13.0435
2008-07-01,-3.75
2008-07-02,-3.8961
2008-07-03,-13.5135
2008-07-07,-7.8125
2008-07-08,-13.5593
2008-07-09,15.6863
2008-07-10,-6.4407
2008-07-11,3.9855
2008-07-14,8.0139
2008-07-15,4.8387
2008-07-16,1.5385
2008-07-17,-1.5152
2008-07-18,1.5385
2008-07-21,3.0303
2008-07-22,8.8235
2008-07-23,31.0811
2008-07-24,-11.3402
2008-07-25,-1.1628
2008-07-28,0.7059
2008-07-29,-0.9346
2008-07-30,0.2358
2008-07-31,-4.7059
2008-08-01,3.7037
2008-08-04,-4.7619
2008-08-05,-7.5
2008-08-06,6.7568
2008-08-07,1.2658
2008-08-08,3.25
2008-08-11,-3.1477
2008-08-12,-5.0
2008-08-13,2.6316
2008-08-14,0.0
2008-08-15,1.0256
2008-08-18,-2.2843
2008-08-19,-2.5974
2008-08-20,-1.3333
2008-08-21,0.0
2008-08-22,0.0
2008-08-25,1.3514
2008-08-26,0.0
2008-08-27,-1.8667
2008-08-28,1.6303999999999998
2008-08-29,6.4171
2008-09-02,-5.2764
2008-09-03,0.7958
2008-09-04,-6.5789
2008-09-05,7.0423
2008-09-08,-2.6316
2008-09-09,-5.1350999999999996
2008-09-10,1.1396
2008-09-11,-4.2254
2008-09-12,0.0
2008-09-15,-5.8824
2008-09-16,-6.25
2008-09-17,0.0
2008-09-18,-8.3333
2008-09-19,10.9091
2008-09-22,-4.918
2008-09-23,-13.7931
2008-09-24,12.0
2008-09-25,-1.7856999999999998
2008-09-26,2.1818
2008-09-29,8.5409
2008-09-30,21.3115
2008-10-01,1.3514
2008-10-02,-6.6667
2008-10-03,-1.7143000000000002
2008-10-06,-8.4302
2008-10-07,-4.7619
2008-10-08,1.6667
2008-10-09,14.7541
2008-10-10,-5.7143
2008-10-13,-0.303
2008-10-14,9.4225
2008-10-15,-6.9444
2008-10-16,13.4328
2008-10-17,-2.6316
2008-10-20,-12.1622
2008-10-21,3.0769
2008-10-22,-2.9851
2008-10-23,6.1538
2008-10-24,-9.8551
2008-10-27,-3.537
2008-10-28,1.6667
2008-10-29,0.0
2008-10-30,2.623
2008-10-31,7.0288
2008-11-03,2.3881
2008-11-04,-3.7901
2008-11-05,-1.5152
2008-11-06,1.5385
2008-11-07,-6.0606
2008-11-10,-9.6774
2008-11-11,-6.7857
2008-11-12,-23.3716
