ticker,PAGS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-24,35.814
2018-01-25,0.3425
2018-01-26,-0.3754
2018-01-29,-4.1453
2018-01-30,-1.8227
2018-01-31,1.7109999999999999
2018-02-01,-1.5748
2018-02-02,0.4
2018-02-05,-0.6519
2018-02-06,0.0
2018-02-07,2.6249000000000002
2018-02-08,-0.6039
2018-02-09,0.0715
2018-02-12,1.3571
2018-02-13,-1.7970000000000002
2018-02-14,-0.1435
2018-02-15,4.4916
2018-02-16,4.4017
2018-02-20,4.4137
2018-02-21,2.082
2018-02-22,-0.5253
2018-02-23,0.5592
2018-02-26,0.278
2018-02-27,-0.0924
2018-02-28,-0.5859
2018-03-01,-0.3722
2018-03-02,3.7983000000000002
2018-03-05,0.6599
2018-03-06,3.5757
2018-03-07,0.9781
2018-03-08,-0.8832
2018-03-09,1.3222
2018-03-12,2.6667
2018-03-13,-0.6908
2018-03-14,-1.2799
2018-03-15,-0.8174
2018-03-16,-1.6198000000000001
2018-03-19,-3.4951
2018-03-20,3.5019
2018-03-21,4.1064
2018-03-22,-1.1111
2018-03-23,0.7303
2018-03-26,4.8522
2018-03-27,-0.3723
2018-03-28,-0.961
2018-03-29,3.2884
2018-04-02,-0.1305
2018-04-03,2.1688
2018-04-04,-2.9412000000000003
2018-04-05,-1.054
2018-04-06,-4.9001
2018-04-09,-1.5122
2018-04-10,0.0569
2018-04-11,-0.1989
2018-04-12,-0.9112
2018-04-13,-0.977
2018-04-16,0.2902
2018-04-17,7.8993
2018-04-18,0.1073
2018-04-19,-0.3215
2018-04-20,-1.2631000000000001
2018-04-23,-2.7763
2018-04-24,-5.3471
2018-04-25,-3.7859
2018-04-26,4.0578
2018-04-27,-3.5451
2018-04-30,1.7764
2018-05-01,3.4908
2018-05-02,-3.8674
2018-05-03,-4.0835
2018-05-04,-1.4822
2018-05-07,2.7529
2018-05-08,-1.6822
2018-05-09,1.4575
2018-05-10,-0.8745
2018-05-11,1.8904
2018-05-14,0.7421
2018-05-15,-1.1357
2018-05-16,1.0556
2018-05-17,1.2596
2018-05-18,-2.5484999999999998
2018-05-21,-0.4359
2018-05-22,1.2508
2018-05-23,5.9605
2018-05-24,2.1568
2018-05-25,0.9986
2018-05-29,-10.113
2018-05-30,5.814
2018-05-31,-1.188
2018-06-01,3.697
2018-06-04,-1.0725
2018-06-05,-3.7797
2018-06-06,1.2789
2018-06-07,-10.3728
2018-06-08,3.4888
2018-06-11,3.047
2018-06-12,-1.5413999999999999
