ticker,BRY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-14,949900.0
2017-10-03,-47.3684
2017-10-10,-20.0
2017-10-16,-25.0
2017-10-17,83.3333
2017-10-18,-43.6364
2017-10-20,61.2903
2017-10-26,20.0
2017-10-27,16.6667
2017-11-02,33.5714
2017-11-06,-6.4171
2017-11-08,0.0
2017-11-10,-20.0
2017-11-15,21.4286
2017-11-21,-2.9412000000000003
2017-11-24,-27.2727
2017-11-29,0.0
2017-11-30,21.9167
2017-12-01,12.782
2017-12-05,6.0606
2017-12-06,0.0
2017-12-12,-2.8571
2017-12-22,7.3529
2017-12-27,-9.589
2017-12-28,-3.0303
2017-12-29,11.25
2018-01-04,8.1461
2018-01-08,6.4935
2018-01-09,12.1951
2018-01-10,2.1739
2018-01-11,-17.4468
2018-01-18,0.0
2018-01-19,-4.6392
2018-01-22,-2.7027
2018-01-23,1.1111
2018-01-24,1.0989
2018-01-25,8.1522
2018-02-05,-9.5477
2018-02-22,0.0
2018-03-26,0.0
2018-04-19,-11.1111
2018-04-23,18.75
2018-05-04,2.6316
2018-05-07,-2.5641
2018-05-10,-5.2632
2018-05-11,28.8889
2018-05-17,3.4483
2018-05-22,0.0
2018-05-23,3.125
2018-05-31,-4.2424
2018-06-13,-2.4473
2018-06-28,1.6436
2018-07-10,14.7234
2018-07-11,-22.1068
2018-07-18,30.9524
2018-07-19,5.4545
2018-07-20,10.3448
2018-07-23,0.0
2018-07-24,-9.375
2018-07-25,0.0
2018-07-26,-8.6207
2018-07-27,0.3019
2018-07-30,3.8375
2018-07-31,-0.3623
2018-08-01,-1.0182
2018-08-02,-2.2777
2018-08-03,0.6015
2018-08-06,1.2706
2018-08-07,-1.6236000000000002
2018-08-08,-0.7502
2018-08-09,-0.9826
2018-08-10,2.2137000000000002
2018-08-13,-2.9126
2018-08-14,-0.0769
2018-08-15,-2.0015
2018-08-16,0.0786
2018-08-17,0.7849
2018-08-20,1.2461
2018-08-21,2.1538
2018-08-22,1.6566
2018-08-23,3.9259
2018-08-24,10.1924
2018-08-27,1.7464
2018-08-28,1.6529
2018-08-29,0.0625
2018-08-30,1.75
2018-08-31,0.6757
2018-09-04,-3.2947
2018-09-05,2.5868
2018-09-06,-3.5055
2018-09-07,0.3824
2018-09-10,1.1429
2018-09-11,1.3183
2018-09-12,-2.7260999999999997
2018-09-13,2.5478
2018-09-14,-1.5615
2018-09-17,1.0787
2018-09-18,2.5738
2018-09-19,0.1224
2018-09-20,0.0611
