ticker,TONJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-14,0.0
2007-11-16,8.8889
2007-11-19,53.0612
2007-11-20,60.0
2007-11-21,25.0
2007-11-28,66.6667
2007-11-30,0.0
2007-12-05,-40.0
2007-12-11,8.3333
2007-12-12,-7.6923
2007-12-19,-66.3333
2007-12-20,197.0297
2008-01-17,-61.6667
2008-01-29,160.8696
2008-02-01,0.0
2008-03-26,-0.3333
2008-06-09,-83.2776
2008-06-10,10.0
2008-06-12,36.3636
2008-06-17,0.0
2008-06-18,-9.3333
2008-06-26,-1.4706000000000001
2008-07-01,-10.4478
2008-07-10,-1.6667
2008-07-11,3.3898
2008-07-14,0.0
2008-07-15,4.918
2008-07-18,1.5625
2008-07-21,-93.8462
2008-07-22,650.0
2008-07-23,50.0
2008-07-24,88.8889
2008-07-25,-8.2353
2008-07-28,-10.2564
2008-07-29,11.4286
2008-07-30,-3.8462
2008-07-31,-16.0
2008-08-01,0.0
2008-08-04,-4.7619
2008-08-05,0.0
2008-08-06,-35.0
2008-08-07,10.2564
2008-08-08,-2.3256
2008-08-12,-9.5238
2008-08-13,-34.2105
2008-08-14,-32.0
2008-08-15,17.647100000000002
2008-08-18,15.0
2008-08-19,-32.6087
2008-08-20,29.0323
2008-08-21,-10.0
2008-08-22,27.7778
2008-08-25,-13.0435
2008-08-26,-10.0
2008-08-27,0.0
2008-08-28,0.0
2008-08-29,66.6667
2008-09-03,-16.6667
2008-09-05,-20.0
2008-09-08,15.0
2008-09-15,-13.0435
2008-09-16,0.0
2008-09-17,0.0
2008-09-18,15.0
2008-09-19,0.0
2008-09-23,4.3478
2008-09-24,66.6667
2008-09-25,-32.5
2008-09-26,48.1481
2008-10-01,-1.25
2008-10-08,26.5823
2008-10-09,60.0
2008-10-10,-65.0
2008-10-21,10.7143
2008-11-17,0.0
2008-11-24,-9.6774
2008-11-25,-10.7143
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-09,4.0
2008-12-10,-1.9231
2008-12-11,-1.9607999999999999
2008-12-16,0.0
2008-12-17,-40.0
2008-12-19,6.6667
2008-12-29,0.0
2009-01-12,0.0
2009-01-20,-6.25
2009-01-21,-6.6667
2009-01-22,-7.1429
2009-01-23,-30.7692
2009-01-28,11.1111
2009-02-02,50.0
2009-02-03,0.0
2009-02-06,0.0
2009-02-09,-20.0
2009-02-11,16.6667
2009-02-12,0.7143
2009-02-17,0.7092
2009-02-18,0.0
2009-02-20,-1.4085
2009-02-24,1.4285999999999999
2009-03-03,5.6338
2009-03-04,0.0
2009-03-09,6.6667
2009-03-11,0.0
2009-03-13,25.0
2009-03-25,150.0
2009-03-26,-18.0
2009-04-07,-7.3171
2009-04-17,-55.2632
2009-04-27,76.4706
2009-04-28,-40.0
2009-06-11,38.8889
2009-08-11,-40.0
2009-08-14,133.3333
2009-08-26,0.0
2009-09-04,0.0
2009-11-20,8.5714
2010-01-11,0.0
2010-01-13,57.8947
2010-02-09,0.0
2010-02-25,16.6667
2010-03-01,0.0
2010-03-08,0.0
2010-03-22,0.0
2010-03-23,-14.2857
2010-03-29,0.0
2010-04-21,0.0
2010-06-08,-65.0
2010-10-13,4.7619
2011-01-06,9.0909
2011-08-29,4.1667
2011-09-28,-4.0
2011-10-20,-54.1667
2011-11-29,-54.5455
2012-02-28,0.0
2012-07-03,258.0
2012-07-16,6.1453
2013-08-14,0.0
2015-01-12,0.0
2015-03-31,-21.0526
2015-04-28,266.6667
2015-04-29,-9.0909
2015-05-21,-70.0
2015-07-28,0.0
2015-09-22,0.0
2015-12-09,-33.3333
2015-12-23,0.0
2016-06-08,-30.0
2016-09-13,4.375
2016-09-29,-11.0351
2016-10-27,53.8462
2016-11-25,-15.375
2016-12-09,4.579
2017-02-09,12.9944
2017-02-28,0.0
2017-06-06,50.0
2017-08-24,0.0
2018-01-19,-13.3333
2018-01-25,0.0
2018-01-29,0.0
2018-03-14,15.3846
2018-05-02,-99.3333
2019-03-26,11900.0
2019-03-28,0.0
2019-03-29,-83.3333
2019-04-23,100.0
2019-04-24,0.0
2019-05-20,25.0
2019-05-21,-28.0
2019-05-31,177.7778
2019-06-04,-37.6
2019-06-12,4.1667
2019-06-14,-4.1538
2019-06-20,4.3339
2019-07-02,-4.1538
2019-07-03,-19.7432
2019-07-15,0.0
2019-08-22,0.0
2019-09-11,-12.6
2019-09-17,14.4165
2019-09-27,-12.6
2019-10-01,-19.6224
2019-10-03,-7.4733
2019-10-04,23.0769
2019-10-17,25.0
2019-11-13,105.8
2019-11-15,26.1419
2019-11-21,-7.5501000000000005
2019-11-22,-21.3333
2019-11-26,0.0
2019-12-09,0.8475
2019-12-30,2.9412000000000003
2019-12-31,-28.5714
2020-01-08,-14.2857
2020-02-27,100.0
2020-02-28,-54.1667
2020-04-03,118.1818
2020-05-01,-12.5
2020-05-14,-52.381
2020-06-25,340.0
2020-06-26,181.8182
2020-06-29,-3.2258
2020-06-30,11.6667
2020-07-01,83.5821
2020-07-02,-14.6341
2020-07-06,-14.2857
2020-07-07,-3.3333
2020-07-08,-10.9195
2020-07-09,16.129
2020-07-10,-16.6667
2020-07-13,-20.0
2020-07-14,-9.75
2020-07-15,-5.8172
2020-07-16,14.7059
2020-07-17,-12.8205
2020-07-20,-27.451
2020-07-21,-5.4054
2020-07-22,45.6857
2020-07-23,-15.8659
2020-07-27,-32.4009
2020-07-28,48.2759
2020-07-30,-11.6279
2020-07-31,31.0526
