ticker,HXPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-04-03,13.4545
2001-04-10,-1.2821
2001-05-08,-1.2987
2001-05-14,11.8421
2001-05-25,-4.7059
2001-06-08,0.0
2001-06-13,3.7037
2001-06-14,-3.5714
2001-06-29,0.0
2001-07-19,4.9383
2001-07-20,7.0588
2001-08-01,12.0879
2001-08-06,2.9412000000000003
2001-08-07,9.5238
2001-08-08,0.0
2001-08-09,-7.8261
2001-08-16,16.4151
2001-08-17,14.6677
2001-08-27,6.0071
2001-08-31,0.0
2001-09-07,3.3333
2001-09-18,-8.3871
2001-09-20,-26.0563
2001-09-26,-6.6667
2001-09-28,20.4082
2001-10-15,-6.7797
2001-10-17,4.5455
2001-10-24,-4.3478
2001-10-25,0.0
2001-11-15,18.1818
2001-11-20,7.6923
2001-11-27,-14.2857
2001-11-28,16.6667
2001-12-13,-20.0
2001-12-19,43.75
2001-12-21,0.0
2001-12-24,0.0
2001-12-28,-4.9689
2001-12-31,20.915
2002-01-04,-2.7027
2002-01-14,13.8889
2002-01-16,-2.439
2002-01-31,-2.5
2002-02-01,-9.7436
2002-02-08,13.6364
2002-02-12,2.5
2002-02-19,-14.6341
2002-03-01,20.0
2002-03-06,-19.0476
2002-03-08,0.0
2002-03-22,17.647100000000002
2002-04-04,-5.0
2002-04-08,-2.6316
2002-04-12,-10.8108
2002-04-15,12.1212
2002-04-16,-13.5135
2002-04-22,6.25
2002-04-23,10.5882
2002-04-25,1.0638
2002-05-07,-15.7895
2002-06-04,9.375
2002-06-21,2.8571
2002-06-28,-11.1111
2002-07-09,-3.125
2002-07-10,9.6774
2002-07-11,-5.8824
2002-07-15,-5.0
2002-07-16,1.9737
2002-07-19,-3.2258
2002-07-24,6.6667
2002-07-25,7.5
2002-07-26,1.7442
2002-07-29,0.0
2002-07-30,2.8571
2002-07-31,0.0
2002-08-01,11.1111
2002-08-02,2.5
2002-08-14,2.439
2002-08-21,-4.7619
2002-08-26,0.0
2002-09-09,0.0
2002-09-11,0.0
2002-09-20,-47.5
2002-09-30,-4.7619
2002-10-15,0.0
2002-11-15,58.0
2002-12-12,10.7595
2002-12-24,0.0
2002-12-26,0.0
2003-01-15,14.2857
2003-01-16,0.0
2003-01-22,125.0
2003-03-07,-55.5556
2003-05-09,-12.5
2003-05-19,0.0
2003-05-27,-11.4286
2003-06-20,0.0
2003-07-25,0.0
2003-08-06,3.2258
2003-08-28,-3.125
2003-09-03,0.0
2003-09-23,0.0
2003-10-09,0.0
2003-10-23,0.0
2003-11-11,1.9355
2003-12-18,-1.8987
2003-12-22,0.0
2003-12-24,0.0
2003-12-29,0.0
2004-01-21,16.129
2004-03-03,-10.0
2004-03-23,11.1111
2004-04-15,11.1111
2004-04-29,12.5
2004-05-13,0.0
2004-05-14,0.0
2004-10-01,-11.1111
2004-11-04,0.0
2004-12-28,-5.0
2005-01-26,0.0
2005-01-27,5.2632
2005-04-28,-5.0
2005-05-13,0.0
2005-06-03,0.0
2005-06-08,-5.2632
2005-08-01,8.3333
2005-08-25,-7.1795
2006-02-23,0.0
2006-05-22,0.0
2007-04-16,0.0
2007-05-18,-11.6022
2007-06-13,-3.75
2007-08-03,-14.2857
2007-08-06,-8.5227
2007-08-09,3.5197000000000003
2008-02-21,-46.4
2008-07-23,-47.7612
2008-09-11,0.0
2009-08-07,-28.5714
2010-08-13,0.0
2010-10-12,-40.0
2010-12-09,0.0
2010-12-27,0.0
2010-12-30,0.0
2011-01-03,0.0
2011-09-01,-53.3333
2011-09-20,-28.5714
2012-06-20,-80.0
2014-11-03,0.0
2014-11-13,-70.0
2014-11-14,3233.3333
2014-11-19,-94.5
2014-12-12,1718.1818
2014-12-15,200.0
2014-12-19,16.6667
2014-12-26,45.7143
2014-12-29,47.0588
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,-32.0
2015-01-21,-11.7647
2015-01-22,177.7778
2015-01-28,-72.0
2015-03-04,-28.5714
2015-03-05,-20.0
2015-03-13,7.5
2015-05-08,-6.9767
2015-12-02,0.0
2016-02-09,0.0
2016-03-17,-25.0
2018-06-01,-33.3333
2018-11-16,100.0
2019-09-04,-50.0
2019-09-20,100.0
2019-09-24,130.0
2019-09-25,39.1304
2019-09-26,0.0
2019-09-30,-20.3125
2019-10-11,-19.6078
2020-01-09,34.1463
2020-01-10,-10.2727
2020-01-13,-39.2097
2020-05-15,26.6667
