ticker,OCSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-12,-5.6667
2013-07-15,2.4735
2013-07-16,-0.3448
2013-07-17,0.0
2013-07-18,-0.346
2013-07-19,-0.6944
2013-07-22,1.2587
2013-07-23,-1.5884
2013-07-24,-0.2105
2013-07-25,0.4923
2013-07-26,-0.6298
2013-07-29,-0.0704
2013-07-30,0.0705
2013-07-31,-0.0704
2013-08-01,0.0705
2013-08-02,0.6338
2013-08-05,-0.7698
2013-08-06,-2.3272
2013-08-07,-1.7103000000000002
2013-08-08,2.4746
2013-08-09,-1.0753
2013-08-12,0.7246
2013-08-13,-1.7986
2013-08-14,0.7326
2013-08-15,0.6545
2013-08-16,-1.5896
2013-08-19,0.5874
2013-08-20,1.0949
2013-08-21,0.1444
2013-08-22,0.5768
2013-08-23,0.9319
2013-08-26,-1.4205
2013-08-27,-0.9366
2013-08-28,0.7273
2013-08-29,0.0
2013-08-30,0.9386
2013-09-03,-1.6452
2013-09-04,1.0909
2013-09-05,-1.295
2013-09-06,1.2391
2013-09-09,0.216
2013-09-10,-0.3592
2013-09-11,-0.1442
2013-09-12,-0.4693
2013-09-13,1.2695
2013-09-16,-0.2865
2013-09-17,-0.6466
2013-09-18,0.8677
2013-09-19,-1.0753
2013-09-20,-0.0725
2013-09-23,-0.2901
2013-09-24,-0.2909
2013-09-25,-0.8023
2013-09-26,1.3971
2013-09-27,-0.0725
2013-09-30,-1.7417
2013-10-01,-0.2954
2013-10-02,0.0741
2013-10-03,-1.7024
2013-10-04,2.3343
2013-10-07,-0.3679
2013-10-08,-0.8115
2013-10-09,-0.8944
2013-10-10,3.3058
2013-10-11,0.5818
2013-10-14,-0.6508
2013-10-15,-0.8006
2013-10-16,0.2935
2013-10-17,1.1703999999999999
2013-10-18,-0.8683
2013-10-21,-0.6569
2013-10-22,0.2204
2013-10-23,0.0009
2013-10-24,-0.2942
2013-10-25,0.0735
2013-10-28,0.0735
2013-10-29,1.1013
2013-10-30,-1.1619
2013-10-31,0.8817
2013-11-01,-0.7283
2013-11-04,-0.7337
2013-11-05,-0.9608
2013-11-06,0.5224
2013-11-07,0.8909
2013-11-08,0.2943
2013-11-11,-0.4402
2013-11-12,-1.3265
2013-11-13,1.1949
2013-11-14,0.738
2013-11-15,-0.1465
2013-11-18,-0.9538
2013-11-19,-0.2963
2013-11-20,0.5944
2013-11-21,0.3693
2013-11-22,-1.3245
2013-11-25,0.4474
2013-11-26,-1.4104999999999999
2013-11-27,-0.753
