ticker,SOGO US Equity
2018-04-04,5.6581
2018-04-05,-4.0745
2018-04-06,-1.4563
2018-04-09,2.4631
2018-04-10,4.5673
2018-04-11,-2.069
2018-04-12,1.5258
2018-04-13,1.3873
2018-04-16,-2.2805
2018-04-17,-0.1167
2018-04-18,-0.4673
2018-04-19,-0.5869
2018-04-20,0.0
2018-04-23,-1.1806
2018-04-24,2.27
2018-04-25,-3.6215
2018-04-26,3.0303
2018-04-27,3.6471
2018-04-30,-2.3837
2018-05-01,-1.2791000000000001
2018-05-02,0.1178
2018-05-03,1.2941
2018-05-04,-1.2776
2018-05-07,2.0
2018-05-08,1.1534
2018-05-09,5.5872
2018-05-10,2.2678
2018-05-11,0.2112
2018-05-14,1.686
2018-05-15,-1.5544
2018-05-16,-1.0526
2018-05-17,0.8511
2018-05-18,1.5823
2018-05-21,2.2845
2018-05-22,-1.7259
2018-05-23,-0.2066
2018-05-24,0.5176
2018-05-25,0.7209
2018-05-29,-1.8405
2018-05-30,-1.0417
2018-05-31,0.3158
2018-06-01,0.8395
2018-06-04,13.2154
2018-06-05,2.8493
2018-06-06,1.2511
2018-06-07,-3.1774
2018-06-08,3.2817
2018-06-11,8.12
2018-06-12,4.0816
2018-06-13,-2.1961
2018-06-14,7.2975
2018-06-15,3.5127
2018-06-18,11.4079
2018-06-19,-9.7213
2018-06-20,0.6461
2018-06-21,-10.6277
2018-06-22,-6.3847
2018-06-25,-1.2788
2018-06-26,1.209
2018-06-27,-3.7542999999999997
2018-06-28,0.7092
2018-06-29,0.6162
2018-07-02,-3.8495
2018-07-03,-1.2739
2018-07-05,-3.7788
2018-07-06,3.0651
2018-07-09,2.7881
2018-07-10,-4.0687
2018-07-11,-1.885
2018-07-12,6.3401
2018-07-13,-2.6197
2018-07-16,3.2468
2018-07-17,7.9963999999999995
2018-07-18,-2.4126
2018-07-19,-3.7511
2018-07-20,0.7972
2018-07-23,-1.3181
2018-07-24,-5.5209
2018-07-25,3.1103
2018-07-26,-1.5539
2018-07-27,-4.0854
2018-07-30,-7.5508
2018-07-31,-3.5602
2018-08-01,2.6059
2018-08-02,-3.8095
2018-08-03,3.0803
2018-08-06,-1.3874
2018-08-07,0.6494
2018-08-08,-3.2258
2018-08-09,0.2222
2018-08-10,-0.6652
2018-08-13,-1.7856999999999998
2018-08-14,-2.7273
2018-08-15,-2.3364
2018-08-16,7.8947
2018-08-17,0.7761
2018-08-20,-4.5105
2018-08-21,2.5346
2018-08-22,-0.7865
2018-08-23,-3.7373
2018-08-24,1.0588
2018-08-27,4.1909
2018-08-28,-2.2346
2018-08-29,-0.5714
2018-08-30,-4.1379
2018-08-31,-1.3189
2018-09-04,-3.1592000000000002
2018-09-05,-3.1368
2018-09-06,1.8135
2018-09-07,-1.2723
2018-09-10,-2.4485
2018-09-11,-1.321
2018-09-12,0.8032
2018-09-13,2.5232
2018-09-14,-2.2021
2018-09-17,-1.9868000000000001
2018-09-18,1.8919000000000001
2018-09-19,2.7851
2018-09-20,3.2258
2018-09-21,-0.875
2018-09-24,-1.7654
2018-09-25,-2.1823
2018-09-26,-0.1312
2018-09-27,1.1827
2018-09-28,-3.5065
2018-10-01,0.9421
2018-10-02,-4.1333
2018-10-03,0.5563
2018-10-04,-3.3195
2018-10-05,-3.8627000000000002
2018-10-08,1.4881
2018-10-09,-6.7449
2018-10-10,-4.0881
2018-10-11,2.2951
2018-10-12,2.5641
2018-10-15,0.0
2018-10-16,2.0313
2018-10-17,-2.7565
2018-10-18,-4.4094
2018-10-19,-4.2834
2018-10-22,2.5818
2018-10-23,-0.5034
2018-10-24,-4.0472
2018-10-25,1.0545
2018-10-26,-0.1739
2018-10-29,-2.7875
2018-10-30,-1.4337
2018-10-31,5.6364
2018-11-01,13.9415
2018-11-02,-4.6828
2018-11-05,0.6339
2018-11-06,-0.7874
2018-11-07,-1.4285999999999999
2018-11-08,-1.6103
2018-11-09,-5.892
2018-11-12,5.0435
2018-11-13,1.3245
2018-11-14,2.2876
2018-11-15,2.8754
2018-11-16,-2.0186
2018-11-19,-1.2678
2018-11-20,-3.3708
2018-11-21,2.1595
2018-11-23,-2.6016
2018-11-26,0.0
2018-11-27,0.6678
2018-11-28,3.6484
2018-11-29,-1.44
2018-11-30,0.8117
2018-12-03,1.9324
2018-12-04,-2.5276
2018-12-06,-1.1345
2018-12-07,-2.2951
2018-12-10,-0.3356
2018-12-11,0.1684
2018-12-12,2.1849
2018-12-13,0.4934
2018-12-14,-4.7463
2018-12-17,-7.0447
2018-12-18,1.4787
2018-12-19,-0.7286
2018-12-20,-2.0183
2018-12-21,-1.4981
2018-12-24,-0.5703
2018-12-26,7.457
2018-12-27,-0.8897
2018-12-28,-1.4363000000000001
2018-12-31,-4.3716
2019-01-02,5.3333
2019-01-03,-6.1483
2019-01-04,7.3218
2019-01-07,3.0521
2019-01-08,2.439
2019-01-09,2.3810000000000002
2019-01-10,1.3289
2019-01-11,-3.7705
2019-01-14,-2.0443
2019-01-15,1.2174
2019-01-16,1.8900000000000001
2019-01-17,-0.6745
2019-01-18,3.7351
2019-01-22,-1.8003
2019-01-23,-0.8333
2019-01-24,2.8571
2019-01-25,7.6797
2019-01-28,-2.5797
2019-01-29,-2.648
2019-01-30,0.32
2019-01-31,2.0734
2019-02-01,-4.6875
2019-02-04,1.1475
2019-02-05,0.8104
2019-02-06,-1.2862
2019-02-07,-2.2801
2019-02-08,1.1667
2019-02-11,-2.4712
2019-02-12,0.1689
2019-02-13,2.5295
2019-02-14,-0.3289
2019-02-15,-1.4851
2019-02-19,2.6801
2019-02-20,-0.1631
2019-02-21,-2.2876
2019-02-22,8.3612
2019-02-25,1.5432000000000001
2019-02-26,-2.7356
2019-02-27,-0.7813
2019-02-28,-1.8898000000000001
2019-03-01,-0.321
2019-03-04,-0.8052
2019-03-05,13.3117
2019-03-06,-3.7249
2019-03-07,-7.7381
2019-03-08,-0.4839
2019-03-11,2.7553
2019-03-12,-0.6309
2019-03-13,-0.7937
2019-03-14,-0.96
2019-03-15,1.1309
2019-03-18,-0.3195
2019-03-19,-2.0833
2019-03-20,-2.455
2019-03-21,-2.349
2019-03-22,-4.811
2019-03-25,3.2491
2019-03-26,0.3497
2019-03-27,0.1742
2019-03-28,0.5217
2019-03-29,2.7682
2019-04-01,1.0101
2019-04-02,-2.0
2019-04-03,1.3605
2019-04-04,-0.3356
2019-04-05,1.8519
2019-04-08,0.6612
2019-04-09,-0.4926
2019-04-10,-2.3102
2019-04-11,-2.7027
2019-04-12,-0.3472
2019-04-15,-4.007
2019-04-16,-3.6298
2019-04-17,0.3766
2019-04-18,1.6886
2019-04-22,-0.1845
2019-04-23,-0.1848
2019-04-24,-0.1852
2019-04-25,0.1855
2019-04-26,1.2963
2019-04-29,0.1828
2019-04-30,3.8321
2019-05-01,-2.2847
2019-05-02,1.0791
2019-05-03,3.3808
2019-05-06,-1.8933
2019-05-07,-3.3333
2019-05-08,-0.1815
2019-05-09,0.0
2019-05-10,-0.9091
2019-05-13,-3.8532
2019-05-14,-0.1908
2019-05-15,-0.956
2019-05-16,0.3861
2019-05-17,-6.7308
2019-05-20,-3.0928
2019-05-21,0.4255
2019-05-22,-2.7542
2019-05-23,-4.5752
2019-05-24,0.4566
2019-05-28,-0.4545
2019-05-29,1.3699
2019-05-30,-2.4775
2019-05-31,-3.6952
2019-06-03,0.0
2019-06-04,-0.7194
2019-06-05,-3.8647
2019-06-06,-2.0101
2019-06-07,0.2564
2019-06-10,4.0921
2019-06-11,2.2113
2019-06-12,-2.6442
2019-06-13,3.9506
2019-06-14,-4.038
2019-06-17,3.7129
2019-06-18,-2.148
2019-06-19,2.6829
2019-06-20,1.4252
2019-06-21,-2.1077
2019-06-24,1.6745999999999999
2019-06-25,-2.1176
2019-06-26,1.9231
2019-06-27,0.7075
2019-06-28,-3.9813
2019-07-01,0.9756
2019-07-02,1.2077
2019-07-03,-1.1933
2019-07-05,-0.4831
2019-07-08,-2.4272
2019-07-09,-1.7412999999999998
2019-07-10,-0.5063
2019-07-11,-1.0178
2019-07-12,-0.5141
2019-07-15,-0.2584
2019-07-16,2.0725
2019-07-17,-1.5228000000000002
2019-07-18,-1.8041
2019-07-19,0.5249
2019-07-22,-1.3054999999999999
2019-07-23,2.6455
2019-07-24,1.8041
2019-07-25,-1.0127
2019-07-26,-2.046
2019-07-29,0.7833
2019-07-30,-0.2591
2019-07-31,-2.0779
2019-08-01,2.9177999999999997
2019-08-02,-0.5155
2019-08-05,-11.658
2019-08-06,9.3842
2019-08-07,8.0429
2019-08-08,-0.7444
2019-08-09,0.75
2019-08-12,-1.9851
2019-08-13,2.7848
2019-08-14,0.2463
2019-08-15,-0.9828
2019-08-16,1.4888
2019-08-19,4.6455
2019-08-20,-1.4019
2019-08-21,-1.4218
2019-08-22,-1.2019
2019-08-23,0.7299
2019-08-26,-3.6231999999999998
2019-08-27,5.0125
2019-08-28,2.148
2019-08-29,2.1028000000000002
2019-08-30,0.4577
2019-09-03,0.0
2019-09-04,-1.5945
2019-09-05,2.5463
2019-09-06,4.7404
2019-09-09,0.431
2019-09-10,16.9528
2019-09-11,-1.8349
2019-09-12,-0.7477
2019-09-13,-3.2015000000000002
2019-09-16,-0.5837
2019-09-17,0.5871
2019-09-18,-0.1946
2019-09-19,-0.5848
2019-09-20,-1.5686
2019-09-23,-1.1952
2019-09-24,-2.621
2019-09-25,2.6915
2019-09-26,0.6048
2019-09-27,-1.2024
2019-09-30,0.2028
2019-10-01,0.0
2019-10-02,1.417
2019-10-03,0.998
2019-10-04,2.9644
2019-10-07,4.6065000000000005
2019-10-08,-2.0183
2019-10-09,0.0
2019-10-10,-3.1835
2019-10-11,0.1934
2019-10-14,0.0
2019-10-15,1.7375
2019-10-16,0.759
2019-10-17,-0.3766
2019-10-18,-4.9149
2019-10-21,-1.1928
2019-10-22,-0.6036
2019-10-23,-2.2267
2019-10-24,1.4493
2019-10-25,1.2245
2019-10-28,3.8306
2019-10-29,0.0
2019-10-30,-0.7767
2019-10-31,0.7828
2019-11-01,2.1359
2019-11-04,-1.7109999999999999
2019-11-05,1.9342000000000001
2019-11-06,1.7078
2019-11-07,4.6642
2019-11-08,1.426
2019-11-11,-2.2847
2019-11-12,-0.1799
2019-11-13,-0.7207
2019-11-14,-4.1742
2019-11-15,-2.4621
2019-11-18,-2.3301
2019-11-19,-0.1988
2019-11-20,0.1992
2019-11-21,-0.5964
2019-11-22,-0.2
2019-11-25,1.002
2019-11-26,-0.7937
2019-11-27,-0.4
2019-11-29,-1.4056
2019-12-02,0.4073
2019-12-03,0.2028
2019-12-04,-1.2146
2019-12-05,2.0492
2019-12-06,-1.004
2019-12-09,-1.8256000000000001
2019-12-10,0.2066
2019-12-11,1.6495
2019-12-12,0.6085
2019-12-13,-0.2016
2019-12-16,1.0101
2019-12-17,-0.8
2019-12-18,1.0081
2019-12-19,1.3972
2019-12-20,-0.9843
2019-12-23,-0.994
2019-12-24,-0.4016
2019-12-26,-2.0161
2019-12-27,-2.0576
2019-12-30,-3.1513
2019-12-31,-1.3014999999999999
2020-01-02,3.956
2020-01-03,-0.2114
2020-01-06,0.0
2020-01-07,1.0593
2020-01-08,0.6289
2020-01-09,2.9167
2020-01-10,-0.8097
2020-01-13,7.9592
2020-01-14,2.6465
2020-01-15,-1.6575
2020-01-16,0.0
2020-01-17,1.6854
2020-01-21,-0.9208
2020-01-22,-1.8587
2020-01-23,-1.7045
2020-01-24,-5.2023
2020-01-27,-5.2846
2020-01-28,-0.8584
2020-01-29,-4.329
2020-01-30,-4.0724
2020-01-31,-3.7736
2020-02-03,5.1471
2020-02-04,1.8648
2020-02-05,-0.6865
2020-02-06,-0.6912
2020-02-07,-0.464
2020-02-10,0.6993
2020-02-11,3.2407
2020-02-12,0.8969
2020-02-13,-2.6667
2020-02-14,-1.3699
2020-02-18,-1.6204
2020-02-19,-0.7059
2020-02-20,-0.4739
2020-02-21,-2.1429
2020-02-24,-0.7299
2020-02-25,-4.1667
2020-02-26,3.5806
2020-02-27,-1.9752999999999998
2020-02-28,7.0529
2020-03-02,-4.4706
2020-03-03,-0.4926
2020-03-04,0.2475
2020-03-05,-2.716
2020-03-06,-2.2843
2020-03-09,0.7792
2020-03-10,3.3505
2020-03-11,-0.4988
2020-03-12,-2.005
2020-03-13,2.8133
2020-03-16,-13.9303
2020-03-17,1.7341
2020-03-18,-9.375
2020-03-19,3.7618
2020-03-20,2.4169
2020-03-23,-2.9499
2020-03-24,1.8237
2020-03-25,4.1791
2020-03-26,-3.4384
2020-03-27,-3.2641
2020-03-30,0.6135
2020-03-31,2.439
2020-04-01,-1.4881
2020-04-02,0.6042
2020-04-03,-0.9009
2020-04-06,2.1212
2020-04-07,1.1869
2020-04-08,0.2933
2020-04-09,2.3392
2020-04-13,-0.8571
2020-04-14,-1.1527
2020-04-15,-2.6239
2020-04-16,0.8982
2020-04-17,1.7804
2020-04-20,-0.8746
2020-04-21,-1.4706000000000001
2020-04-22,-1.194
2020-04-23,0.9063
2020-04-24,0.8982
2020-04-27,2.3739
2020-04-28,-3.1884
2020-04-29,2.0958
2020-04-30,4.3988
2020-05-01,-5.0562
2020-05-04,0.5917
2020-05-05,-2.9412000000000003
2020-05-06,3.3333
2020-05-07,1.7595
2020-05-08,0.5764
2020-05-11,1.1461000000000001
2020-05-12,0.0
2020-05-13,-0.5666
2020-05-14,-2.849
2020-05-15,2.9326
2020-05-18,-1.1396
2020-05-19,-3.17
2020-05-20,-2.6786
2020-05-21,-3.0581
2020-05-22,-6.6246
2020-05-26,14.527
2020-05-27,-1.7699
2020-05-28,-5.4054
2020-05-29,1.2698
2020-06-01,0.3135
2020-06-02,1.5625
2020-06-03,2.7692
2020-06-04,2.9939999999999998
2020-06-05,1.4535
2020-06-08,2.0057
2020-06-09,-2.5281000000000002
2020-06-10,4.0346
2020-06-11,1.662
2020-06-12,-0.8174
2020-06-15,8.7912
2020-06-16,7.3232
2020-06-17,1.8824
2020-06-18,-0.6928
2020-06-19,1.1628
2020-06-22,-1.8391
2020-06-23,3.5129
2020-06-24,-7.0136
2020-06-25,0.4866
2020-06-26,-1.937
2020-06-29,1.2346
2020-06-30,1.9512
2020-07-01,-2.6316
2020-07-02,0.4914
2020-07-06,4.6455
2020-07-07,1.8692
2020-07-08,9.1743
2020-07-09,16.5966
2020-07-10,-0.9009
2020-07-13,-1.8182
2020-07-14,-8.1481
2020-07-15,0.8065
2020-07-16,-3.8
2020-07-17,-4.158
2020-07-20,0.6508
2020-07-21,8.1897
2020-07-22,-4.9801
2020-07-23,-0.4193
2020-07-24,21.0526
2020-07-27,48.0
2020-07-28,-1.0576
2020-07-29,0.8314
2020-07-30,-0.4711
2020-07-31,2.0118
