ticker,SHYF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1429
2000-01-04,-4.3796
2000-01-05,3.8167999999999997
2000-01-06,5.1471
2000-01-07,-0.6993
2000-01-10,-3.5211
2000-01-11,-0.7299
2000-01-12,0.0
2000-01-13,1.4706000000000001
2000-01-14,-2.8986
2000-01-18,2.9851
2000-01-19,-4.3478
2000-01-20,0.0
2000-01-21,3.0303
2000-01-24,-2.9412000000000003
2000-01-25,-1.5152
2000-01-26,0.0
2000-01-27,-1.5385
2000-01-28,-1.5625
2000-01-31,3.1746
2000-02-01,1.5385
2000-02-02,9.0909
2000-02-03,2.7778
2000-02-04,-4.0541
2000-02-07,-9.1549
2000-02-08,-0.7752
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.7813
2000-02-14,1.5504
2000-02-15,0.0
2000-02-16,0.7634
2000-02-17,-1.5152
2000-02-18,-1.5385
2000-02-22,3.125
2000-02-23,6.0606
2000-02-24,-5.7143
2000-02-25,-3.0303
2000-02-28,3.125
2000-02-29,-1.5152
2000-03-01,1.5385
2000-03-02,-3.0303
2000-03-03,3.125
2000-03-06,-1.5152
2000-03-07,-1.5385
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,0.7813
2000-03-14,0.0
2000-03-15,-0.7752
2000-03-16,0.0
2000-03-17,0.0
2000-03-20,-0.7812
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,2.3622
2000-03-24,-0.7692
2000-03-27,0.7752
2000-03-28,-1.5385
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,3.125
2000-04-03,-3.0303
2000-04-04,-1.5625
2000-04-05,1.5873
2000-04-06,0.0
2000-04-07,3.125
2000-04-10,-1.5152
2000-04-11,-1.5385
2000-04-12,1.5625
2000-04-13,4.6154
2000-04-14,-2.9412000000000003
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,-1.5152
2000-04-24,0.0
2000-04-25,1.5385
2000-04-26,-3.0303
2000-04-27,6.25
2000-04-28,0.0
2000-05-01,1.4706000000000001
2000-05-02,9.4203
2000-05-03,-0.6623
2000-05-04,-2.6667
2000-05-05,-4.1096
2000-05-08,-4.2857
2000-05-09,4.4776
2000-05-10,-4.2857
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,-2.9851
2000-05-16,1.5385
2000-05-17,-0.7576
2000-05-18,2.2901
2000-05-19,-2.9851
2000-05-22,1.5385
2000-05-23,3.0303
2000-05-24,-1.4706000000000001
