ticker,RBCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-12,0.8
2011-10-13,-0.7937
2011-10-14,4.0
2011-10-17,0.0
2011-10-18,-3.8462
2011-10-19,4.0
2011-10-20,0.0
2011-10-21,-3.8462
2011-10-24,4.0
2011-10-25,0.0
2011-10-27,-15.3846
2011-10-28,0.0
2011-11-01,-4.5455
2011-11-02,14.2857
2011-11-03,0.0
2011-11-04,-57.5
2011-11-07,115.6863
2011-11-08,9.0909
2011-11-10,-12.5
2011-11-11,-3.8095
2011-11-16,8.9109
2011-11-18,-20.0
2011-11-21,-6.8182
2011-11-30,23.1707
2011-12-12,15.8416
2011-12-13,11.1111
2011-12-14,-7.6923
2011-12-15,-4.1667
2011-12-16,-4.3478
2011-12-19,0.0
2011-12-20,7.2727
2011-12-21,-2.5423999999999998
2011-12-22,21.7391
2011-12-23,7.1429
2011-12-27,16.6667
2011-12-28,17.7143
2011-12-29,-2.4272
2011-12-30,-0.4975
2012-01-03,1.0
2012-01-04,-0.9901
2012-01-05,2.5
2012-01-06,2.439
2012-01-09,-10.0
2012-01-10,-33.3333
2012-01-11,34.9206
2012-01-12,11.1765
2012-01-13,14.2857
2012-01-17,6.0185
2012-01-18,7.8603
2012-01-19,5.2632
2012-01-20,5.7692
2012-01-23,9.0909
2012-01-24,5.0
2012-01-25,-10.1587
2012-01-26,-15.1943
2012-01-27,-17.0833
2012-01-30,-22.1106
2012-01-31,19.3548
2012-02-01,10.8108
2012-02-02,2.439
2012-02-03,-19.2143
2012-02-06,9.048
2012-02-07,-18.9189
2012-02-08,6.6667
2012-02-09,-15.0
2012-02-10,17.647100000000002
2012-02-13,-6.25
2012-02-14,-13.3333
2012-02-15,13.8462
2012-02-16,-2.7027
2012-02-17,2.7778
2012-02-21,-8.7838
2012-02-22,0.0
2012-02-23,-11.1111
2012-02-24,-8.3333
2012-02-27,0.0
2012-02-28,-8.1818
2012-02-29,-8.9109
2012-03-01,-34.7826
2012-03-02,36.6667
2012-03-05,-0.2439
2012-03-06,-14.4254
2012-03-07,1.4285999999999999
2012-03-08,3.9436999999999998
2012-03-09,-25.4743
2012-03-12,5.4545
2012-03-13,-18.9655
2012-03-14,35.1064
2012-03-15,54.3307
2012-03-16,-8.1633
2012-03-19,-4.4444
2012-03-20,-7.2093
2012-03-21,-6.015
2012-03-22,-6.6667
2012-03-23,19.7143
2012-03-26,-10.5012
2012-03-27,-6.6667
2012-03-28,-7.1429
2012-03-29,3.0769
2012-03-30,-5.2239
