ticker,DORM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,16.2162
2000-01-04,-6.9767
2000-01-05,2.5
2000-01-06,8.5366
2000-01-07,-3.3708
2000-01-10,-2.3256
2000-01-11,-1.1905000000000001
2000-01-12,-3.6145
2000-01-13,-23.75
2000-01-14,11.4754
2000-01-18,-5.8824
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,3.125
2000-01-24,-3.0303
2000-01-25,-3.125
2000-01-26,3.2258
2000-01-27,-3.125
2000-01-28,-3.2258
2000-01-31,0.0
2000-02-01,6.6667
2000-02-02,3.125
2000-02-03,1.5152
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-7.4627
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,6.4516
2000-02-14,-4.5455
2000-02-15,0.0
2000-02-16,2.3810000000000002
2000-02-17,-3.876
2000-02-18,-1.6129
2000-02-22,1.6393
2000-02-23,-1.6129
2000-02-24,0.0
2000-02-25,-4.918
2000-02-28,0.0
2000-02-29,1.7241
2000-03-01,1.6949
2000-03-02,-6.6667
2000-03-03,3.5714
2000-03-06,-5.1724
2000-03-07,-5.4545
2000-03-08,0.0
2000-03-09,-5.7692
2000-03-10,6.1224
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,-3.8462
2000-03-17,-8.0
2000-03-20,-2.1739
2000-03-21,-4.4444
2000-03-22,-9.3023
2000-03-23,5.1282
2000-03-24,9.7561
2000-03-27,15.5556
2000-03-28,-3.8462
2000-03-29,-16.0
2000-03-30,4.7619
2000-03-31,6.8182
2000-04-03,2.1277
2000-04-04,8.3333
2000-04-05,-7.6923
2000-04-06,8.3333
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,-1.9231
2000-04-12,-1.9607999999999999
2000-04-13,-8.0
2000-04-14,4.3478
2000-04-17,-4.1667
2000-04-18,8.6957
2000-04-19,-4.0
2000-04-24,-8.3333
2000-04-25,18.1818
2000-04-27,0.0
2000-04-28,-5.7692
2000-05-01,-2.0408
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,-2.0833
2000-05-05,10.6383
2000-05-08,3.8462
2000-05-09,-1.8519
2000-05-10,1.8868
2000-05-11,-3.7037
2000-05-12,-16.3462
2000-05-15,-1.1494
2000-05-16,16.2791
2000-05-17,0.0
2000-05-18,-2.0
2000-05-19,-4.0816
2000-05-22,-12.766
2000-05-23,-12.1951
2000-05-24,5.5556
2000-05-25,9.2105
2000-05-26,-3.6145
2000-05-30,0.0
2000-05-31,0.0
