ticker,RYB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-27,40.0
2017-09-28,-3.668
2017-09-29,14.2285
2017-10-02,9.2632
2017-10-03,-5.4592
2017-10-04,-0.8152
2017-10-05,-7.6712
2017-10-06,3.635
2017-10-09,-3.7580999999999998
2017-10-10,6.6567
2017-10-11,-0.9763
2017-10-12,5.1408
2017-10-13,0.134
2017-10-16,3.4114
2017-10-17,-7.3415
2017-10-18,-4.712
2017-10-19,0.2564
2017-10-20,0.0
2017-10-23,-4.9689
2017-10-24,-0.0384
2017-10-25,-7.8077
2017-10-26,4.297
2017-10-27,-3.92
2017-10-30,3.0391
2017-10-31,2.8687
2017-11-01,1.139
2017-11-02,-0.6214
2017-11-03,0.3517
2017-11-06,2.8037
2017-11-07,0.2273
2017-11-08,0.2268
2017-11-09,10.6335
2017-11-10,-2.6244
2017-11-13,3.1152
2017-11-14,1.8669
2017-11-15,-6.2646
2017-11-16,-4.0526
2017-11-17,-3.0752
2017-11-20,3.9373
2017-11-21,2.2803
2017-11-22,-3.9554
2017-11-24,-38.4126
2017-11-27,9.4225
2017-11-28,23.3333
2017-11-29,-8.4234
2017-11-30,-12.9365
2017-12-01,3.3898
2017-12-04,-2.8962
2017-12-05,0.7878
2017-12-06,-3.7409
2017-12-07,-0.522
2017-12-08,4.0233
2017-12-11,3.5874
2017-12-12,-7.0346
2017-12-13,-0.4075
2017-12-14,-1.052
2017-12-15,-0.886
2017-12-18,-2.503
2017-12-19,-1.4059
2017-12-20,-1.1159
2017-12-21,-1.6301
2017-12-22,3.5692
2017-12-26,3.2615
2017-12-27,2.4434
2017-12-28,-2.0942
2017-12-29,0.2971
2018-01-02,0.7109
2018-01-03,-1.1764999999999999
2018-01-04,0.9524
2018-01-05,-0.1179
2018-01-08,-1.0035
2018-01-09,-1.0733
2018-01-10,0.6631
2018-01-11,0.5988
2018-01-12,0.2976
2018-01-16,5.3412
2018-01-17,8.7324
2018-01-18,0.3109
2018-01-19,-4.4421
2018-01-22,-1.3514
2018-01-23,3.0685000000000002
2018-01-24,0.8506
2018-01-25,2.7412
2018-01-26,2.5654
2018-01-29,-0.3502
2018-01-30,-3.2631
2018-01-31,-0.9341
2018-02-01,-0.4715
2018-02-02,-3.8421
2018-02-05,-2.8462
2018-02-06,-0.507
2018-02-07,-2.0951
2018-02-08,-3.9907
2018-02-09,3.7952
2018-02-12,3.3662
2018-02-13,4.2673
2018-02-14,4.4696
2018-02-15,0.3608
2018-02-16,-1.4895
