ticker,HTTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-22,31.25
2000-03-24,38.0952
2000-03-27,6.8966
2000-03-28,3.2258
2000-03-29,-2.7344
2000-03-30,6.8273
2000-03-31,3.0075
2000-04-03,5.1095
2000-04-04,-1.3889
2000-04-05,7.3944
2000-04-06,10.1639
2000-04-07,-4.7619
2000-04-10,0.0
2000-04-11,-11.25
2000-04-12,-4.2254
2000-04-13,16.1765
2000-04-14,2.5316
2000-04-17,-0.6173
2000-04-18,-1.6149
2000-04-19,-7.8283000000000005
2000-04-20,4.1096
2000-04-24,-15.7895
2000-04-25,12.5
2000-04-26,-13.8889
2000-04-27,-16.129
2000-04-28,24.0385
2000-05-01,11.6279
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,-5.5556
2000-05-05,-5.8824
2000-05-08,-14.125
2000-05-09,-10.8443
2000-05-10,-2.0408
2000-05-11,33.3333
2000-05-12,-36.0
2000-05-15,56.0547
2000-05-16,-37.4218
2000-05-17,-10.0
2000-05-18,5.5556
2000-05-19,-36.8421
2000-05-22,-16.6667
2000-05-23,0.0
2000-05-24,-44.8
2000-05-25,63.0435
2000-05-26,-11.1111
2000-05-30,0.0
2000-05-31,-3.125
2000-06-01,-25.8065
2000-06-02,-2.6087
2000-06-05,0.0
2000-06-06,-14.2857
2000-06-07,-15.8333
2000-06-08,-12.8713
2000-06-09,13.6364
2000-06-12,0.0
2000-06-13,-25.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,-16.6667
2000-06-19,-16.8
2000-06-21,98.3173
2000-06-22,-3.0303
2000-06-23,-20.0
2000-06-26,-30.0
2000-06-27,-1.7856999999999998
2000-06-28,36.3636
2000-06-29,0.0
2000-06-30,-33.3333
2000-07-03,0.0
2000-07-05,50.0
2000-07-06,-33.3333
2000-07-07,0.0
2000-07-11,-20.0
2000-07-18,-22.5
2000-07-19,-19.3548
2000-07-20,0.0
2000-07-25,32.0
2000-07-26,-24.2424
2000-07-27,32.0
2000-07-31,-6.0606
2000-08-02,-16.129
2000-08-04,0.0
2000-08-07,0.0
2000-08-09,0.0
2000-08-10,-3.8462
2000-08-11,0.0
2000-08-14,0.0
2000-08-15,0.0
2000-08-18,0.0
2000-08-21,16.0
2000-08-22,-17.2414
2000-08-24,-41.6667
2000-08-28,71.4286
2000-08-29,-41.6667
2000-08-31,42.8571
2000-09-11,-25.0
2000-09-13,0.0
2000-09-14,0.0
2000-09-15,0.0
2000-09-19,-6.6667
2000-09-20,0.0
