ticker,OPTI US Equity
2018-05-04,0.8065
2018-05-09,0.0
2018-05-10,1.6
2018-05-21,-5.5118
2018-05-22,3.3333
2018-05-23,4.8387
2018-05-24,0.0
2018-05-25,0.7692
2018-05-29,3.0534
2018-05-30,7.4074
2018-05-31,-0.1379
2018-06-01,4.2818
2018-06-04,-20.5298
2018-06-05,0.0
2018-06-06,26.6667
2018-06-07,5.2632
2018-06-08,0.0
2018-06-11,9.375
2018-06-12,0.0
2018-06-13,2.8571
2018-06-14,0.0
2018-06-15,1.1111
2018-06-18,0.0
2018-06-20,-2.1978
2018-06-26,1.6854
2018-06-27,0.0
2018-06-29,0.0
2018-07-05,0.0
2018-07-06,-0.5525
2018-07-09,-1.1111
2018-07-10,-0.1124
2018-07-13,-2.306
2018-07-20,-6.6206
2018-07-24,6.5351
2018-07-25,-5.0926
2018-07-26,3.5366
2018-07-27,-17.6678
2018-08-06,-29.8999
2018-08-07,1.0204
2018-08-08,1.0101
2018-08-09,0.0
2018-08-21,-4.0
2018-08-22,-18.8542
2018-08-23,21.9512
2018-08-27,-4.4211
2018-08-28,31.7181
2018-08-31,-3.3445
2018-09-05,3.8062
2018-09-07,18.3333
2018-09-10,-5.2113
2018-09-11,-0.4458
2018-09-17,-10.4478
2018-09-25,-30.0
2018-09-26,1.1905000000000001
2018-09-28,-5.1765
2018-10-02,86.1042
2018-10-03,-0.1333
2018-10-09,-1.2016
2018-10-10,1.3514
2018-10-12,20.0
2018-10-16,0.0
2018-10-18,-13.7778
2018-10-19,-9.7938
2018-10-22,3.5714
2018-10-23,-8.2759
2018-10-24,-5.2632
2018-10-25,1.5873
2018-10-26,-21.875
2018-10-29,4.0
2018-10-30,-5.7692
2018-10-31,2.0408
2018-11-01,-4.2
2018-11-02,4.3841
2018-11-05,0.0
2018-11-06,-0.2
2018-11-07,-3.8076
2018-11-08,2.9167
2018-11-09,1.0121
2018-11-12,-2.004
2018-11-13,2.2495
2018-11-14,-10.0
2018-11-15,-25.3333
2018-11-16,-15.1786
2018-11-19,5.2632
2018-11-20,-16.6667
2018-11-21,0.4
2018-11-23,-14.0637
2018-11-26,-7.2786
2018-11-27,0.0
2018-11-28,-7.5
2018-11-29,116.2162
2018-11-30,-31.5
2018-12-03,-12.7737
2018-12-04,7.5314
2018-12-06,-22.9572
2018-12-07,-2.0202
2018-12-10,-2.5773
2018-12-11,3.1746
2018-12-12,4.6154
2018-12-13,29.902
2018-12-14,-9.0566
2018-12-17,-17.4274
2018-12-18,-34.6734
2018-12-19,-35.3846
2018-12-20,-16.6667
2018-12-21,-8.9286
2018-12-24,12.9412
2018-12-26,9.0278
2018-12-27,14.6497
2018-12-28,5.5556
2018-12-31,-9.473700000000001
2019-01-02,-1.1628
2019-01-03,-17.647100000000002
2019-01-04,-21.4286
2019-01-07,-18.1818
2019-01-08,-25.6667
2019-01-09,4.6338
2019-01-10,-20.0
2019-01-11,12.5
2019-01-14,52.7619
2019-01-15,-31.4214
2019-01-16,21.2121
2019-01-17,-5.0
2019-01-18,-10.1026
2019-01-22,6.8469999999999995
2019-01-23,-4.1096
2019-01-24,-14.2857
2019-01-25,50.0
2019-01-28,-24.4444
2019-01-29,-1.1764999999999999
2019-01-30,-19.6429
2019-01-31,-1.8519
2019-02-01,12.8302
2019-02-04,-16.388
2019-02-05,0.0
2019-02-06,-4.2
2019-02-07,12.7349
2019-02-08,29.6296
2019-02-11,-5.4286
2019-02-12,5.7402
2019-02-13,20.0
2019-02-14,-16.6667
2019-02-15,-14.2857
2019-02-19,-40.0
2019-02-20,-33.3333
2019-02-21,16.6667
2019-02-22,-19.7143
2019-02-25,-15.4804
2019-02-26,-10.526299999999999
2019-02-27,158.8235
2019-02-28,59.0909
2019-03-01,37.1429
2019-03-04,34.8958
2019-03-05,7.6448
2019-03-06,-49.7848
2019-03-07,0.0
2019-03-08,11.4286
2019-03-11,23.0769
2019-03-12,-52.0833
2019-03-13,-13.0435
2019-03-14,100.0
2019-03-15,-7.5
2019-03-18,5.1350999999999996
2019-03-19,-16.4524
2019-03-20,4.6154
2019-03-21,-8.8235
2019-03-22,-3.2258
2019-03-25,6.6667
2019-03-26,4.6875
2019-03-27,7.4627
2019-03-28,-19.4444
2019-03-29,0.0
2019-04-01,8.6207
2019-04-02,1.5873
2019-04-03,-6.25
2019-04-04,0.0
2019-04-05,10.0
2019-04-08,-15.1515
2019-04-09,-28.5714
2019-04-10,75.0
2019-04-11,-14.2857
2019-04-12,-6.6667
2019-04-16,-10.7143
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,4.0
2019-04-23,0.0
2019-04-24,-2.3077
2019-04-25,-1.9685000000000001
2019-04-29,0.4016
2019-04-30,-4.0
2019-05-01,-10.4167
2019-05-03,0.0
2019-05-07,0.0
2019-05-08,2.3256
2019-05-09,2.2727
2019-05-10,6.6667
2019-05-14,-6.25
2019-05-15,-2.2222
2019-05-16,2.2727
2019-05-17,-2.2222
2019-05-20,-4.5455
2019-05-21,-7.1429
2019-05-22,-12.8205
2019-05-23,0.0
2019-05-24,9.1176
2019-05-28,34.7709
2019-05-29,-20.0
2019-05-30,-25.0
2019-05-31,20.0
2019-06-07,-16.6667
2019-06-10,-13.3333
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,3.8462
2019-06-14,-3.7037
2019-06-18,0.0
2019-06-19,23.0769
2019-06-25,-6.25
2019-06-26,-26.6667
2019-06-27,-20.7727
2019-06-28,13.0809
2019-07-01,1.4713
2019-07-03,0.0
2019-07-05,50.0
2019-07-08,0.0
2019-07-10,-13.3333
2019-07-12,84.6154
2019-07-16,-29.1667
2019-07-17,35.2353
2019-07-19,-26.0548
2019-07-22,23.5294
2019-07-24,0.0
2019-07-25,9.4286
2019-07-26,-15.1871
2019-07-29,-12.7758
2019-07-30,14.2647
2019-08-02,2.9600999999999997
2019-08-05,-5.0
2019-08-06,0.0
2019-08-07,2.6316
2019-08-08,-7.6923
2019-08-09,0.0
2019-08-12,-1.3889
2019-08-13,-15.493
2019-08-14,0.0
2019-08-15,-6.7333
2019-08-16,-16.3688
2019-08-19,2.5641
2019-08-20,-8.3333
2019-08-21,-40.9091
2019-08-22,-23.0769
2019-08-23,-15.0
2019-08-26,5.8824
2019-08-27,-21.0
2019-08-28,-18.4248
2019-08-29,-17.2414
2019-08-30,2.5
2019-09-03,-6.5041
2019-09-04,-9.1304
2019-09-05,-21.0526
2019-09-06,-21.2121
2019-09-09,30.7692
2019-09-10,-28.2353
2019-09-11,4.918
2019-09-12,157.8125
2019-09-13,1.5152
2019-09-16,-18.6567
2019-09-17,-41.2844
2019-09-18,-14.375
2019-09-19,-15.854
2019-09-20,21.4434
2019-09-23,-7.1429
2019-09-24,-19.5769
2019-09-25,-4.352
2019-09-26,12.5
2019-09-27,2.2222
2019-09-30,-0.8696
2019-10-01,-31.8333
2019-10-02,-9.9215
2019-10-03,-9.4286
2019-10-04,-8.5174
2019-10-07,0.0
2019-10-08,29.3103
2019-10-09,-10.6667
2019-10-10,-16.4179
2019-10-11,7.1429
2019-10-14,5.0
2019-10-15,-17.4603
2019-10-16,21.1538
2019-10-17,-2.3810000000000002
2019-10-18,-13.8211
2019-10-21,30.1887
2019-10-22,-13.0435
2019-10-24,-10.0
2019-10-25,12.963
2019-10-28,-18.0328
2019-10-29,0.0
2019-10-30,-12.0
2019-10-31,13.6364
2019-11-01,-20.0
2019-11-04,0.0
2019-11-05,-35.0
2019-11-06,15.3846
2019-11-07,30.0
2019-11-08,-15.3846
2019-11-11,0.0
2019-11-12,-33.3333
2019-11-13,22.7273
2019-11-14,-7.4074
2019-11-15,0.0
2019-11-18,-4.0
2019-11-19,-33.3333
2019-11-20,-18.75
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,69.2308
2019-11-26,-31.8182
2019-11-27,-6.6667
2019-11-29,0.0
2019-12-02,35.7143
2019-12-03,-15.7895
2019-12-04,-6.25
2019-12-05,40.0
2019-12-06,-19.0476
2019-12-09,5.8824
2019-12-10,0.0
2019-12-11,205.5556
2019-12-12,-18.1818
2019-12-13,11.1111
2019-12-16,110.0
2019-12-17,-25.7143
2019-12-18,-55.2564
2019-12-19,-11.1748
2019-12-20,-9.6774
2019-12-23,-3.5714
2019-12-24,-14.8148
2019-12-26,-8.6957
2019-12-27,28.5714
2019-12-30,7.4074
2019-12-31,-13.7931
2020-01-02,-20.0
2020-01-03,5.0
2020-01-06,-14.2857
2020-01-07,44.4444
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,11.538499999999999
2020-01-13,27.069
2020-01-14,13.9756
2020-01-15,-30.9524
2020-01-16,-3.4483
2020-01-17,-10.7143
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,-8.0
2020-01-24,-13.0435
2020-01-27,-15.0
2020-01-28,5.8824
2020-01-29,5.5556
2020-01-30,-5.2632
2020-01-31,-11.1111
2020-02-03,-12.5
2020-02-04,-14.2857
2020-02-05,12.5
2020-02-06,107.4074
2020-02-07,-7.1429
2020-02-10,-11.538499999999999
2020-02-11,-26.087
2020-02-12,-11.7647
2020-02-13,13.3333
2020-02-14,2.6471
2020-02-18,14.3266
2020-02-19,-9.7744
2020-02-20,-5.5556
2020-02-21,-5.8824
2020-02-24,-1.4375
2020-02-25,-4.8827
2020-02-26,6.6667
2020-02-27,-6.25
2020-02-28,-6.6667
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,-7.1429
2020-03-05,-0.7692
2020-03-06,0.7752
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,-15.3846
2020-03-12,-9.0909
2020-03-13,-10.0
2020-03-16,11.1111
2020-03-17,-10.0
2020-03-18,-22.2222
2020-03-19,0.0
2020-03-20,42.8571
2020-03-23,-20.0
2020-03-24,12.5
2020-03-25,0.0
2020-03-26,-11.1111
2020-03-27,-1.25
2020-03-30,1.2658
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,12.5
2020-04-03,33.3333
2020-04-06,-16.6667
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,20.0
2020-04-14,16.6667
2020-04-15,-7.1429
2020-04-16,15.3846
2020-04-17,6.6667
2020-04-20,-18.75
2020-04-21,-7.6923
2020-04-22,16.6667
2020-04-23,-14.2857
2020-04-24,0.0
2020-04-27,-16.6667
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,-10.0
2020-05-01,0.0
2020-05-04,11.1111
2020-05-05,-10.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,-11.1111
2020-05-11,0.0
2020-05-12,12.5
2020-05-13,0.0
2020-05-14,-22.2222
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,28.5714
2020-05-26,-11.1111
2020-05-27,0.0
2020-05-28,-12.5
2020-05-29,414.2857
2020-06-01,-22.2222
2020-06-02,-21.4286
2020-06-03,50.0
2020-06-04,-13.1818
2020-06-05,32.6353
2020-06-08,5.2632
2020-06-09,7.5
2020-06-10,-2.3256
2020-06-11,7.1429
2020-06-12,57.7778
2020-06-15,21.1268
2020-06-16,-25.5814
2020-06-17,31.25
2020-06-18,90.4762
2020-06-19,-26.25
2020-06-22,0.8475
2020-06-23,-10.084
2020-06-24,25.2336
2020-06-25,4.4776
2020-06-26,100.0
2020-06-29,-4.2857
2020-06-30,73.1343
2020-07-01,-12.5
2020-07-02,4.6798
2020-07-06,4.4706
2020-07-07,-28.8288
2020-07-08,22.4684
2020-07-09,-0.2584
2020-07-10,-2.0725
2020-07-13,11.1111
2020-07-14,-2.3810000000000002
2020-07-15,-7.8049
2020-07-16,-19.3122
2020-07-17,4.918
2020-07-20,-13.125
2020-07-21,7.9137
2020-07-22,-5.0
2020-07-23,-16.1404
2020-07-24,-18.2008
2020-07-27,2.3018
2020-07-28,94.5
2020-07-29,7.1979
2020-07-30,-1.0791
2020-07-31,0.3636
