ticker,TTSH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-21,0.0
2010-12-31,1.5707
2011-01-06,-0.9278
2011-01-10,0.2081
2011-01-11,0.0
2011-01-12,-0.2077
2011-01-13,0.1041
2011-01-19,-0.104
2011-01-24,0.4162
2011-01-31,0.0
2011-02-08,0.0
2011-02-16,-0.1036
2011-02-17,0.0
2011-02-18,0.0
2011-02-22,0.1037
2011-02-23,0.0
2011-02-24,0.1036
2011-03-01,0.0
2011-03-03,0.207
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,-0.3099
2011-03-14,-0.2073
2011-03-15,0.1038
2011-03-18,-0.1037
2011-03-22,0.3115
2011-03-31,-0.3106
2011-04-01,0.2077
2011-04-04,-0.1036
2011-04-05,0.1037
2011-04-08,0.1036
2011-05-04,0.4141
2011-05-05,0.0
2011-05-11,-0.7216
2011-05-26,0.1038
2011-05-31,0.0
2011-06-03,0.0
2011-06-06,0.1037
2011-06-08,0.1036
2011-06-17,-0.207
2011-07-11,0.1037
2011-07-13,0.0
2011-07-14,-0.1036
2011-07-18,-0.3112
2011-07-19,0.1041
2011-07-20,0.0
2011-07-21,0.0
2011-07-27,0.0
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,-0.104
2011-08-03,0.0
2011-08-04,0.2081
2011-08-18,0.1038
2011-08-24,-0.6224
2011-08-25,0.1044
2011-08-31,0.0
2011-09-01,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-09,0.0
2011-09-12,0.1043
2011-09-13,0.0
2011-09-26,0.4167
2011-09-30,0.1037
2011-10-04,-0.3109
2011-10-05,0.0
2011-10-06,0.0
2011-10-18,0.104
2011-11-04,0.2077
2011-11-07,0.1036
2011-11-18,0.0
2011-11-28,0.4141
2011-12-05,-0.4124
2011-12-06,0.0
2011-12-15,0.1035
2011-12-19,0.3102
2011-12-30,0.5155
2012-01-03,0.0
2012-01-09,2.6667
2012-01-12,-1.1988
2012-01-30,-0.8089
2012-03-02,0.4077
2012-03-07,-0.203
2012-03-09,0.4069
2012-03-12,-0.1013
2012-03-14,0.0
2012-03-15,0.0
2012-03-16,0.0
2012-03-19,0.1014
2012-03-21,0.0
2012-03-23,-0.1013
2012-03-26,0.0
2012-03-27,0.0
2012-03-28,0.1014
2012-03-29,0.0
2012-03-30,0.2026
2012-04-02,-0.1011
2012-04-09,0.1012
2012-04-10,0.0
2012-04-11,-0.1011
2012-04-12,0.1012
2012-04-13,0.0
2012-04-16,0.0
2012-04-17,-0.1011
