ticker,CRTD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-22,0.0
2009-10-13,70.0
2009-10-15,0.0
2010-03-01,194.1176
2010-03-23,0.0
2010-04-23,0.0
2010-12-31,36.0
2012-10-11,32.3529
2012-10-16,0.0
2013-04-02,-5.5556
2013-04-11,0.0
2013-06-25,-11.7647
2013-10-10,13.3333
2013-10-17,0.0
2013-10-18,0.0
2013-10-31,47.0588
2013-11-19,60.0
2013-11-25,0.0
2013-12-06,0.0
2013-12-16,-5.0
2013-12-27,-22.6316
2014-01-29,-2.0408
2014-01-31,-13.1944
2014-02-24,0.0
2014-03-27,0.0
2014-04-16,0.0
2014-05-07,0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-19,4.0
2014-05-27,0.0
2014-05-30,11.538499999999999
2014-06-17,-11.7241
2014-06-18,0.0
2014-09-08,0.0
2014-10-24,-10.1562
2014-10-27,-30.4348
2014-10-28,-25.0
2014-10-29,-16.6667
2014-10-30,-20.0
2014-10-31,-12.5
2014-11-03,-14.2857
2014-11-04,-16.6667
2014-11-05,-16.0
2014-11-06,4.7619
2014-11-07,-9.0909
2014-11-12,-20.0
2014-11-14,-18.75
2014-11-24,-23.0769
2014-12-01,60.0
2014-12-02,-6.25
2014-12-03,-33.3333
2014-12-05,90.0
2014-12-09,0.0
2014-12-10,-47.3684
2014-12-12,1.1875
2014-12-17,0.0
2014-12-18,0.0
2014-12-22,18.5917
2014-12-26,-25.0
2014-12-29,0.0
2014-12-31,0.0
2015-01-08,0.0
2015-01-13,0.0
2015-01-15,33.3333
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,-25.0
2015-01-28,0.0
2015-01-29,32.7778
2015-02-03,-16.318
2015-02-04,0.0
2015-02-11,-1.5
2015-02-19,-28.934
2015-02-20,2.6786
2015-03-03,-1.6522000000000001
2015-03-11,0.0
2015-03-23,34.3943
2015-03-30,-25.5921
2015-04-02,34.3943
2015-04-09,-31.5789
2015-04-28,0.0
2015-04-29,46.1538
2015-05-19,-21.0526
2015-05-20,-4.0
2015-05-27,-2.7778
2015-05-28,-4.2857
2015-06-04,1.4925
2015-08-03,10.2941
2015-08-05,-13.3333
2015-09-11,-4.6154
2015-10-15,-4.8387
2015-10-16,0.0
2015-10-19,-49.1525
2015-10-21,0.0
2015-10-22,46.6667
2015-10-26,-14.7727
2015-10-27,12.0
2015-10-29,30.9524
2015-11-02,-17.2727
2015-11-24,-1.0989
