ticker,HIMX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-31,-2.7778
2006-04-03,3.4286
2006-04-04,1.105
2006-04-05,-1.5301
2006-04-06,2.6637
2006-04-07,-0.7568
2006-04-10,-1.4161000000000001
2006-04-11,-8.8398
2006-04-12,-0.6061
2006-04-13,0.122
2006-04-17,-0.7308
2006-04-18,4.4172
2006-04-19,5.7579
2006-04-20,0.5556
2006-04-21,-7.7348
2006-04-24,1.3174000000000001
2006-04-25,0.4728
2006-04-26,5.1765
2006-04-27,0.0
2006-04-28,-0.4474
2006-05-01,-0.5618
2006-05-02,-2.8249
2006-05-03,-0.3256
2006-05-04,2.7765
2006-05-05,-2.3837
2006-05-08,0.5814
2006-05-09,1.6185
2006-05-10,-1.0239
2006-05-11,-2.2989
2006-05-12,-2.7058999999999997
2006-05-15,0.3628
2006-05-16,-0.6024
2006-05-17,-1.2121
2006-05-18,-8.4663
2006-05-19,0.2681
2006-05-22,-8.6898
2006-05-23,-3.0747
2006-05-24,2.4169
2006-05-25,-2.2124
2006-05-26,-4.9774
2006-05-30,-2.2222
2006-05-31,1.7856999999999998
2006-06-01,-1.9139
2006-06-02,0.813
2006-06-05,-4.8387
2006-06-06,-3.8983
2006-06-07,0.3527
2006-06-08,-9.4903
2006-06-09,3.8834999999999997
2006-06-12,4.486
2006-06-13,-10.3757
2006-06-14,-0.1996
2006-06-15,-4.6
2006-06-16,-0.8386
2006-06-19,7.8224
2006-06-20,0.9804
2006-06-21,9.3204
2006-06-22,-1.7762
2006-06-23,2.8323
2006-06-26,5.5107
2006-06-27,0.0
2006-06-28,-1.3333
2006-06-29,-4.223
2006-06-30,0.8818
2006-07-03,1.5734
2006-07-05,-1.8933
2006-07-06,0.0
2006-07-07,-3.1579
2006-07-10,-0.5435
2006-07-11,-1.275
2006-07-12,-4.6125
2006-07-13,2.9013999999999998
2006-07-14,0.282
2006-07-17,-2.343
2006-07-18,-4.0307
2006-07-19,1.0
2006-07-20,3.3663
2006-07-21,0.7663
2006-07-24,2.4715
2006-07-25,0.5566
2006-07-26,-2.952
2006-07-27,-0.5703
2006-07-28,17.2084
2006-07-31,5.5465
2006-08-01,-5.7187
2006-08-02,6.0656
2006-08-03,-2.7821
2006-08-04,-4.1335
2006-08-07,-0.4975
2006-08-08,0.0
2006-08-09,3.8333
2006-08-10,-4.8154
2006-08-11,1.855
2006-08-14,1.8212000000000002
2006-08-15,3.252
2006-08-16,3.9370000000000003
2006-08-17,-1.0606
