ticker,MOTS US Equity
2018-07-09,-1.9607999999999999
2018-07-10,-12.0
2018-07-11,-1.1962
2018-07-12,-3.2688
2018-07-13,2.7534
2018-07-16,-12.4239
2018-07-17,6.3978
2018-07-18,-3.0065
2018-07-19,2.2911
2018-07-20,-1.581
2018-07-23,3.3467000000000002
2018-07-24,-1.2953000000000001
2018-07-25,-0.1312
2018-07-26,-0.657
2018-07-27,-1.9841
2018-07-30,-5.1282
2018-07-31,-3.9829
2018-08-01,-2.0741
2018-08-02,-1.6641
2018-08-03,-5.0769
2018-08-06,2.107
2018-08-07,-15.873
2018-08-08,5.6604
2018-08-09,2.6786
2018-08-10,4.1739
2018-08-13,-5.1753
2018-08-14,-4.7535
2018-08-15,-0.2237
2018-08-16,0.2242
2018-08-17,0.9242
2018-08-20,-0.3663
2018-08-21,-2.5735
2018-08-22,-5.8491
2018-08-23,-2.004
2018-08-24,-0.2045
2018-08-27,-3.6885
2018-08-28,6.383
2018-08-29,5.2
2018-08-30,10.2662
2018-08-31,10.3448
2018-09-04,6.7188
2018-09-05,-1.1713
2018-09-06,-9.4815
2018-09-07,-3.6007
2018-09-10,-7.8098
2018-09-11,6.2615
2018-09-12,-3.4662
2018-09-13,5.0269
2018-09-14,-5.4701
2018-09-17,-2.3508
2018-09-18,-1.4815
2018-09-19,-0.3778
2018-09-20,-1.2246
2018-09-21,1.0506
2018-09-24,-1.7013
2018-09-25,-0.3846
2018-09-26,-1.9304999999999999
2018-09-27,0.1969
2018-09-28,0.1965
2018-10-01,-3.7255000000000003
2018-10-02,1.0183
2018-10-03,-2.8226
2018-10-04,-0.6224
2018-10-05,-0.8351
2018-10-08,-1.0526
2018-10-09,-1.2766
2018-10-10,-3.0172
2018-10-11,-0.8889
2018-10-12,-0.2242
2018-10-15,-2.2472
2018-10-16,-2.069
2018-10-17,-2.5822000000000003
2018-10-18,5.3469999999999995
2018-10-19,1.5577
2018-10-22,-0.6757
2018-10-23,-0.1134
2018-10-24,-3.0647
2018-10-25,-2.1077
2018-10-26,-2.6316
2018-10-29,-1.7199
2018-10-30,-3.0
2018-10-31,2.8350999999999997
2018-11-01,-2.7569
2018-11-02,-0.5155
2018-11-05,1.5544
2018-11-06,1.7856999999999998
2018-11-07,-4.0075
2018-11-08,-1.2715
2018-11-09,-3.4749
2018-11-12,-6.2438
2018-11-13,-0.0614
2018-11-14,-1.1696
2018-11-15,0.2959
2018-11-16,0.0
2018-11-19,-2.6549
2018-11-20,-7.5758
2018-11-21,4.2623
2018-11-23,6.6038
2018-11-26,-5.3097
2018-11-27,4.3614
2018-11-28,0.597
2018-11-29,2.3739
2018-11-30,-0.8696
2018-12-03,-2.924
2018-12-04,0.1988
2018-12-06,0.7034
2018-12-07,1.194
2018-12-10,-5.0147
2018-12-11,4.6584
2018-12-12,-2.3739
2018-12-13,-1.8237
2018-12-14,4.9536
2018-12-17,-5.6047
2018-12-18,-14.0625
2018-12-19,2.1818
2018-12-20,-1.7793999999999999
2018-12-21,-5.0725
2018-12-24,3.4351
2018-12-26,-1.476
2018-12-27,3.3708
2018-12-28,0.7246
2018-12-31,11.8705
2019-01-02,7.717
2019-01-03,-1.791
2019-01-04,2.1277
2019-01-07,1.4881
2019-01-08,11.5836
2019-01-09,10.1183
2019-01-10,3.58
2019-01-11,0.9217
2019-01-14,-2.2831
2019-01-15,-1.6355
2019-01-16,3.5629
2019-01-17,0.2294
2019-01-18,2.5172
2019-01-22,-5.5804
2019-01-23,2.8369
2019-01-24,-5.0575
2019-01-25,-0.7264
2019-01-28,1.9512
2019-01-29,0.0
2019-01-30,-0.7177
2019-01-31,-1.2048
2019-02-01,1.9512
2019-02-04,-1.6745999999999999
2019-02-05,2.3114
2019-02-06,-0.8323
2019-02-07,-0.9592
2019-02-08,0.2421
2019-02-11,3.8647
2019-02-12,2.3256
2019-02-13,-1.8182
2019-02-14,1.8519
2019-02-15,0.2273
2019-02-19,7.2562
2019-02-20,-2.7484
2019-02-21,-5.8696
2019-02-22,-0.6928
2019-02-25,-0.2326
2019-02-26,3.4965
2019-02-27,5.4054
2019-02-28,-8.547
2019-03-01,1.6355
2019-03-04,-6.4368
2019-03-05,1.4742
2019-03-06,2.1792
2019-03-07,-0.4739
2019-03-08,-4.7619
2019-03-11,4.25
2019-03-12,5.5156
2019-03-13,-3.1818
2019-03-14,0.7042
2019-03-15,0.0
2019-03-18,-8.1585
2019-03-19,1.5228000000000002
2019-03-20,-1.25
2019-03-21,1.5190000000000001
2019-03-22,-3.2419000000000002
2019-03-25,2.5773
2019-03-26,-0.7538
2019-03-27,0.5063
2019-03-28,0.0
2019-03-29,-1.7631999999999999
2019-04-01,-1.0256
2019-04-02,-2.3316
2019-04-03,-2.3872999999999998
2019-04-04,-6.212
2019-04-05,-0.0406
2019-04-08,-2.3188
2019-04-09,10.6825
2019-04-10,2.1448
2019-04-11,2.3622
2019-04-12,-0.7692
2019-04-15,-1.292
2019-04-16,-0.5236
2019-04-17,0.0
2019-04-18,-1.3158
2019-04-22,0.8
2019-04-23,9.2593
2019-04-24,1.937
2019-04-25,-3.0879
2019-04-26,-0.4902
2019-04-29,-0.9852
2019-04-30,-1.2438
2019-05-01,0.7557
2019-05-02,-1.5
2019-05-03,0.7614
2019-05-06,0.7557
2019-05-07,-2.75
2019-05-08,-4.3702
2019-05-09,4.8387
2019-05-10,-8.461500000000001
2019-05-13,1.6806999999999999
2019-05-14,8.8154
2019-05-15,2.0253
2019-05-16,4.2184
2019-05-17,-4.5238
2019-05-20,-3.7406
2019-05-21,-4.1451
2019-05-22,-10.0
2019-05-23,2.1021
2019-05-24,-1.1764999999999999
2019-05-28,-0.2976
2019-05-29,0.8955
2019-05-30,-0.8876
2019-05-31,1.194
2019-06-03,-2.9499
2019-06-04,0.304
2019-06-05,2.4242
2019-06-06,2.6627
2019-06-07,2.0173
2019-06-10,10.1695
2019-06-11,-0.2564
2019-06-12,-9.7686
2019-06-13,-1.7094
2019-06-14,-4.058
2019-06-17,16.9184
2019-06-18,6.2016
2019-06-19,0.9732
2019-06-20,0.9639
2019-06-21,-0.2387
2019-06-24,-11.4833
2019-06-25,-2.973
2019-06-26,-0.5571
2019-06-27,-15.4062
2019-06-28,0.3311
2019-07-01,-1.3201
2019-07-02,-0.3344
2019-07-03,0.0
2019-07-05,1.0067
2019-07-08,4.9834
2019-07-09,-4.7468
2019-07-10,2.3256
2019-07-11,2.2727
2019-07-12,-0.6349
2019-07-15,-2.2364
2019-07-16,-0.6536
2019-07-17,-1.9737
2019-07-18,-0.3356
2019-07-19,0.3367
2019-07-22,-1.3423
2019-07-23,-2.0408
2019-07-24,-1.0417
2019-07-25,5.614
2019-07-26,0.0
2019-07-29,-5.6478
2019-07-30,-4.9296
2019-07-31,0.0
2019-08-01,1.1111
2019-08-02,-0.7326
2019-08-05,1.107
2019-08-06,-0.7299
2019-08-07,-2.2059
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,-6.015
2019-08-13,-0.4
2019-08-14,-1.6064
2019-08-15,3.2653
2019-08-16,5.9289
2019-08-19,1.4925
2019-08-20,1.8382
2019-08-21,-0.722
2019-08-22,-0.2182
2019-08-23,-1.6035
2019-08-26,-4.0741
2019-08-27,-1.9304999999999999
2019-08-28,2.3622
2019-08-29,-1.9231
2019-08-30,1.9607999999999999
2019-09-03,-2.6923
2019-09-04,0.3953
2019-09-05,2.7559
2019-09-06,3.0651
2019-09-09,-1.487
2019-09-10,2.2641999999999998
2019-09-11,-2.583
2019-09-12,1.6932
2019-09-13,1.6873
2019-09-16,3.2967
2019-09-17,-0.7092
2019-09-18,-5.0
2019-09-19,0.3759
2019-09-20,-4.4944
2019-09-23,-0.3922
2019-09-24,-7.874
2019-09-25,-12.8205
2019-09-26,-1.9607999999999999
2019-09-27,-2.0
2019-09-30,1.0204
2019-10-01,-12.6263
2019-10-02,4.6243
2019-10-03,-2.7624
2019-10-04,-3.4091
2019-10-07,8.2353
2019-10-08,-3.2609
2019-10-09,-1.1236
2019-10-10,-2.8409
2019-10-11,4.0936
2019-10-14,-1.6854
2019-10-15,4.0
2019-10-16,-3.2967
2019-10-17,-5.6818
2019-10-18,4.8193
2019-10-21,-2.2989
2019-10-22,2.9412000000000003
2019-10-23,-2.8571
2019-10-24,0.5882
2019-10-25,1.7544
2019-10-28,0.0
2019-10-29,0.5747
2019-10-30,1.1429
2019-10-31,-2.2599
2019-11-01,6.3584
2019-11-04,2.7174
2019-11-05,1.5873
2019-11-06,-4.6875
2019-11-07,-1.6393
2019-11-08,0.5556
2019-11-11,-1.6575
2019-11-12,2.809
2019-11-13,-3.8251
2019-11-14,-9.6591
2019-11-15,-3.7736
2019-11-18,-0.6536
2019-11-19,-2.6316
2019-11-20,2.027
2019-11-21,5.9603
2019-11-22,-2.5
2019-11-25,2.5641
2019-11-26,5.625
2019-11-27,4.142
2019-11-29,6.6818
2019-12-02,-3.0677
2019-12-03,0.2747
2019-12-04,-1.9178
2019-12-05,0.0
2019-12-06,0.5587
2019-12-09,12.2222
2019-12-10,16.3366
2019-12-11,4.2553
2019-12-12,0.0
2019-12-13,-6.1224
2019-12-16,-1.3043
2019-12-17,-10.1322
2019-12-18,5.3922
2019-12-19,9.3023
2019-12-20,0.4255
2019-12-23,1.6949
2019-12-24,2.9167
2019-12-26,-2.834
2019-12-27,-0.8333
2019-12-30,-6.7227
2019-12-31,3.1532
2020-01-02,2.1834
2020-01-03,1.2821
2020-01-06,2.9536
2020-01-07,1.2295
2020-01-08,-1.2146
2020-01-09,2.459
2020-01-10,9.6
2020-01-13,0.0
2020-01-14,-14.9635
2020-01-15,-2.5751
2020-01-16,-2.6432
2020-01-17,3.1673999999999998
2020-01-21,-1.3158
2020-01-22,-0.4444
2020-01-23,-0.4464
2020-01-24,-3.1390000000000002
2020-01-27,-3.7037
2020-01-28,2.351
2020-01-29,-1.8272
2020-01-30,-3.3493
2020-01-31,0.9901
2020-02-03,0.0
2020-02-04,5.3382
2020-02-05,0.0512
2020-02-06,0.4651
2020-02-07,-3.2407
2020-02-10,-1.4354
2020-02-11,0.4854
2020-02-12,2.4154999999999998
2020-02-13,3.5377
2020-02-14,-1.139
2020-02-18,-7.3733
2020-02-19,3.9801
2020-02-20,-6.2201
2020-02-21,1.0204
2020-02-24,-15.1515
2020-02-25,1.1905000000000001
2020-02-26,-10.5882
2020-02-27,1.3158
2020-02-28,-8.4416
2020-03-02,-1.4184
2020-03-03,-8.6331
2020-03-04,7.874
2020-03-05,-1.4599
2020-03-06,-5.1852
2020-03-09,-8.5938
2020-03-10,6.8376
2020-03-11,-16.8
2020-03-12,-6.6346
2020-03-13,-5.2523
2020-03-16,-22.8261
2020-03-17,-20.5915
2020-03-18,-11.8886
2020-03-19,40.9097
2020-03-20,-13.3857
2020-03-23,-13.904
2020-03-24,2.0115
2020-03-25,22.0469
2020-03-26,6.9549
2020-03-27,2.1436
2020-03-30,-2.8169
2020-03-31,-2.3478
2020-04-01,-1.1131
2020-04-02,-5.448
2020-04-03,2.3810000000000002
2020-04-06,-5.5814
2020-04-07,28.2594
2020-04-08,10.4084
2020-04-09,-15.0394
2020-04-13,-4.4629
2020-04-14,5.5429
2020-04-15,5.5225
2020-04-16,-8.312
2020-04-17,-6.0996
2020-04-20,-0.3874
2020-04-21,-1.2863
2020-04-22,9.0909
2020-04-23,11.1042
2020-04-24,11.257
2020-04-27,28.0899
2020-04-28,7.0175
2020-04-29,0.8197
2020-04-30,-7.3171
2020-05-01,-11.4035
2020-05-04,5.9406
2020-05-05,4.6729
2020-05-06,0.8929
2020-05-07,4.4248
2020-05-08,-1.6949
2020-05-11,-1.7241
2020-05-12,0.8772
2020-05-13,-5.2174
2020-05-14,1.8349
2020-05-15,-4.5045
2020-05-18,-0.9434
2020-05-19,8.5714
2020-05-20,7.8947
2020-05-21,0.0
2020-05-22,2.439
2020-05-26,3.1746
2020-05-27,7.6923
2020-05-28,-6.4286
2020-05-29,-6.1068999999999996
2020-06-01,1.626
2020-06-02,0.0
2020-06-03,-3.2
2020-06-04,1.6529
2020-06-05,5.6911000000000005
2020-06-08,3.0769
2020-06-09,0.7463
2020-06-10,-2.2222
2020-06-11,-11.6439
2020-06-12,-1.3976
2020-06-15,12.1739
2020-06-16,-0.7752
2020-06-17,-0.7813
2020-06-18,-3.1496
2020-06-19,3.252
2020-06-22,14.1732
2020-06-23,-2.069
2020-06-24,-3.5211
2020-06-25,-5.8394
2020-06-26,3.1008
2020-06-29,-3.0075
2020-06-30,2.3256
2020-07-01,0.7576
2020-07-02,2.2556
2020-07-06,-2.2059
2020-07-07,-4.5113
2020-07-08,1.5748
2020-07-09,-5.814
2020-07-10,2.8807
2020-07-13,-0.8
2020-07-14,-4.8387
2020-07-15,0.0
2020-07-16,3.3898
2020-07-17,-2.459
2020-07-20,2.521
2020-07-21,-1.6393
2020-07-22,0.8333
2020-07-23,0.8264
2020-07-24,0.0
2020-07-27,10.6557
2020-07-28,-5.1852
2020-07-29,-2.3438
2020-07-30,0.0
2020-07-31,-2.4
