ticker,MCHT US Equity
2008-05-30,7.1429
2008-06-02,-1.9607999999999999
2008-06-04,-4.0
2008-06-13,-0.4167
2008-06-30,-1.2551999999999999
2008-07-07,-11.0169
2008-07-15,-23.8095
2008-07-22,0.0
2008-08-15,31.25
2008-09-26,0.0
2008-10-02,9.5238
2008-11-07,-21.7391
2008-11-12,11.6667
2008-11-19,0.0
2008-12-30,5.0505
2008-12-31,12.9808
2009-01-22,10.6383
2009-02-20,-13.8462
2009-02-26,-10.7143
2009-03-13,1.5
2009-03-24,-1.4778
2009-03-26,3.0
2009-06-11,-1.2821
2009-10-09,9.8901
2009-10-21,0.0
2009-11-10,-3.9091
2009-11-12,-0.473
2010-01-28,11.5422
2010-03-16,0.0
2010-03-19,-1.7391
2010-03-22,0.0
2010-03-23,-1.7699
2010-03-25,-3.1532
2010-03-26,-2.7907
2010-03-30,0.0
2010-04-07,-4.3062000000000005
2010-04-13,3.0
2010-04-15,-1.9417
2010-04-20,1.9802
2010-05-04,-3.0097
2010-05-05,0.1001
2010-05-10,0.0
2010-05-24,-7.6297
2010-05-25,-0.8811
2010-05-26,5.0
2010-06-30,-4.8677
2010-07-14,0.0
2010-07-21,0.0
2010-07-22,0.1112
2010-12-13,16.7426
2010-12-14,4.878
2011-01-25,6.9767
2011-04-07,4.2609
2011-04-08,-3.0442
2011-04-11,-1.0753
2011-05-06,0.0
2011-05-16,0.0
2011-06-27,-0.7061
2011-07-01,-2.2222
2011-07-05,2.2727
2011-07-07,-1.3333
2011-08-17,1.3514
2011-08-23,0.0
2011-08-24,2.2222
2011-08-25,4.3478
2011-10-04,-6.25
2011-10-05,0.0
2011-12-22,4.3557
2012-01-20,4.3478
2012-01-25,0.0
2012-02-02,0.0
2012-02-09,2.9167
2012-03-07,-2.834
2012-03-09,4.1667
2012-03-14,0.0
2012-03-16,0.0
2012-03-20,-1.2
2012-03-21,1.2146
2012-05-17,0.0
2012-05-18,1.2
2012-05-31,1.4435
2012-06-13,0.8696
2012-06-22,0.0784
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,1.018
2012-08-02,-1.0078
2012-08-20,0.0
2012-08-22,0.0
2012-09-06,1.8011
2012-09-17,-1.9231
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,-1.5686
2012-10-09,0.0
2012-10-15,0.0
2012-10-17,1.5936
2012-10-19,-1.5686
2012-10-22,-0.3984
2012-10-26,-3.2
2012-10-31,0.0
2012-11-12,0.4132
2012-11-13,0.4115
2012-11-26,-3.5246
2012-12-10,4.4386
2012-12-12,0.0
2012-12-24,-4.1667
2012-12-28,3.0435
2013-01-29,-2.9536
2013-02-12,-2.1739
2013-02-13,1.7778
2013-02-19,-1.7467000000000001
2013-03-04,8.8889
2013-03-07,0.0
2013-04-24,0.1633
2013-04-25,0.652
2013-05-16,1.2146
2013-05-22,0.0
2013-06-21,0.3249
2013-09-19,3.2389
2013-09-25,1.9607999999999999
2013-12-13,3.2309
2013-12-31,1.145
2014-01-13,0.0
2014-02-10,1.8868
2014-03-03,0.3704
2014-03-27,2.214
2014-04-02,-3.2491
2014-04-21,2.6119
2014-05-01,-0.3636
2014-05-06,0.365
2014-05-07,0.0
2014-07-03,2.583
2014-08-07,0.0
2014-09-05,-0.3597
2014-10-08,0.0
2014-11-21,1.083
2014-12-04,-1.3158
2014-12-10,0.0
2014-12-12,3.3333
2014-12-15,0.3584
2014-12-17,1.7856999999999998
2015-01-07,1.7544
2015-02-11,-4.4828
2015-02-12,1.083
2015-03-06,0.0
2015-03-09,1.0714
2015-03-10,0.0
2015-04-01,0.3534
2015-04-23,-2.4648
2015-04-24,1.8051
2015-05-27,0.7092
2015-06-01,1.8585
2015-06-24,0.0
2015-07-16,5.2632
2015-07-29,-6.6667
2015-08-27,-3.5714
2015-09-23,0.0
2015-10-05,0.0
2015-10-07,-2.963
2015-10-14,-0.7634
2015-11-03,1.9231
2015-11-18,-5.6604
2015-11-20,4.0
2015-11-23,1.9231
2016-01-05,2.4749
2016-01-14,-1.8868
2016-02-03,-1.9231
2016-02-10,0.0
2016-02-19,-3.1373
2016-02-24,-0.4049
2016-03-09,1.626
2016-05-05,-4.0
2016-05-06,4.1667
2016-05-16,-3.6
2016-05-17,0.8299
2016-08-05,4.6901
2016-08-22,0.0
2016-08-26,0.0
2016-08-30,-1.12
2016-09-09,1.1327
2016-09-15,-1.12
2016-09-29,0.3236
2016-10-11,0.8065
2016-11-21,-0.8
2016-11-23,0.8065
2016-11-28,12.0
2016-11-29,-10.642900000000001
2016-11-30,1.2195
2016-12-08,10.4418
2017-01-11,-3.6364
2017-02-27,5.6604
2017-03-09,-6.4286
2017-04-05,0.7634
2017-04-10,0.0
2017-04-20,1.1364
2017-04-25,2.9962999999999997
2017-06-09,1.626
2017-06-26,0.0
2017-06-27,0.0
2017-07-13,-5.0909
2017-07-21,2.069
2017-08-16,-2.012
2017-08-28,3.4324
2017-08-29,2.0
2017-08-31,-0.1452
2017-09-12,-1.8182
2017-10-05,0.7407
2017-11-07,1.1029
2017-11-15,1.0909
2017-11-16,0.2878
2017-11-17,-1.7217
2017-11-21,4.0146
2017-11-22,0.7018
2017-11-24,0.0
2017-11-27,1.7422
2017-11-28,-0.6849
2017-11-30,3.2414
2017-12-11,-0.0678
2017-12-26,0.0
2017-12-27,1.7639
2017-12-29,0.0
2018-01-02,0.666
2018-01-25,1.3252
2018-02-22,-6.8497
2018-04-05,3.1434
2018-04-06,0.3401
2018-04-09,0.339
2018-04-12,0.0
2018-04-19,0.8784
2018-04-25,-1.2056
2018-04-27,1.0169
2018-05-07,-1.6779
2018-05-10,0.0
2018-05-21,4.4369
2018-06-12,-3.1698
2018-07-03,2.7257
2018-07-10,-1.3333
2018-07-11,0.0
2018-07-12,3.0405
2018-07-18,-2.2951
2018-07-19,-1.0067
2018-07-31,0.339
2018-08-06,-0.6757
2018-08-07,0.4082
2018-08-08,-0.4065
2018-08-09,0.6803
2018-08-10,-0.2027
2018-08-13,-0.1354
2018-08-14,1.3559
2018-08-17,-0.7358
2018-08-23,2.7628
2018-08-27,0.3279
2018-09-04,-0.2614
2018-09-05,-0.3801
2018-09-06,1.9603000000000002
2018-09-25,-0.9677
2018-10-01,3.5831
2018-11-01,-2.5157
2018-12-06,-0.8508
2018-12-19,0.33
2018-12-21,0.8553
2019-01-09,4.3705
2019-01-22,-6.25
2019-02-05,3.0
2019-04-11,-1.6181
2019-04-30,-1.3158
2019-05-14,3.2667
2019-06-10,-5.0426
2019-06-17,0.0
2019-07-24,0.069
2019-08-02,1.9986000000000002
2019-08-16,-2.027
2019-09-06,3.4483
2019-09-11,3.3333
2019-10-23,-4.8387
2019-10-30,0.7458
2019-11-21,0.9421
2019-11-22,2.6667
2019-12-24,8.3032
2020-01-07,-3.3333
2020-01-13,0.0
2020-01-14,0.0
2020-01-29,-3.4483
2020-02-13,5.3571
2020-02-28,-5.0847
2020-03-11,-8.2143
2020-03-16,0.0
2020-03-18,-14.3969
2020-03-19,-9.0909
2020-04-01,13.5
2020-04-02,1.3216
2020-04-07,4.3478
2020-04-09,4.1667
2020-04-13,0.0
2020-04-14,0.0
2020-04-22,-8.0
2020-05-20,8.6087
2020-06-19,-2.7553
2020-07-09,12.5
2020-07-13,-2.2222
2020-07-14,10.3788
2020-07-20,-0.8236
