ticker,MCHT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-24,-1.5385
2000-04-28,-4.6875
2000-05-11,3.2787
2000-05-22,-7.9365
2000-05-25,7.7586
2000-08-09,-2.4
2000-10-18,-3.2787
2001-01-04,-2.5423999999999998
2001-03-30,5.2174
2001-08-10,4.9587
2001-08-17,-3.1496
2001-08-20,0.0
2001-08-21,0.0
2002-01-17,-1.626
2002-04-04,-1.6529
2002-04-05,1.6806999999999999
2002-04-08,-3.8678
2002-04-12,5.7428
2002-04-15,0.0
2002-05-20,-2.439
2002-05-21,2.5
2002-08-02,0.813
2002-08-14,8.0645
2002-08-15,1.4925
2002-08-26,-2.3529
2002-08-27,-3.6145
2002-08-30,0.0
2003-03-17,0.0
2003-10-06,0.0
2003-12-31,-0.7813
2004-01-05,0.7874
2004-02-09,-1.5625
2004-03-17,1.5873
2004-04-19,6.25
2004-04-20,0.0
2004-05-10,2.2059
2004-05-13,6.4748
2004-05-20,-3.6486
2004-07-28,-1.1219999999999999
2004-10-21,1.4184
2004-11-09,0.0
2004-12-29,5.5944
2005-02-16,8.6093
2005-02-22,1.8293
2005-02-23,-1.7964
2005-05-31,35.4346
2005-06-29,-23.6364
2005-08-23,10.2131
2006-04-11,-1.6282
2006-04-17,0.0
2006-05-08,6.8966
2006-05-09,-1.6129
2006-05-12,1.6393
2006-05-15,-1.6129
2006-05-25,6.5574
2006-06-13,0.869
2006-06-20,-1.5385
2006-06-29,1.5625
2006-06-30,-1.5385
2006-07-10,3.125
2006-08-16,-1.5152
2006-08-30,8.0
2006-08-31,-3.1339
2006-09-29,0.0
2006-10-27,-2.9412000000000003
2007-04-05,8.7867
2007-04-11,-1.1799
2007-04-26,-0.0597
2007-05-02,-3.5244999999999997
2007-05-08,0.0
2007-05-10,-4.0248
2007-06-01,-3.2258
2007-06-15,7.3351
2007-06-18,0.3135
2007-06-22,-6.25
2007-06-29,6.6667
2007-07-09,-6.25
2007-07-13,-4.6667
2007-07-16,4.8951
2007-08-23,-3.3333
2007-09-04,0.0
2007-09-11,-3.4483
2007-09-14,0.0
2007-10-03,5.0
2007-10-18,0.0
2007-10-26,-11.5646
2007-12-04,14.6967
2007-12-06,-5.1525
2007-12-13,-7.3624
2007-12-14,0.0
2007-12-31,-20.5247
2008-01-02,1.9417
2008-01-16,14.2857
2008-01-17,-1.6667
2008-01-23,-14.8305
2008-01-31,17.4129
2008-03-12,0.0
2008-05-22,2.5423999999999998
2008-05-27,7.438
2008-05-29,-7.393
