ticker,PRPL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-30,-0.5263
2015-11-17,3.1746
2015-11-30,0.7179
2015-12-15,-2.2403
2015-12-18,1.4583
2015-12-21,0.4107
2015-12-22,0.6135
2015-12-23,-3.0488
2015-12-31,3.7736
2016-01-04,-2.4242
2016-01-14,-1.0352
2016-01-15,0.0
2016-01-22,1.569
2016-01-25,2.9866
2016-01-28,-1.8
2016-03-07,1.833
2016-03-08,-3.8
2016-03-09,2.079
2016-04-01,-1.4257
2016-04-04,1.7562
2016-04-08,-2.0292
2016-04-13,0.3096
2016-04-14,0.931
2016-04-15,-1.946
2016-04-18,-0.7307
2016-04-20,0.9464
2016-04-25,2.6042
2016-04-28,-2.5381
2016-04-29,2.5
2016-05-05,0.2033
2016-05-10,-2.5355
2016-05-11,0.2081
2016-05-13,0.7788
2016-05-16,-1.6949999999999998
2016-05-17,1.3574
2016-05-24,1.3444
2016-07-18,-0.6122
2016-07-19,-0.924
2016-07-25,1.5544
2016-08-10,0.0
2016-08-11,0.0
2016-08-16,-0.0784
2016-08-17,0.2827
2016-08-23,0.0
2016-08-26,-1.222
2016-08-31,1.2371
2016-09-01,0.0
2016-09-06,-0.7128
2016-09-09,2.5641
2016-09-20,-1.5
2016-09-21,-0.3046
2016-09-26,-0.2037
2016-09-29,0.8163
2016-10-03,-2.4291
2016-10-04,1.971
2016-10-05,-0.8138
2016-10-06,-2.9744
2016-10-07,3.4884
2016-10-14,0.1021
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-31,1.0204
2016-11-15,0.0
2016-11-16,-0.404
2016-11-17,0.7099
2016-11-18,-0.8056
2016-11-22,-0.5076
2016-11-25,0.0
2016-11-28,0.0
2016-12-02,0.0
2016-12-21,0.5102
2016-12-22,0.0
2016-12-30,0.9137
2017-01-06,-0.4024
2017-01-10,0.101
2017-01-12,1.3118
2017-01-13,0.3984
2017-01-17,-0.6944
2017-01-18,-0.4995
2017-01-19,0.7028
2017-01-20,0.6979
2017-01-23,0.0
2017-01-24,-0.495
2017-01-26,0.4963
2017-01-27,0.0012
2017-01-30,-0.099
2017-02-09,0.0991
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,-0.8911
2017-02-22,0.0
2017-02-23,-0.5994
2017-02-24,-0.1005
2017-03-02,0.2012
2017-03-03,-0.4932
2017-03-06,1.8578000000000001
2017-03-07,-0.9411
2017-03-08,0.0
2017-03-15,-0.5
2017-03-16,1.375
