ticker,NAOV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-08,14.2857
2015-07-10,0.0
2015-07-13,6.25
2015-07-16,-17.647100000000002
2015-07-30,14.2857
2015-08-11,5.0
2015-10-29,4.7619
2015-10-30,5.6818
2015-11-02,1.0753
2015-11-03,0.0
2015-11-04,0.4255
2015-11-05,0.6356
2015-11-06,0.0
2015-11-09,1.0526
2015-11-10,0.4167
2015-11-11,0.6224
2015-11-18,0.0
2015-11-23,0.0
2015-11-25,0.0
2015-11-27,0.0
2015-12-03,0.0
2015-12-07,0.2062
2015-12-08,-0.2058
2015-12-10,0.0
2015-12-11,0.2062
2015-12-15,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-28,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-04,-1.2346
2016-01-05,-1.0417
2016-01-08,0.0
2016-01-11,-4.8421
2016-01-13,-8.1858
2016-01-21,6.0241
2016-01-25,2.2727
2016-01-28,4.2222
2016-01-29,2.3454
2016-02-29,2.0833
2016-03-29,1.0204
2016-03-30,0.0
2016-03-31,0.0
2016-04-08,-2.0202
2016-04-18,2.8866
2016-04-21,-1.8035999999999999
2016-04-28,0.0
2016-05-02,0.0
2016-05-09,-2.0408
2016-05-13,-1.0417
2016-05-16,2.9474
2016-05-17,0.0
2016-05-19,1.227
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-26,1.0101
2016-05-27,2.0
2016-05-31,-0.1961
2016-06-01,0.0
2016-06-03,0.1965
2016-06-06,0.3922
2016-06-07,0.5859
2016-06-08,0.9709
2016-06-10,5.7692
2016-06-15,-4.5455
2016-06-16,1.9048
2016-06-17,-0.9346
2016-06-21,-0.0024
2016-06-28,0.0024
2016-06-29,0.566
2016-06-30,0.0938
2016-07-05,1.2184
2016-07-06,-0.9259
2016-07-08,0.1869
2016-07-12,0.7463
2016-07-13,0.0
2016-07-14,-3.7037
2016-07-15,4.8077
2016-07-19,-0.5505
2016-07-21,-1.845
2016-07-22,1.8797000000000001
2016-07-26,-0.9225
2016-07-27,0.9311
2016-07-28,1.476
2016-07-29,-0.3636
2016-08-02,0.365
2016-08-04,0.0
2016-08-11,0.0
2016-08-15,0.0
2016-08-22,-1.8727
2016-08-23,0.0556
2016-08-29,1.8519
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.3636
2016-09-08,0.0
2016-09-12,-3.9855
2016-09-13,3.7736
2016-09-14,0.3636
