ticker,MRCY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.1429
2000-01-04,-9.2308
2000-01-05,3.6017
2000-01-06,-3.2720000000000002
2000-01-07,6.5539
2000-01-10,1.3889
2000-01-11,-1.3699
2000-01-12,3.1746
2000-01-13,-3.4615
2000-01-14,-3.5857
2000-01-18,9.5041
2000-01-19,5.0943
2000-01-20,5.5655
2000-01-21,-8.1633
2000-01-24,-8.1481
2000-01-25,22.379
2000-01-26,3.7891
2000-01-27,-2.8571
2000-01-28,-4.2484
2000-01-31,3.9249
2000-02-01,-0.3284
2000-02-02,-0.8237
2000-02-03,0.8306
2000-02-04,2.9654
2000-02-07,3.84
2000-02-08,10.9399
2000-02-09,6.9444
2000-02-10,-4.1558
2000-02-11,0.0
2000-02-14,-7.0461
2000-02-15,3.4985
2000-02-16,-5.6338
2000-02-17,-0.8955
2000-02-18,-3.6145
2000-02-22,-8.5938
2000-02-23,9.4017
2000-02-24,8.5938
2000-02-25,3.6691000000000003
2000-02-28,5.6905
2000-02-29,1.2475
2000-03-01,0.0649
2000-03-02,-5.4439
2000-03-03,-0.4798
2000-03-06,-3.5813
2000-03-07,5.1429
2000-03-08,0.1359
2000-03-09,6.3772
2000-03-10,1.2755
2000-03-13,-3.2746
2000-03-14,-0.3906
2000-03-15,-6.0131
2000-03-16,7.6495
2000-03-17,3.6176
2000-03-20,7.2318999999999996
2000-03-21,3.5465
2000-03-22,6.6815999999999995
2000-03-23,6.1053
2000-03-24,6.5476
2000-03-27,-8.2868
2000-03-28,-8.2234
2000-03-29,-1.1062
2000-03-30,-4.4743
2000-03-31,-8.4309
2000-04-03,-14.1944
2000-04-04,-4.62
2000-04-05,7.3438
2000-04-06,4.3668
2000-04-07,4.0446
2000-04-10,-18.2306
2000-04-11,4.6721
2000-04-12,-12.2944
2000-04-13,0.1786
2000-04-14,-11.586500000000001
2000-04-17,27.8226
2000-04-18,6.9401
2000-04-19,3.5398
2000-04-20,-14.245
2000-04-24,0.0
2000-04-25,-0.6645
2000-04-26,6.689
2000-04-27,-0.1567
2000-04-28,-3.4537
2000-05-01,-1.4634
2000-05-02,0.0
2000-05-03,-6.4356
2000-05-04,0.3527
2000-05-05,1.9332
2000-05-08,-5.0
2000-05-09,-3.6298
2000-05-10,-8.0979
2000-05-11,0.6148
2000-05-12,16.9043
2000-05-15,-6.446
2000-05-16,3.1657
2000-05-17,-3.9711
2000-05-18,-4.8872
2000-05-19,-4.7431
2000-05-22,-1.2448
