ticker,GLTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-26,9.434
2008-06-27,-5.1724
2008-06-30,27.2727
2008-07-01,0.0
2008-07-02,-2.8571
2008-07-03,-1.4706000000000001
2008-07-07,-25.3731
2008-07-08,-10.0
2008-07-10,-15.5556
2008-07-11,0.0
2008-07-14,-36.8421
2008-07-16,8.3333
2008-07-17,-3.8462
2008-07-18,4.0
2008-07-21,-15.3846
2008-07-22,-9.0909
2008-07-23,0.0
2008-07-24,1.0
2008-07-25,-0.9901
2008-07-28,29.0
2008-07-29,16.2791
2008-07-30,0.0
2008-07-31,33.3333
2008-08-01,-5.0
2008-08-04,0.0
2008-08-08,5.2632
2008-08-11,-5.0
2008-08-12,0.0
2008-08-13,-5.2632
2008-08-14,-5.5556
2008-08-15,5.8824
2008-08-18,-5.5556
2008-08-19,-4.1176
2008-08-20,0.0
2008-08-21,7.362
2008-08-22,0.0
2008-08-25,-2.8571
2008-08-26,-2.3529
2008-08-27,-9.6386
2008-08-28,-6.6667
2008-09-02,0.0
2008-09-03,-10.7143
2008-09-04,-0.8
2008-09-05,-1.6129
2008-09-08,6.5574
2008-09-09,-11.538499999999999
2008-09-10,-4.3478
2008-09-11,-4.5455
2008-09-12,-5.7143
2008-09-15,-14.1414
2008-09-16,0.0
2008-09-17,5.8824
2008-09-18,-8.8889
2008-09-19,-2.439
2008-09-22,10.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-26,2.2727
2008-09-29,0.0
2008-10-01,-27.7778
2008-10-03,7.6923
2008-10-06,14.2857
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,-6.25
2008-10-10,6.6667
2008-10-13,0.0
2008-10-16,1.25
2008-10-17,4.9383
2008-10-20,0.0
2008-10-21,0.0
2008-10-23,0.0
2008-10-27,0.0
2008-10-28,4.7059
2008-10-29,1.1236
2008-10-31,0.0
2008-11-03,-5.5556
2008-11-04,0.0
2008-11-07,0.0
2008-11-10,-5.8824
2008-11-12,0.0
2008-11-14,0.0
2008-11-17,0.0
2008-11-18,-1.25
2008-11-24,0.0
2008-12-01,1.2658
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-09,0.0
2008-12-10,26.25
2008-12-16,-0.9901
2008-12-18,0.0
2008-12-22,0.0
2008-12-23,0.0
2008-12-24,0.0
2008-12-31,-10.0
2009-01-06,-32.2222
2009-01-07,47.541
2009-01-08,-1.1111
2009-01-13,-4.4944
2009-01-14,0.0
2009-01-15,0.0
